vysoudit	vy-soud-i-t
nepříjemný	ne-pří-jem-n-ý
zaprasknout	za-prask-nou-t
přesměrovávat	pře-směr-ová-v-a-t
nedozvěděla	ne-do-z-věd-ě-l-a
ambice	ambic-e
připravovat	při-prav-ova-t
zpečetit	z-pečet-i-t
nešťastná	ne-šťast-n-á
vytáhnout	vy-táh-nou-t
posmrkávat	po-smrk-á-v-a-t
dali	d-a-l-i
ukroutit	u-krout-i-t
odvysílat	od-vy-síl-a-t
vykropit	vy-krop-i-t
svatopluk	svat-o-pluk
dopouštět	do-poušt-ě-t
roznemáhat	roz-ne-máh-a-t
obíjet	o-bíj-e-t
zatlumit	za-tlum-i-t
špičatit	špič-at-i-t
vyskladnit	vy-s-klad-n-i-t
volské	vol-sk-é
stvořili	s-tvoř-i-l-i
pozlacovat	po-zlac-ova-t
novokantovci	nov-o-kant-ov-c-i
zařizovatel	za-řiz-ova-tel
vajksle	vajksl-e
dogmatismu	dogm-at-ism-u
divotvorné	div-o-tvor-n-é
rupnout	rup-nou-t
dotrhnout	do-trh-nou-t
lavírovat	lav-ír-ova-t
překompenzovat	pře-kom-penz-ova-t
měsíců	měsíc-ů
esterifikovat	esteri-fik-ova-t
výkonným	vý-kon-n-ým
vzpomínka	vz-po-mín-k-a
dalekohledem	dal-ek-o-hled-em
vyloží	vy-lož-í
zbabrat	z-babr-a-t
nevyjadřuje	ne-vy-jadř-uje
strukturovány	strukt-ur-ová-n-y
nějakých	ně-jak-ých
vyvolanými	vy-vol-a-n-ými
výsledná	vý-sled-n-á
obléhat	ob-léh-a-t
board	board
připravuje	při-prav-uje
vynucenému	vy-nuc-en-ému
protiněmecké	proti-něm-ec-k-é
vozit	voz-i-t
jehla	jehl-a
vysívat	vy-sí-v-a-t
nádraží	ná-draž-í
zvýraznět	z-vý-raz-n-ě-t
archeologii	archeo-log-i-i
zaklapovat	za-klap-ova-t
výkonu	vý-kon-u
buchat	buch-a-t
podklouznout	pod-klouz-nou-t
kývnout	kýv-nou-t
volyně	volyně
seminář	semin-ář
krumlesco	krumlesco
maršrútu	maršrút-u
srážet	s-ráž-e-t
kouknu	kouk-n-u
zarejpat	za-rejp-a-t
relativní	rel-at-iv-n-í
uhradit	u-hrad-i-t
strč	strč
zdrápat	z-dráp-a-t
pobrukovat	po-bruk-ova-t
zámek	zá-mek
válkou	válk-ou
lodiček	lod-iček
klih	klih
vykřesávat	vy-křes-á-v-a-t
píši	píš-i
zlechovský	zlechov-sk-ý
vyčištěný	vy-čišt-ěn-ý
povídka	po-víd-k-a
jihoizraelský	jih-o-izrael-sk-ý
vyhánějí	vy-hán-ěj-í
partnerů	partner-ů
martinů	martinů
sesle	sesl-e
velmoc	vel-moc
hort	hort
šeredit	šered-i-t
uplouvat	u-plou-v-a-t
podklesávat	pod-kles-á-v-a-t
pleska	plesk-a
vygenerovat	vy-gen-er-ova-t
osmistovka	osm-i-st-ovk-a
neprodělá	ne-pro-děl-á
ojínět	o-jín-ě-t
zrychla	zrychl-a
taxislužby	taxi-služ-b-y
vehrávat	ve-hrá-v-a-t
přečišťovat	pře-čišť-ova-t
subjektivizovat	sub-jekt-iv-iz-ova-t
odrolit	o-drol-i-t
lupu	lup-u
majetkové	maj-et-k-ov-é
vyrobit	vy-rob-i-t
ministrovat	mini-str-ova-t
encyklopedie	en-cykl-o-ped-i-e
puchnout	puch-nou-t
pohrdnout	po-hrd-nou-t
vytřískávat	vy-třísk-á-v-a-t
protelefonovat	pro-tele-fon-ova-t
gruzie	gruz-i-e
chceme	chc-e-me
uškubnout	u-škub-nou-t
malovodníčkové	mal-o-vod-n-íč-k-ové
potrhla	po-trh-l-a
mnohohlavý	mnoh-o-hlav-ý
kickbox	kick-box
schválit	s-chvál-i-t
živoucí	ži-v-ou-c-í
prohloubil	pro-hloub-i-l
neuroleptiky	neuro-lept-ik-y
nadejít	nade-jí-t
ušklíbávat	u-šklíb-á-v-a-t
přimáčknout	při-máčk-nou-t
přístav	pří-stav
zasněžovat	za-sněž-ova-t
zlomila	z-lom-i-l-a
četa	čet-a
pozhášet	po-z-háš-e-t
orientální	orient-ál-n-í
tesat	tes-a-t
podbízet	pod-bíz-e-t
úloha	ú-loh-a
předkreslit	před-kres-l-i-t
žádná	žád-n-á
přijatelný	při-j-a-teln-ý
restaurací	restaur-ac-í
nakódovat	na-kód-ova-t
bartoš	bartoš
staroslovanský	star-o-slov-an-sk-ý
načůrat	na-čůr-a-t
nevěnovaly	ne-věn-ova-l-y
doskočit	do-skoč-i-t
vypuštěnej	vy-pušt-ěn-ej
pobádat	po-bád-a-t
dluhopisů	dluh-o-pis-ů
oškubat	o-škub-a-t
sólohráč	sól-o-hrá-č
transponovat	trans-pon-ova-t
vamp	vamp
nai	nai
členství	člen-stv-í
domovníkovým	dom-ov-n-ík-ov-ým
rajonizovat	rajon-iz-ova-t
hotovo	hotov-o
svrbívat	svrb-í-v-a-t
tlesk	tlesk
šolíchat	šolích-a-t
víceméně	více-mén-ě
postaru	po-star-u
zariskovat	za-risk-ova-t
zapálil	za-pál-i-l
zteplat	z-tep-l-a-t
předvrtávat	před-vrt-á-v-a-t
potoku	po-tok-u
mustr	mustr
hafat	haf-a-t
stalinismu	stalin-ism-u
týden	týden
nedopsaný	ne-do-ps-a-n-ý
pošvihávat	po-švih-á-v-a-t
spíš	spíš
rostlina	rost-lin-a
signore	signor-e
nezávislého	ne-zá-vis-l-ého
zpochybňovávat	z-po-chyb-ň-ová-v-a-t
symbol	symbol
sortimentu	sortiment-u
vyškrtnout	vy-škrt-nou-t
slovenské	slov-en-sk-é
tutéž	t-u-t-éž
vycepovat	vy-cep-ova-t
káva	káv-a
strašívat	straš-í-v-a-t
vzpourám	vz-pour-ám
autotrenažér	aut-o-tren-až-ér
prozávodit	pro-zá-vod-i-t
pózovat	póz-ova-t
vetkat	ve-tk-a-t
anatólii	anatól-i-i
barvívat	barv-í-v-a-t
přikomponovat	při-kom-pon-ova-t
florida	florid-a
předem	před-em
prvoligistka	prv-o-lig-ist-k-a
počešťovat	po-češť-ova-t
gambrinus	gambrin-us
vtrhovat	v-trh-ova-t
autoritativní	aut-or-it-at-iv-n-í
agassi	agassi
časopisecké	čas-o-pis-ec-k-é
konceptem	koncept-em
šikana	šikan-a
zkrystalovat	z-krystal-ova-t
káča	káč-a
perforovat	per-for-ova-t
ocitovat	o-cit-ova-t
dožírat	do-žír-a-t
češtině	češ-t-in-ě
upgradovat	up-grad-ova-t
tyhle	t-y-hle
zařídil	za-říd-i-l
cituje	cit-uje
obkreslit	ob-kres-l-i-t
fatální	fatál-n-í
sadská	sad-sk-á
přesahovat	pře-sah-ova-t
vztekat	vz-tek-a-t
dipól	di-pól
silnicím	sil-n-ic-ím
rýpne	rýp-ne
dobádat	do-bád-a-t
repríza	re-príz-a
klimbat	klimb-a-t
osiky	osik-y
uřknout	u-řk-nou-t
zakolovat	za-kol-ova-t
zimního	zim-n-ího
nástup	ná-stup
přiklonit	při-klon-i-t
vydloubnout	vy-dloub-nou-t
domovníci	dom-ov-n-íc-i
skromně	s-krom-n-ě
hrkotat	hrk-ot-a-t
resortu	resort-u
privátně	priv-át-n-ě
úrokových	ú-rok-ov-ých
vbořit	v-boř-i-t
slezské	slez-sk-é
vhrnout	v-hrn-ou-t
uprazdňovat	u-prazd-ň-ova-t
světívat	svět-í-v-a-t
zapadat	za-pad-a-t
konírny	kon-ír-n-y
spolkařit	spol-k-ař-i-t
prosily	pros-i-l-y
včelařit	včel-ař-i-t
modernizovat	mod-ern-iz-ova-t
pevnost	pevn-ost
niťařském	niť-ař-sk-ém
nevypovídala	ne-vy-po-víd-a-l-a
řekneme	řek-ne-me
zpodpírat	z-pod-pír-a-t
zvlhčovat	z-vlh-č-ova-t
dolar	dolar
koupávat	koup-á-v-a-t
povíte	po-v-í-te
zábrk	zábrk
obtesávat	ob-tes-á-v-a-t
vysouvat	vy-sou-v-a-t
kolegové	koleg-ové
vyplenit	vy-plen-i-t
neodpovídající	ne-od-po-víd-aj-íc-í
maniokový	maniok-ov-ý
vrozenu	v-roz-en-u
pohyby	po-hyb-y
plonk	plonk
deska	desk-a
páření	pář-en-í
helena	helen-a
schlamstnout	s-chlamst-nou-t
zadřít	za-dř-í-t
omračovat	o-mrač-ova-t
zakřížit	za-kříž-i-t
amfiteátr	amfi-teátr
akorát	akorát
věřící	věř-íc-í
talentovým	talent-ov-ým
dlužit	dluž-i-t
desetietapový	deset-i-etap-ov-ý
okraji	o-kraj-i
vinohradníkův	vin-o-hrad-ník-ův
bor	bor
žerty	žert-y
červené	červen-é
srovnejme	s-rovn-ej-me
vysokoškoláky	vys-ok-o-škol-ák-y
ufouknutost	u-fouk-nu-t-ost
pošlapat	po-šlap-a-t
nepřijímejte	ne-při-jí-mej-te
nadržovat	na-drž-ova-t
tikat	tik-a-t
kajínek	kajín-ek
dovedou	do-ved-ou
modrooký	modr-o-ok-ý
hornorakouský	horn-o-rakous-k-ý
cudností	cud-n-ost-í
stísnit	s-tísn-i-t
etatizovat	etat-iz-ova-t
domníváte	do-mn-í-v-á-te
spoluutvářet	spolu-u-tvář-e-t
nebezpečí	ne-bezpeč-í
světla	svět-l-a
peter	peter
štýrsku	štýrsk-u
zasnubovat	za-snub-ova-t
pozlobit	po-zl-ob-i-t
ha	ha
musila	mus-i-l-a
astromedicína	astr-o-medic-ín-a
poživatinu	po-ži-v-a-t-in-u
stanovily	stanov-i-l-y
vyžalovat	vy-žal-ova-t
naklonovat	na-klon-ova-t
školy	škol-y
znovupohřbení	z-nov-u-po-hřb-en-í
oduznávat	od-u-zn-á-v-a-t
velkozávodu	vel-k-o-zá-vod-u
mulčovat	mulč-ova-t
zahýbat	za-hýb-a-t
inkorporovat	in-korpor-ova-t
žebráků	žebr-ák-ů
vmezeřit	v-mezeř-i-t
šňořit	šňoř-i-t
umatlat	u-matl-a-t
rozbodat	roz-bod-a-t
vyceňovat	vy-ceň-ova-t
oktrojovat	oktroj-ova-t
milovali	mil-ova-l-i
zdaňovat	z-daň-ova-t
tracheomykóza	tracheo-myk-óz-a
překřikovat	pře-křik-ova-t
nezávislosti	ne-zá-vis-l-ost-i
zahřmět	za-hřm-ě-t
zaznamenat	za-znam-en-a-t
hyb	hyb
svrbí	svrb-í
kupce	kup-c-e
jiný	jin-ý
legitimovat	leg-it-im-ova-t
kauzálním	kauz-ál-n-ím
šedesátiletý	še-desát-i-let-ý
ozvláštnit	o-zvlášt-n-i-t
vývar	vý-var
debutovatelnost	debut-ova-teln-ost
vykat	vy-k-a-t
znovusjednotit	znovu-s-jedn-ot-i-t
soukup	sou-kup
zatleskat	za-tlesk-a-t
půltřetího	půl-tř-et-ího
dorostl	do-rost-l
nejvnitřnějších	nej-v-nitř-n-ěj-š-ích
síťkovat	síť-k-ova-t
drátkovat	drát-k-ova-t
krámovat	krám-ova-t
poflakovat	po-flak-ova-t
studenět	stud-en-ě-t
barona	baron-a
nutnostech	nut-n-ost-ech
cesty	cest-y
dočísti	do-čís-ti
tykat	ty-k-a-t
vypískávat	vy-písk-á-v-a-t
nyní	nyn-í
heparinocyt	heparin-o-cyt
slabihoud	slabihoud
lovec	lov-ec
zarůst	za-růst
ratibořická	ratibořic-k-á
sepse	seps-e
dospurtovat	do-spurt-ova-t
rebe	reb-e
čapli	čap-l-i
porušovat	po-ruš-ova-t
odvrtat	od-vrt-a-t
teplocitlivého	tep-l-o-cit-liv-ého
federalizovat	feder-al-iz-ova-t
hlubina	hlub-in-a
nejbližšího	nej-bliž-š-ího
půldruhého	půl-druh-ého
kuřim	kuřim
hmota	hmot-a
strýc	strýc
přesvětlit	pře-svět-l-i-t
uživatelé	u-ži-v-a-tel-é
zimavívanost	zimavív-a-n-ost
lípnout	líp-nou-t
probírávat	pro-bír-á-v-a-t
pročumět	pro-čum-ě-t
trula	trul-a
zastříhnout	za-stříh-nou-t
vzrostl	vz-rost-l
nábytkem	ná-byt-k-em
autosedačka	aut-o-sed-a-čk-a
struskovatět	strusk-ov-at-ě-t
lince	lin-c-e
instrumentální	instru-ment-ál-n-í
kučeravět	kučer-av-ě-t
prvoligového	prv-o-lig-ov-éh-o
konečné	koneč-n-é
struktura	strukt-ur-a
nezvyklými	ne-z-vyk-l-ými
krov	kr-ov
abstrakce	ab-s-trak-c-e
kontrast	kontrast
počestní	po-čest-n-í
škrundat	škrund-a-t
fechner	fechner
zetlít	ze-tl-í-t
dalekohled	dal-ek-o-hled
jádro	jádr-o
dluh	dluh
pohlavnost	po-hlav-n-ost
horlivě	hor-l-iv-ě
slunce	slun-c-e
smrkáč	smrk-áč
rokycana	rokycan-a
piš	piš
nadzvedl	nad-z-ved-l
odrolovat	o-drol-ova-t
povahu	po-vah-u
podvlékat	pod-vlék-a-t
sidney	sidney
přilakovat	při-lak-ova-t
proklouznout	pro-klouz-nou-t
přichystávat	při-chyst-á-v-a-t
rokycany	rokyc-an-y
europarlament	euro-parlament
omakávat	o-mak-á-v-a-t
přesednout	pře-sed-nou-t
šuškat	šušk-a-t
manažer	manaž-er
potýrat	po-týr-a-t
říděj	říd-ěj
zasvitnout	za-svit-nou-t
vystepovat	vy-step-ova-t
částek	část-ek
napíná	na-pín-á
souviset	sou-vis-e-t
rozplakal	roz-plak-a-l
entomologií	entom-o-log-i-í
poroučím	po-rouč-í-m
překypovat	pře-kyp-ova-t
pročpak	proč-pak
sebekontroly	seb-e-kontrol-y
prodělek	pro-děl-ek
nádeničit	ná-den-ič-i-t
předtancovávat	před-tanc-ová-v-a-t
pořídit	po-říd-i-t
poklad	po-klad
zarážet	za-ráž-e-t
ubalit	u-bal-i-t
zdrsňovat	z-drs-ň-ova-t
příslušníky	pří-sluš-n-ík-y
rio	rio
čípak	č-í-pak
vytypovat	vy-typ-ova-t
drže	drž-e
zprubovat	z-prub-ova-t
rozkvétat	roz-kvét-a-t
brožura	brožur-a
prám	prám
pedál	pedál
balzámovost	balzám-ov-ost
pětisetový	pět-i-set-ov-ý
reta	ret-a
přivez	při-vez
ošatit	o-šat-i-t
připochodovat	při-po-chod-ova-t
bršlice	bršlic-e
rovný	rovn-ý
tromp	tromp
oblehnout	ob-leh-nou-t
hluk	hluk
čtvrtník	čtvrtník
loadovat	load-ova-t
voál	voál
středního	střed-n-ího
započítávat	za-po-čít-á-v-a-t
sklenic	skl-en-ic
uspěchat	u-spěch-a-t
rozvrhnout	roz-vrh-nou-t
beznadějnějšího	bez-na-děj-n-ějš-ího
komplikovat	kom-plik-ova-t
esej	esej
ef	ef
prošoupat	pro-šoup-a-t
agnosticism	a-gnos-t-ic-ism
skrčit	s-krč-i-t
čtyřlístky	čtyř-líst-k-y
neuroprotéz	neuro-pro-téz
místě	míst-ě
policistů	polic-ist-ů
psychické	psych-ic-k-é
nutně	nut-n-ě
mírové	mír-ov-é
nacouvat	na-couv-a-t
vzpírat	vz-pír-a-t
dotopit	do-top-i-t
soustředění	sou-střed-ěn-í
sházet	s-ház-e-t
český	čes-k-ý
ziniciovat	z-in-ici-ova-t
oceňovat	o-ceň-ova-t
tajných	taj-n-ých
světýlka	svět-ýl-k-a
lány	lán-y
mnohojazyčné	mnoh-o-jazyč-n-é
rozvrátit	roz-vrát-i-t
přeřezávat	pře-řez-á-v-a-t
přisedat	při-sed-a-t
navrstvit	na-vrstv-i-t
přibližně	při-bliž-n-ě
ulízat	u-líz-a-t
udávat	u-d-á-v-a-t
vpravdě	v-prav-d-ě
kostitřas	kost-i-třas
radionahrávka	radi-o-na-hr-á-v-k-a
strany	stran-y
holocaustu	holocaust-u
národa	ná-rod-a
hegelovského	hegel-ov-sk-ého
dobudovávat	do-bud-ová-v-a-t
vzduchotechnika	vzduch-o-techn-ik-a
objíždět	ob-jížd-ě-t
husími	hus-ími
dvacetitisícový	dv-a-cet-i-tisíc-ov-ý
zařádit	za-řád-i-t
neúplných	ne-ú-pln-ých
dvousvazková	dv-ou-s-vaz-k-ov-á
radioaktivních	radio-akt-iv-n-ích
fylogeneze	fylo-gen-ez-e
beztoho	bez-t-oho
cvikat	cvik-a-t
okupována	o-kup-ová-n-a
schleijermacher	schleijermacher
pracovití	prac-ovit-í
sklenout	s-klen-ou-t
vyrůstat	vy-růst-a-t
neštěmice	neštěm-ic-e
vytvořovat	vy-tvoř-ova-t
zmýdelňovat	z-mýdel-ň-ova-t
téka	ték-a
pusť	pusť
zívl	zív-l
visely	vis-e-l-y
znepříjemnit	z-ne-pří-jem-n-i-t
rozchlípnout	roz-chlíp-nou-t
bědoval	běd-ova-l
prohlásili	pro-hlás-i-l-i
paradoxní	para-dox-n-í
odkapovat	od-kap-ova-t
odmykat	od-myk-a-t
stopadesát	st-o-pa-desát
hořce	hoř-c-e
pospojovat	po-s-poj-ova-t
viďte	viď-te
obyčejná	obyčej-n-á
zušlechťovat	z-u-šlechť-ova-t
nastartovávat	na-start-ová-v-a-t
vyjadřuje	vy-jadř-uje
pravdivými	prav-d-iv-ými
přivíjet	při-víj-e-t
aut	aut
agentů	agent-ů
prokličkovat	pro-klič-k-ova-t
týkat	týk-a-t
omezování	o-mez-ová-n-í
oprat	o-pr-a-t
těchhle	t-ě-ch-hle
paravýsadek	para-vý-sad-ek
cestovní	cest-ov-n-í
nacákat	na-cák-a-t
sešpendlit	se-špendl-i-t
barvili	barv-i-l-i
zakrouží	za-krouž-í
odkašlávat	od-kašl-á-v-a-t
hmátnout	hmát-nou-t
john	john
dostačit	do-stač-i-t
podklenout	pod-klen-ou-t
vlastnictvím	vlast-n-ic-tv-ím
zátka	zátk-a
dýhovat	dýh-ova-t
víceramenný	více-ram-en-n-ý
strašlivý	straš-liv-ý
zakašlat	za-kašl-a-t
odkapávat	od-kap-á-v-a-t
našetřit	na-šetř-i-t
nakloňovat	na-kloň-ova-t
vytrumfovat	vy-trumf-ova-t
porokovat	po-rok-ova-t
pozve	po-zv-e
nezabíjejte	ne-za-bíj-ej-te
rozebírat	roze-bír-a-t
vlastníky	vlast-n-ík-y
uváznout	u-váz-nou-t
cera	cer-a
prognózy	pro-gnóz-y
vybledat	vy-bled-a-t
odlíčit	od-líč-i-t
zrakové	zrak-ov-é
zašeptat	za-šept-a-t
haló	haló
červivět	červ-iv-ě-t
vybíral	vy-bír-a-l
duběnkami	dub-ěn-k-ami
čik	čik
probouzívat	pro-bouz-í-v-a-t
zápas	zá-pas
bioprovincie	bio-provinc-i-e
bobkovišeň	bobk-o-višeň
skok	skok
stromech	strom-ech
peruť	peruť
dveře	dveř-e
dovelet	do-vel-e-t
zvýhodnit	z-vý-hod-n-i-t
nahlodat	na-hlod-a-t
přestávat	pře-stá-v-a-t
racionalisty	racion-al-ist-y
jelení	jelen-í
kláštera	klášter-a
mravokárcům	mrav-o-kár-c-ům
obecný	obec-n-ý
odnášet	od-náš-e-t
moři	moř-i
vezl	vez-l
podělaný	po-děl-a-n-ý
jevů	jev-ů
titanik	titan-ik
nalodit	na-lod-i-t
stomilionový	st-o-mili-on-ov-ý
sedmé	sedm-é
pokojové	po-koj-ov-é
dobra	dobr-a
smutnou	smut-n-ou
bezkrevný	bez-krev-n-ý
voda	vod-a
přidřepnout	při-dřep-nou-t
přemýšlívat	pře-mýšl-í-v-a-t
škrábala	škráb-a-l-a
pásma	pás-m-a
dobrodiní	dobr-o-di-n-í
vyvdat	vy-v-d-a-t
uhnít	u-hní-t
štrajkovat	štrajk-ova-t
dvoustovka	dv-ou-st-ovk-a
gandaru	gandar-u
bájit	báj-i-t
vyžít	vy-ží-t
brunátnět	brunát-n-ě-t
snack	snack
rovnováze	rovn-o-váz-e
obletovaně	ob-let-ova-n-ě
platba	plat-b-a
cejtit	cejt-i-t
posvětštit	po-svět-št-i-t
vyzpovídám	vy-z-po-víd-á-m
nadepsat	nade-ps-a-t
zákusek	zá-kus-ek
užasle	u-žas-l-e
transpersonální	trans-person-ál-n-í
uzdravit	u-zdrav-i-t
spojených	s-poj-en-ých
krásnějšího	krás-n-ějš-ího
odstrčen	od-strč-en
výherci	vý-her-c-i
čtvrtek	čtvrt-ek
pudem	pud-em
svobodného	svobod-n-ého
rozmáznout	roz-máz-nou-t
chám	chám
přetvořovat	pře-tvoř-ova-t
perlách	perl-ách
mříž	mříž
odčítávat	od-čít-á-v-a-t
přeštípávat	pře-štíp-á-v-a-t
zítří	zítř-í
přešmiknout	pře-šmik-nou-t
zdaru	z-dar-u
chudáka	chud-ák-a
ženatý	žen-at-ý
ztéci	z-téc-i
luděk	luděk
opouzdřit	o-pouzdř-i-t
charza	charz-a
neobvyklým	ne-ob-vyk-l-ým
kontejner	kontejner
zadehtovat	za-deht-ova-t
smyslovými	s-mysl-ov-ými
způsobená	z-pů-sob-en-á
zaobalovat	za-o-bal-ova-t
hubený	hub-en-ý
skýva	skýv-a
rozvézt	roz-véz-t
jeviště	jev-išt-ě
permanence	per-man-enc-e
hlad	hlad
míca	míc-a
koupel	koup-el
dvoustupňový	dv-ou-stup-ň-ov-ý
domě	dom-ě
vývojové	vý-voj-ov-é
číčánek	číč-án-ek
lepšit	lep-š-i-t
zkalkulovat	z-kalk-ul-ova-t
zavést	za-vést
noční	noč-n-í
kondiční	kondič-n-í
městských	měst-sk-ých
dozuřit	do-zuř-i-t
vypadnou	vy-pad-n-ou
existence	exist-enc-e
docilovat	do-cil-ova-t
duchové	duch-ové
upospíchat	u-po-spích-a-t
skupině	s-kup-in-ě
připlácnout	při-plác-nou-t
konkrétně	kon-krét-n-ě
přesedlávat	pře-sed-l-á-v-a-t
naordinovat	na-ordin-ova-t
smýt	s-mý-t
moudrým	moudr-ým
zasolovat	za-sol-ova-t
investovalo	in-vest-ova-l-o
nařízení	na-říz-en-í
zakřížkovatelně	za-kříž-k-ova-teln-ě
uvrhovat	u-vrh-ova-t
švadlena	šv-adl-en-a
vyhláška	vy-hláš-k-a
pléd	pléd
obstát	ob-stá-t
rozfrcat	rozfrc-a-t
rozpraskat	roz-prask-a-t
táborský	tábor-sk-ý
hudbymilovných	hud-b-y-mil-ov-n-ých
steve	steve
rmoutit	rmout-i-t
pouzdru	pouzdr-u
ostřihovat	o-střih-ova-t
rozkládat	roz-klád-a-t
muklům	mukl-ům
vyjádřili	vy-jádř-i-l-i
játrech	játr-ech
vymknout	vy-mk-nou-t
kousni	kous-n-i
herc	herc
klepna	klep-n-a
stránce	strán-c-e
podrýpávat	pod-rýp-á-v-a-t
vmáčknout	v-máčk-nou-t
olámat	o-lám-a-t
polygynie	poly-gyn-i-e
liza	liz-a
mrknout	mrk-nou-t
ústí	úst-í
zákonitý	zá-kon-it-ý
světačit	svět-ač-i-t
skica	skic-a
multibariérový	multi-bariér-ov-ý
transformace	trans-form-ac-e
elitní	elit-n-í
pochopovat	po-chop-ova-t
nakrásně	na-krás-n-ě
deweyova	dewey-ov-a
pajcovat	pajc-ova-t
tančit	tanč-i-t
pepř	pepř
ripovat	rip-ova-t
vykonána	vy-kon-á-n-a
ize	ize
narvat	na-rv-a-t
nalakovaný	na-lak-ova-n-ý
propalovat	pro-pal-ova-t
nabalzamovat	na-balzam-ova-t
zpětně	zpět-n-ě
polehčit	po-leh-č-i-t
západočeský	zá-pad-o-čes-k-ý
žalářní	žal-ář-n-í
bánit	bán-i-t
uzávorkovat	u-zá-vor-k-ova-t
neopírá	ne-o-pír-á
duchovního	duch-ovn-ího
sporu	s-por-u
hledaný	hled-a-n-ý
inflace	in-fl-ac-e
prolítnout	pro-lít-nou-t
skupinami	s-kup-in-ami
přeprat	pře-pr-a-t
borka	bor-k-a
okounět	okoun-ě-t
doufati	douf-a-ti
paravýcvik	para-vý-cvik
buzerplac	buzer-plac
dopomoci	do-po-moc-i
trickl	trickl
laureát	laureát
škrtit	škrt-i-t
rašelinit	rašelin-i-t
zvětrat	z-větr-a-t
spoluprodukovat	spolu-pro-duk-ova-t
malovávat	mal-ová-v-a-t
potencovat	pot-enc-ova-t
rozvívat	roz-ví-v-a-t
povyrážet	po-vy-ráž-e-t
zapátrat	za-pátr-a-t
námořní	ná-moř-n-í
odprošovat	od-proš-ova-t
ostrov	ostrov
objektivním	ob-jekt-iv-n-ím
zapůsobit	za-pů-sob-i-t
zaprsknout	za-prsk-nou-t
hercna	hercn-a
pozamykat	po-za-myk-a-t
vídně	vídn-ě
bolavět	bol-av-ě-t
přičuchnout	při-čuch-nou-t
hektografovat	hekto-graf-ova-t
přešlapávat	pře-šlap-á-v-a-t
ledovět	led-ov-ě-t
povyhrnout	po-vy-hrn-ou-t
zalíčit	za-líč-i-t
lpíme	lp-í-me
vrása	vrás-a
zmotivovat	z-mot-iv-ova-t
výdělečných	vý-děl-eč-n-ých
podnikatelskou	pod-nik-a-tel-sk-ou
vyplívat	vy-plí-v-a-t
rozezpíval	roze-z-pí-v-a-l
zastává	za-stá-v-á
licenci	licenc-i
strhovat	s-trh-ova-t
sádlo	sádl-o
nemilují	ne-mil-uj-í
allen	allen
generaci	gener-ac-i
poškozenému	po-škoz-en-ému
vodítku	vod-í-tk-u
zprůmyslňovat	z-prů-mysl-ň-ova-t
zastřeleného	za-střel-en-ého
vaříme	vař-í-me
trpké	trp-k-é
transakci	trans-akc-i
biochemie	bio-chem-i-e
jasnozření	jasn-o-zř-e-n-í
podcházet	pod-cház-e-t
uživatelů	u-ži-v-a-tel-ů
odepínat	ode-pín-a-t
příčku	příč-k-u
čechova	čechov-a
odčinit	od-čin-i-t
oslabuje	o-slab-uje
vochlovat	vochl-ova-t
štráf	štráf
vynalézati	vy-na-léz-a-ti
čovka	čovk-a
zaflámovat	za-flám-ova-t
připlétat	při-plét-a-t
přeházet	pře-ház-e-t
pěkně	pěkn-ě
napomínat	na-po-mín-a-t
píárko	píárk-o
budu	bud-u
držák	držák
jakže	jak-že
leduprostý	led-u-prost-ý
dosahující	do-sah-uj-íc-í
autodráha	aut-o-dráh-a
jaký	jak-ý
floka	flok-a
diplomovat	diplom-ova-t
šilhat	šilh-a-t
sládnout	slád-nou-t
hrazda	hrazd-a
účelněji	ú-čel-n-ěji
zbělavět	z-běl-av-ě-t
ropovodných	rop-o-vod-n-ých
svírka	svírk-a
typu	typ-u
slavnostním	slav-n-ost-n-ím
spolupracují	spolu-prac-uj-í
forte	fort-e
říkali	řík-a-l-i
kuchat	kuch-a-t
saúdskoarabská	saúd-sk-o-arab-sk-á
pokácet	po-kác-e-t
jímat	jím-a-t
nožičkách	nož-ičk-ách
libovůli	lib-o-vůl-i
remizovat	re-miz-ova-t
znalost	zn-a-l-ost
zmítání	z-mít-á-n-í
splněna	s-pln-ěn-a
prokonzultovat	pro-kon-zult-ova-t
mnohonárodní	mnoh-o-ná-rod-n-í
vyšupat	vy-šup-a-t
ctěnou	ct-ěn-ou
uvidíte	u-vid-í-te
jimi	j-imi
smrkat	s-mrk-a-t
rekognoskovat	re-ko-gnosk-ova-t
zafičet	za-fič-e-t
pěst	pěst
děčín	děčín
slezsko	slez-sk-o
rozflákanej	roz-flák-a-n-ej
dvojný	dvojn-ý
počestný	po-čest-n-ý
kapacitu	kapacit-u
shodovat	s-hod-ova-t
jihosrbský	jih-o-srb-sk-ý
liduprázdný	lid-u-prázdn-ý
vyřizovat	vy-řiz-ova-t
buduje	bud-uje
zostuzovat	z-o-stuz-ova-t
výsknout	výsk-nou-t
ohrabovat	o-hrab-ova-t
doříkávat	do-řík-á-v-a-t
novovlnných	nov-o-vln-n-ých
připomíná	při-po-mín-á
telefonního	tele-fon-n-ího
zasólovat	za-sól-ova-t
nadletět	nad-let-ě-t
pomilovat	po-mil-ova-t
vysedět	vy-sed-ě-t
mříže	mříž-e
převychovávat	pře-vy-chov-á-v-a-t
zlozvyky	zl-o-z-vyk-y
krádež	krád-ež
čtrnáctka	čtrnáctk-a
vlítávat	v-lít-á-v-a-t
sáhovat	sáh-ova-t
