parent	child	posPC	genderPC	aspectPC	same_start	1gram_Parent_start	2gram_Parent_start	3gram_Parent_start	4gram_Parent_start	5gram_Parent_start	6gram_Parent_start	1gram_Child_start	2gram_Child_start	3gram_Child_start	4gram_Child_start	5gram_Child_start	6gram_Child_start	6gram_Parent_end	5gram_Parent_end	4gram_Parent_end	3gram_Parent_end	2gram_Parent_end	1gram_Parent_end	6gram_Child_end	5gram_Child_end	4gram_Child_end	3gram_Child_end	2gram_Child_end	1gram_Child_end	label
nálada	náladička	NN	FF	--	1	n	ná	nál	nála	nálad	nálada	n	ná	nál	nála	nálad	náladi	nálada	álada	lada	ada	da	a	adička	dička	ička	čka	ka	a	zdrob.
naladit	nalaďovat	VV	--	PI	1	n	na	nal	nala	nalad	naladi	n	na	nal	nala	nalaď	nalaďo	aladit	ladit	adit	dit	it	t	aďovat	ďovat	ovat	vat	at	t	ned.
nalepit	nalepovat	VV	--	PI	1	n	na	nal	nale	nalep	nalepi	n	na	nal	nale	nalep	nalepo	alepit	lepit	epit	pit	it	t	epovat	povat	ovat	vat	at	t	ned.
naleptat	naleptávat	VV	--	PI	1	n	na	nal	nale	nalep	nalept	n	na	nal	nale	nalep	nalept	leptat	eptat	ptat	tat	at	t	ptávat	távat	ávat	vat	at	t	ned.
nalézat	nalézávat	VV	--	I-	1	n	na	nal	nalé	naléz	naléza	n	na	nal	nalé	naléz	nalézá	alézat	lézat	ézat	zat	at	t	ézávat	závat	ávat	vat	at	t	nás.
nálezce	nálezkyně	NN	MF	--	1	n	ná	nál	nále	nález	nálezc	n	ná	nál	nále	nález	nálezk	álezce	lezce	ezce	zce	ce	e	ezkyně	zkyně	kyně	yně	ně	ě	přech.
nalezenec	nalezeneček	NN	MM	--	1	n	na	nal	nale	nalez	naleze	n	na	nal	nale	nalez	naleze	ezenec	zenec	enec	nec	ec	c	eneček	neček	eček	ček	ek	k	zdrob.
nalhat	nalhávat	VV	--	PI	1	n	na	nal	nalh	nalha	nalhat	n	na	nal	nalh	nalhá	nalháv	nalhat	alhat	lhat	hat	at	t	lhávat	hávat	ávat	vat	at	t	ned.
nalodit	naloďovat	VV	--	PI	1	n	na	nal	nalo	nalod	nalodi	n	na	nal	nalo	naloď	naloďo	alodit	lodit	odit	dit	it	t	oďovat	ďovat	ovat	vat	at	t	ned.
Nalžovanka	Nalžovančin	NA	F-	--	1	N	Na	Nal	Nalž	Nalžo	Nalžov	N	Na	Nal	Nalž	Nalžo	Nalžov	ovanka	vanka	anka	nka	ka	a	vančin	ančin	nčin	čin	in	n	poses.
namáhat	namáhávat	VV	--	I-	1	n	na	nam	namá	namáh	namáha	n	na	nam	namá	namáh	namáhá	amáhat	máhat	áhat	hat	at	t	áhávat	hávat	ávat	vat	at	t	nás.
namalovat	namalovávat	VV	--	P-	1	n	na	nam	nama	namal	namalo	n	na	nam	nama	namal	namalo	alovat	lovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
namazat	namazávat	VV	--	PI	1	n	na	nam	nama	namaz	namaza	n	na	nam	nama	namaz	namazá	amazat	mazat	azat	zat	at	t	azávat	závat	ávat	vat	at	t	ned.
naměklý	naměklost	AN	IF	--	1	n	na	nam	namě	naměk	naměkl	n	na	nam	namě	naměk	naměkl	aměklý	měklý	ěklý	klý	lý	ý	ěklost	klost	lost	ost	st	t	podst.
náměsíčný	náměsíčnost	AN	IF	--	1	n	ná	nám	námě	náměs	náměsí	n	ná	nám	námě	náměs	náměsí	ěsíčný	síčný	íčný	čný	ný	ý	íčnost	čnost	nost	ost	st	t	podst.
náměstí	náměstíčko	NN	NN	--	1	n	ná	nám	námě	náměs	náměst	n	ná	nám	námě	náměs	náměst	áměstí	městí	ěstí	stí	tí	í	stíčko	tíčko	íčko	čko	ko	o	zdrob.
naměstnat	naměstnávat	VV	--	P-	1	n	na	nam	namě	naměs	naměst	n	na	nam	namě	naměs	naměst	ěstnat	stnat	tnat	nat	at	t	tnávat	návat	ávat	vat	at	t	ned.
námeznice	námezničin	NA	F-	--	1	n	ná	nám	náme	námez	námezn	n	ná	nám	náme	námez	námezn	eznice	znice	nice	ice	ce	e	zničin	ničin	ičin	čin	in	n	poses.
namíchaný	namíchanost	AN	IF	--	1	n	na	nam	namí	namíc	namích	n	na	nam	namí	namíc	namích	íchaný	chaný	haný	aný	ný	ý	hanost	anost	nost	ost	st	t	podst.
namíchat	namíchávat	VV	--	PI	1	n	na	nam	namí	namíc	namích	n	na	nam	namí	namíc	namích	míchat	íchat	chat	hat	at	t	chávat	hávat	ávat	vat	at	t	ned.
namítat	namítávat	VV	--	I-	1	n	na	nam	namí	namít	namíta	n	na	nam	namí	namít	namítá	amítat	mítat	ítat	tat	at	t	ítávat	távat	ávat	vat	at	t	nás.
namítat	namítnout	VV	--	IP	1	n	na	nam	namí	namít	namíta	n	na	nam	namí	namít	namítn	amítat	mítat	ítat	tat	at	t	ítnout	tnout	nout	out	ut	t	dok.
namlouvač	namlouvačka	NN	MF	--	1	n	na	nam	naml	namlo	namlou	n	na	nam	naml	namlo	namlou	louvač	ouvač	uvač	vač	ač	č	uvačka	vačka	ačka	čka	ka	a	přech.
namlouvání	namlouváníčko	NN	NN	--	1	n	na	nam	naml	namlo	namlou	n	na	nam	naml	namlo	namlou	ouvání	uvání	vání	ání	ní	í	áníčko	níčko	íčko	čko	ko	o	zdrob.
namlsat	namlsávat	VV	--	P-	1	n	na	nam	naml	namls	namlsa	n	na	nam	naml	namls	namlsá	amlsat	mlsat	lsat	sat	at	t	lsávat	sávat	ávat	vat	at	t	ned.
namontovat	namontovávat	VV	--	P-	1	n	na	nam	namo	namon	namont	n	na	nam	namo	namon	namont	ntovat	tovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
námořnice	námořničin	NA	F-	--	1	n	ná	nám	námo	námoř	námořn	n	ná	nám	námo	námoř	námořn	ořnice	řnice	nice	ice	ce	e	řničin	ničin	ičin	čin	in	n	poses.
námořník	námořníček	NN	MM	--	1	n	ná	nám	námo	námoř	námořn	n	ná	nám	námo	námoř	námořn	mořník	ořník	řník	ník	ík	k	řníček	níček	íček	ček	ek	k	zdrob.
namotat	namotávat	VV	--	PI	1	n	na	nam	namo	namot	namota	n	na	nam	namo	namot	namotá	amotat	motat	otat	tat	at	t	otávat	távat	ávat	vat	at	t	ned.
nanést	nanášet	VV	--	PI	1	n	na	nan	nané	nanés	nanést	n	na	nan	naná	nanáš	nanáše	nanést	anést	nést	ést	st	t	anášet	nášet	ášet	šet	et	t	ned.
naočkovat	naočkovávat	VV	--	PI	1	n	na	nao	naoč	naočk	naočko	n	na	nao	naoč	naočk	naočko	čkovat	kovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
Naoko	Naočin	NA	--	--	1	N	Na	Nao	Naok	Naoko	-	N	Na	Nao	Naoč	Naoči	Naočin	-	Naoko	aoko	oko	ko	o	Naočin	aočin	očin	čin	in	n	poses.
naorat	naorávat	VV	--	P-	1	n	na	nao	naor	naora	naorat	n	na	nao	naor	naorá	naoráv	naorat	aorat	orat	rat	at	t	orávat	rávat	ávat	vat	at	t	ned.
naostřit	naostřovat	VV	--	PI	1	n	na	nao	naos	naost	naostř	n	na	nao	naos	naost	naostř	ostřit	střit	třit	řit	it	t	třovat	řovat	ovat	vat	at	t	ned.
napadat	napadávat	VV	--	II	1	n	na	nap	napa	napad	napada	n	na	nap	napa	napad	napadá	apadat	padat	adat	dat	at	t	adávat	dávat	ávat	vat	at	t	nás.
nápad	nápadek	NN	II	--	1	n	ná	náp	nápa	nápad	-	n	ná	náp	nápa	nápad	nápade	-	nápad	ápad	pad	ad	d	ápadek	padek	adek	dek	ek	k	zdrob.
napařit	napařovat	VV	--	PI	1	n	na	nap	napa	napař	napaři	n	na	nap	napa	napař	napařo	apařit	pařit	ařit	řit	it	t	ařovat	řovat	ovat	vat	at	t	ned.
nápěv	nápěvek	NN	II	--	1	n	ná	náp	nápě	nápěv	-	n	ná	náp	nápě	nápěv	nápěve	-	nápěv	ápěv	pěv	ěv	v	ápěvek	pěvek	ěvek	vek	ek	k	zdrob.
napíchat	napíchávat	VV	--	PI	1	n	na	nap	napí	napíc	napích	n	na	nap	napí	napíc	napích	píchat	íchat	chat	hat	at	t	chávat	hávat	ávat	vat	at	t	ned.
nápis	nápisek	NN	II	--	1	n	ná	náp	nápi	nápis	-	n	ná	náp	nápi	nápis	nápise	-	nápis	ápis	pis	is	s	ápisek	pisek	isek	sek	ek	k	zdrob.
naplavit	naplavovat	VV	--	PI	1	n	na	nap	napl	napla	naplav	n	na	nap	napl	napla	naplav	plavit	lavit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ned.
naplést	naplétat	VV	--	PI	1	n	na	nap	napl	naplé	naplés	n	na	nap	napl	naplé	naplét	aplést	plést	lést	ést	st	t	plétat	létat	état	tat	at	t	ned.
naplnit	naplňovat	VV	--	PI	1	n	na	nap	napl	napln	naplni	n	na	nap	napl	naplň	naplňo	aplnit	plnit	lnit	nit	it	t	lňovat	ňovat	ovat	vat	at	t	ned.
napnout	napínat	VV	--	PI	1	n	na	nap	napn	napno	napnou	n	na	nap	napí	napín	napína	apnout	pnout	nout	out	ut	t	apínat	pínat	ínat	nat	at	t	ned.
napočítat	napočítávat	VV	--	PI	1	n	na	nap	napo	napoč	napočí	n	na	nap	napo	napoč	napočí	očítat	čítat	ítat	tat	at	t	ítávat	távat	ávat	vat	at	t	ned.
napodobitel	napodobitelka	NN	MF	--	1	n	na	nap	napo	napod	napodo	n	na	nap	napo	napod	napodo	obitel	bitel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	přech.
napodobitel	napodobitelův	NA	M-	--	1	n	na	nap	napo	napod	napodo	n	na	nap	napo	napod	napodo	obitel	bitel	itel	tel	el	l	itelův	telův	elův	lův	ův	v	poses.
napodobovačka	napodobovaččin	NA	F-	--	1	n	na	nap	napo	napod	napodo	n	na	nap	napo	napod	napodo	ovačka	vačka	ačka	čka	ka	a	vaččin	aččin	ččin	čin	in	n	poses.
napojit	napojovat	VV	--	PI	1	n	na	nap	napo	napoj	napoji	n	na	nap	napo	napoj	napojo	apojit	pojit	ojit	jit	it	t	ojovat	jovat	ovat	vat	at	t	ned.
napomáhat	napomáhávat	VV	--	I-	1	n	na	nap	napo	napom	napomá	n	na	nap	napo	napom	napomá	omáhat	máhat	áhat	hat	at	t	áhávat	hávat	ávat	vat	at	t	nás.
napomínat	napomínávat	VV	--	I-	1	n	na	nap	napo	napom	napomí	n	na	nap	napo	napom	napomí	omínat	mínat	ínat	nat	at	t	ínávat	návat	ávat	vat	at	t	nás.
napovídat	napovídávat	VV	--	B-	1	n	na	nap	napo	napov	napoví	n	na	nap	napo	napov	napoví	ovídat	vídat	ídat	dat	at	t	ídávat	dávat	ávat	vat	at	t	nás.
napracovat	napracovávat	VV	--	P-	1	n	na	nap	napr	napra	naprac	n	na	nap	napr	napra	naprac	acovat	covat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ned.
napřáhnout	napřahovat	VV	--	PI	1	n	na	nap	např	napřá	napřáh	n	na	nap	např	napřa	napřah	áhnout	hnout	nout	out	ut	t	ahovat	hovat	ovat	vat	at	t	ned.
napravit	napravovat	VV	--	PI	1	n	na	nap	napr	napra	naprav	n	na	nap	napr	napra	naprav	pravit	ravit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ned.
napravovatel	napravovatelka	NN	MF	--	1	n	na	nap	napr	napra	naprav	n	na	nap	napr	napra	naprav	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
napřímit	napřimovat	VV	--	PI	1	n	na	nap	např	napří	napřím	n	na	nap	např	napři	napřim	přímit	římit	ímit	mit	it	t	imovat	movat	ovat	vat	at	t	ned.
napřít	napírat	VV	--	PI	1	n	na	nap	např	napří	napřít	n	na	nap	napí	napír	napíra	napřít	apřít	přít	řít	ít	t	apírat	pírat	írat	rat	at	t	ned.
nářadí	nářadíčko	NN	NN	--	1	n	ná	nář	nářa	nářad	nářadí	n	ná	nář	nářa	nářad	nářadí	nářadí	ářadí	řadí	adí	dí	í	adíčko	díčko	íčko	čko	ko	o	zdrob.
náramný	náramnost	AN	MF	--	1	n	ná	nár	nára	náram	náramn	n	ná	nár	nára	náram	náramn	áramný	ramný	amný	mný	ný	ý	amnost	mnost	nost	ost	st	t	podst.
Narayan	Narayanův	NA	M-	--	1	N	Na	Nar	Nara	Naray	Naraya	N	Na	Nar	Nara	Naray	Naraya	arayan	rayan	ayan	yan	an	n	ayanův	yanův	anův	nův	ův	v	poses.
narážet	narážívat	VV	--	I-	1	n	na	nar	nará	naráž	naráže	n	na	nar	nará	naráž	naráží	arážet	rážet	ážet	žet	et	t	ážívat	žívat	ívat	vat	at	t	nás.
nárazník	nárazníček	NN	II	--	1	n	ná	nár	nára	náraz	nárazn	n	ná	nár	nára	náraz	nárazn	razník	azník	zník	ník	ík	k	zníček	níček	íček	ček	ek	k	zdrob.
nařezat	nařezávat	VV	--	PI	1	n	na	nař	naře	nařez	nařeza	n	na	nař	naře	nařez	nařezá	ařezat	řezat	ezat	zat	at	t	ezávat	závat	ávat	vat	at	t	ned.
nařídit	nařizovat	VV	--	PI	1	n	na	nař	naří	naříd	nařídi	n	na	nař	naři	nařiz	nařizo	ařídit	řídit	ídit	dit	it	t	izovat	zovat	ovat	vat	at	t	ned.
naříkač	naříkačka	NN	MF	--	1	n	na	nař	naří	nařík	naříka	n	na	nař	naří	nařík	naříka	aříkač	říkač	íkač	kač	ač	č	íkačka	kačka	ačka	čka	ka	a	přech.
naříkat	naříkávat	VV	--	BI	1	n	na	nař	naří	nařík	naříka	n	na	nař	naří	nařík	naříká	aříkat	říkat	íkat	kat	at	t	íkávat	kávat	ávat	vat	at	t	nás.
naříkavý	naříkavost	AN	IF	--	1	n	na	nař	naří	nařík	naříka	n	na	nař	naří	nařík	naříka	říkavý	íkavý	kavý	avý	vý	ý	kavost	avost	vost	ost	st	t	podst.
narovnat	narovnávat	VV	--	PI	1	n	na	nar	naro	narov	narovn	n	na	nar	naro	narov	narovn	rovnat	ovnat	vnat	nat	at	t	vnávat	návat	ávat	vat	at	t	ned.
narušit	narušovat	VV	--	PI	1	n	na	nar	naru	naruš	naruši	n	na	nar	naru	naruš	narušo	arušit	rušit	ušit	šit	it	t	ušovat	šovat	ovat	vat	at	t	ned.
narůst	narůstat	VV	--	PI	1	n	na	nar	narů	narůs	narůst	n	na	nar	narů	narůs	narůst	narůst	arůst	růst	ůst	st	t	růstat	ůstat	stat	tat	at	t	ned.
náruživec	náruživka	NN	MF	--	1	n	ná	nár	náru	náruž	náruži	n	ná	nár	náru	náruž	náruži	uživec	živec	ivec	vec	ec	c	uživka	živka	ivka	vka	ka	a	přech.
náruživka	náruživčin	NA	F-	--	1	n	ná	nár	náru	náruž	náruži	n	ná	nár	náru	náruž	náruži	uživka	živka	ivka	vka	ka	a	živčin	ivčin	včin	čin	in	n	poses.
násada	násadka	NN	FF	--	1	n	ná	nás	nása	násad	násada	n	ná	nás	nása	násad	násadk	násada	ásada	sada	ada	da	a	ásadka	sadka	adka	dka	ka	a	zdrob.
nasadit	nasazovat	VV	--	PI	1	n	na	nas	nasa	nasad	nasadi	n	na	nas	nasa	nasaz	nasazo	asadit	sadit	adit	dit	it	t	azovat	zovat	ovat	vat	at	t	ned.
nasáknout	nasakovat	VV	--	PI	1	n	na	nas	nasá	nasák	nasákn	n	na	nas	nasa	nasak	nasako	áknout	knout	nout	out	ut	t	akovat	kovat	ovat	vat	at	t	ned.
nasát	nasávat	VV	--	PI	1	n	na	nas	nasá	nasát	-	n	na	nas	nasá	nasáv	nasáva	-	nasát	asát	sát	át	t	asávat	sávat	ávat	vat	at	t	ned.
nasedat	nasedávat	VV	--	II	1	n	na	nas	nase	nased	naseda	n	na	nas	nase	nased	nasedá	asedat	sedat	edat	dat	at	t	edávat	dávat	ávat	vat	at	t	nás.
našeptat	našeptávat	VV	--	PI	1	n	na	naš	naše	našep	našept	n	na	naš	naše	našep	našept	šeptat	eptat	ptat	tat	at	t	ptávat	távat	ávat	vat	at	t	ned.
našeptávač	našeptávačka	NN	MF	--	1	n	na	naš	naše	našep	našept	n	na	naš	naše	našep	našept	ptávač	távač	ávač	vač	ač	č	ávačka	vačka	ačka	čka	ka	a	přech.
nashromáždit	nashromažďovat	VV	--	PI	1	n	na	nas	nash	nashr	nashro	n	na	nas	nash	nashr	nashro	máždit	áždit	ždit	dit	it	t	žďovat	ďovat	ovat	vat	at	t	ned.
nasít	nasévat	VV	--	P-	1	n	na	nas	nasí	nasít	-	n	na	nas	nasé	nasév	naséva	-	nasít	asít	sít	ít	t	asévat	sévat	évat	vat	at	t	ned.
nasít	nasívat	VV	--	P-	1	n	na	nas	nasí	nasít	-	n	na	nas	nasí	nasív	nasíva	-	nasít	asít	sít	ít	t	asívat	sívat	ívat	vat	at	t	ned.
našít	našívat	VV	--	PI	1	n	na	naš	naší	našít	-	n	na	naš	naší	našív	našíva	-	našít	ašít	šít	ít	t	ašívat	šívat	ívat	vat	at	t	ned.
naškrobený	naškrobenost	AN	IF	--	1	n	na	naš	našk	naškr	naškro	n	na	naš	našk	naškr	naškro	robený	obený	bený	ený	ný	ý	benost	enost	nost	ost	st	t	podst.
naškrobit	naškrobovat	VV	--	P-	1	n	na	naš	našk	naškr	naškro	n	na	naš	našk	naškr	naškro	krobit	robit	obit	bit	it	t	obovat	bovat	ovat	vat	at	t	ned.
následník	následníček	NN	MM	--	1	n	ná	nás	násl	násle	násled	n	ná	nás	násl	násle	násled	ledník	edník	dník	ník	ík	k	dníček	níček	íček	ček	ek	k	zdrob.
následovatel	následovatelka	NN	MF	--	1	n	ná	nás	násl	násle	násled	n	ná	nás	násl	násle	násled	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
následovat	následovávat	VV	--	I-	1	n	ná	nás	násl	násle	násled	n	ná	nás	násl	násle	násled	edovat	dovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
následovkyně	následovkynin	NA	F-	--	1	n	ná	nás	násl	násle	násled	n	ná	nás	násl	násle	násled	ovkyně	vkyně	kyně	yně	ně	ě	vkynin	kynin	ynin	nin	in	n	poses.
naslouchatel	naslouchatelka	NN	MF	--	1	n	na	nas	nasl	naslo	naslou	n	na	nas	nasl	naslo	naslou	chatel	hatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	přech.
naslouchat	naslouchávat	VV	--	II	1	n	na	nas	nasl	naslo	naslou	n	na	nas	nasl	naslo	naslou	ouchat	uchat	chat	hat	at	t	chávat	hávat	ávat	vat	at	t	nás.
nasloužit	nasluhovat	VV	--	PI	1	n	na	nas	nasl	naslo	naslou	n	na	nas	nasl	naslu	nasluh	loužit	oužit	užit	žit	it	t	uhovat	hovat	ovat	vat	at	t	ned.
násobitelka	násobitelčin	NA	F-	--	1	n	ná	nás	náso	násob	násobi	n	ná	nás	náso	násob	násobi	itelka	telka	elka	lka	ka	a	telčin	elčin	lčin	čin	in	n	poses.
násobit	násobívat	VV	--	I-	1	n	ná	nás	náso	násob	násobi	n	ná	nás	náso	násob	násobí	ásobit	sobit	obit	bit	it	t	obívat	bívat	ívat	vat	at	t	nás.
nasolit	nasolovat	VV	--	PI	1	n	na	nas	naso	nasol	nasoli	n	na	nas	naso	nasol	nasolo	asolit	solit	olit	lit	it	t	olovat	lovat	ovat	vat	at	t	ned.
Naso	Nasův	NA	N-	--	1	N	Na	Nas	Naso	-	-	N	Na	Nas	Nasů	Nasův	-	-	-	Naso	aso	so	o	-	Nasův	asův	sův	ův	v	poses.
nastat	nastávat	VV	--	PI	1	n	na	nas	nast	nasta	nastat	n	na	nas	nast	nastá	nastáv	nastat	astat	stat	tat	at	t	stávat	távat	ávat	vat	at	t	ned.
nastavit	nastavovat	VV	--	PI	1	n	na	nas	nast	nasta	nastav	n	na	nas	nast	nasta	nastav	stavit	tavit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ned.
Nastic	Nasticův	NA	M-	--	1	N	Na	Nas	Nast	Nasti	Nastic	N	Na	Nas	Nast	Nasti	Nastic	Nastic	astic	stic	tic	ic	c	sticův	ticův	icův	cův	ův	v	poses.
nastínit	nastiňovat	VV	--	PI	1	n	na	nas	nast	nastí	nastín	n	na	nas	nast	nasti	nastiň	stínit	tínit	ínit	nit	it	t	iňovat	ňovat	ovat	vat	at	t	ned.
naštípnout	naštipovat	VV	--	P-	1	n	na	naš	našt	naští	naštíp	n	na	naš	našt	našti	naštip	ípnout	pnout	nout	out	ut	t	ipovat	povat	ovat	vat	at	t	ned.
nastolit	nastolovat	VV	--	PI	1	n	na	nas	nast	nasto	nastol	n	na	nas	nast	nasto	nastol	stolit	tolit	olit	lit	it	t	olovat	lovat	ovat	vat	at	t	ned.
nastřádat	nastřádávat	VV	--	P-	1	n	na	nas	nast	nastř	nastřá	n	na	nas	nast	nastř	nastřá	třádat	řádat	ádat	dat	at	t	ádávat	dávat	ávat	vat	at	t	ned.
nastražit	nastražovat	VV	--	PI	1	n	na	nas	nast	nastr	nastra	n	na	nas	nast	nastr	nastra	tražit	ražit	ažit	žit	it	t	ažovat	žovat	ovat	vat	at	t	ned.
nastrčit	nastrkovat	VV	--	PI	1	n	na	nas	nast	nastr	nastrč	n	na	nas	nast	nastr	nastrk	strčit	trčit	rčit	čit	it	t	rkovat	kovat	ovat	vat	at	t	ned.
nastřelit	nastřelovat	VV	--	PI	1	n	na	nas	nast	nastř	nastře	n	na	nas	nast	nastř	nastře	třelit	řelit	elit	lit	it	t	elovat	lovat	ovat	vat	at	t	ned.
nastřihnout	nastřihovat	VV	--	P-	1	n	na	nas	nast	nastř	nastři	n	na	nas	nast	nastř	nastři	ihnout	hnout	nout	out	ut	t	ihovat	hovat	ovat	vat	at	t	ned.
nastříkat	nastříkávat	VV	--	PI	1	n	na	nas	nast	nastř	nastří	n	na	nas	nast	nastř	nastří	tříkat	říkat	íkat	kat	at	t	íkávat	kávat	ávat	vat	at	t	ned.
nastříknout	nastřikovat	VV	--	P-	1	n	na	nas	nast	nastř	nastří	n	na	nas	nast	nastř	nastři	íknout	knout	nout	out	ut	t	ikovat	kovat	ovat	vat	at	t	ned.
nastrkat	nastrkávat	VV	--	PI	1	n	na	nas	nast	nastr	nastrk	n	na	nas	nast	nastr	nastrk	strkat	trkat	rkat	kat	at	t	rkávat	kávat	ávat	vat	at	t	ned.
nástrojař	nástrojařka	NN	MF	--	1	n	ná	nás	nást	nástr	nástro	n	ná	nás	nást	nástr	nástro	trojař	rojař	ojař	jař	ař	ř	ojařka	jařka	ařka	řka	ka	a	přech.
nastrojit	nastrojovat	VV	--	PI	1	n	na	nas	nast	nastr	nastro	n	na	nas	nast	nastr	nastro	trojit	rojit	ojit	jit	it	t	ojovat	jovat	ovat	vat	at	t	ned.
nástupce	nástupkyně	NN	MF	--	1	n	ná	nás	nást	nástu	nástup	n	ná	nás	nást	nástu	nástup	stupce	tupce	upce	pce	ce	e	upkyně	pkyně	kyně	yně	ně	ě	přech.
nastupovat	nastupovávat	VV	--	I-	1	n	na	nas	nast	nastu	nastup	n	na	nas	nast	nastu	nastup	upovat	povat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	nás.
naštvaný	naštvanost	AN	IF	--	1	n	na	naš	našt	naštv	naštva	n	na	naš	našt	naštv	naštva	štvaný	tvaný	vaný	aný	ný	ý	vanost	anost	nost	ost	st	t	podst.
nasunout	nasouvat	VV	--	PI	1	n	na	nas	nasu	nasun	nasuno	n	na	nas	naso	nasou	nasouv	sunout	unout	nout	out	ut	t	souvat	ouvat	uvat	vat	at	t	ned.
nasunout	nasunovat	VV	--	PI	1	n	na	nas	nasu	nasun	nasuno	n	na	nas	nasu	nasun	nasuno	sunout	unout	nout	out	ut	t	unovat	novat	ovat	vat	at	t	ned.
nasvědčit	nasvědčovat	VV	--	-I	1	n	na	nas	nasv	nasvě	nasvěd	n	na	nas	nasv	nasvě	nasvěd	vědčit	ědčit	dčit	čit	it	t	dčovat	čovat	ovat	vat	at	t	ned.
nasytit	nasycovat	VV	--	PI	1	n	na	nas	nasy	nasyt	nasyti	n	na	nas	nasy	nasyc	nasyco	asytit	sytit	ytit	tit	it	t	ycovat	covat	ovat	vat	at	t	ned.
natáhnout	natahovat	VV	--	PI	1	n	na	nat	natá	natáh	natáhn	n	na	nat	nata	natah	nataho	áhnout	hnout	nout	out	ut	t	ahovat	hovat	ovat	vat	at	t	ned.
Nataša	Natašin	NA	F-	--	1	N	Na	Nat	Nata	Nataš	Nataša	N	Na	Nat	Nata	Nataš	Nataši	Nataša	ataša	taša	aša	ša	a	atašin	tašin	ašin	šin	in	n	poses.
Nataša	Nataška	NN	FF	--	1	N	Na	Nat	Nata	Nataš	Nataša	N	Na	Nat	Nata	Nataš	Natašk	Nataša	ataša	taša	aša	ša	a	ataška	taška	aška	ška	ka	a	zdrob.
natavit	natavovat	VV	--	PI	1	n	na	nat	nata	natav	natavi	n	na	nat	nata	natav	natavo	atavit	tavit	avit	vit	it	t	avovat	vovat	ovat	vat	at	t	ned.
natéci	natékat	VV	--	PI	1	n	na	nat	naté	natéc	natéci	n	na	nat	naté	naték	natéka	natéci	atéci	téci	éci	ci	i	atékat	tékat	ékat	kat	at	t	ned.
nátělník	nátělníček	NN	II	--	1	n	ná	nát	nátě	nátěl	nátěln	n	ná	nát	nátě	nátěl	nátěln	tělník	ělník	lník	ník	ík	k	lníček	níček	íček	ček	ek	k	zdrob.
natěrač	natěračka	NN	MF	--	1	n	na	nat	natě	natěr	natěra	n	na	nat	natě	natěr	natěra	atěrač	těrač	ěrač	rač	ač	č	ěračka	račka	ačka	čka	ka	a	přech.
natírat	natírávat	VV	--	I-	1	n	na	nat	natí	natír	natíra	n	na	nat	natí	natír	natírá	atírat	tírat	írat	rat	at	t	írávat	rávat	ávat	vat	at	t	nás.
natlačit	natlačovat	VV	--	PI	1	n	na	nat	natl	natla	natlač	n	na	nat	natl	natla	natlač	tlačit	lačit	ačit	čit	it	t	ačovat	čovat	ovat	vat	at	t	ned.
natnout	natínat	VV	--	P-	1	n	na	nat	natn	natno	natnou	n	na	nat	natí	natín	natína	atnout	tnout	nout	out	ut	t	atínat	tínat	ínat	nat	at	t	ned.
natřást	natřásat	VV	--	PI	1	n	na	nat	natř	natřá	natřás	n	na	nat	natř	natřá	natřás	atřást	třást	řást	ást	st	t	třásat	řásat	ásat	sat	at	t	ned.
natřepat	natřepávat	VV	--	PI	1	n	na	nat	natř	natře	natřep	n	na	nat	natř	natře	natřep	třepat	řepat	epat	pat	at	t	epávat	pávat	ávat	vat	at	t	ned.
natrhat	natrhávat	VV	--	PI	1	n	na	nat	natr	natrh	natrha	n	na	nat	natr	natrh	natrhá	atrhat	trhat	rhat	hat	at	t	rhávat	hávat	ávat	vat	at	t	ned.
natrhnout	natrhovat	VV	--	P-	1	n	na	nat	natr	natrh	natrhn	n	na	nat	natr	natrh	natrho	rhnout	hnout	nout	out	ut	t	rhovat	hovat	ovat	vat	at	t	ned.
natvrdlý	natvrdlost	AN	FF	--	1	n	na	nat	natv	natvr	natvrd	n	na	nat	natv	natvr	natvrd	tvrdlý	vrdlý	rdlý	dlý	lý	ý	rdlost	dlost	lost	ost	st	t	podst.
náušnice	náušnička	NN	FF	--	1	n	ná	náu	náuš	náušn	náušni	n	ná	náu	náuš	náušn	náušni	ušnice	šnice	nice	ice	ce	e	šnička	nička	ička	čka	ka	a	zdrob.
Navaro	Navarův	NA	N-	--	1	N	Na	Nav	Nava	Navar	Navaro	N	Na	Nav	Nava	Navar	Navarů	Navaro	avaro	varo	aro	ro	o	avarův	varův	arův	rův	ův	v	poses.
