parent	child	pos_P	pos_C	gender_P	gender_C	aspect_P	aspect_C	poses_P	poses_C	same_start	same_end	one_gram_P_start	two_gram_P_start	three_gram_P_start	four_gram_P_start	five_gram_P_start	six_gram_P_start	one_gram_C_start	two_gram_C_start	three_gram_C_start	four_gram_C_start	five_gram_C_start	six_gram_C_start	six_gram_P_end	five_gram_P_end	four_gram_P_end	three_gram_P_end	two_gram_P_end	one_gram_P_end	six_gram_C_end	five_gram_C_end	four_gram_C_end	three_gram_C_end	two_gram_C_end	one_gram_C_end	label
brnieřka	brnieřčin	N	A	F	NA	NA	NA	0	1	1	0	b	br	brn	brni	brnie	brnieř	b	br	brn	brni	brnie	brnieř	nieřka	ieřka	eřka	řka	ka	a	ieřčin	eřčin	řčin	čin	in	n	POSSESSIVE
brnkat	brnkávat	V	V	NA	NA	I	I	0	0	1	1	b	br	brn	brnk	brnka	brnkat	b	br	brn	brnk	brnká	brnkáv	brnkat	rnkat	nkat	kat	at	t	nkávat	kávat	ávat	vat	at	t	ITERATIVE
Brocc	Broccův	N	A	M	NA	NA	NA	0	1	1	0	B	Br	Bro	Broc	Brocc	NA	B	Br	Bro	Broc	Brocc	Brocců	NA	Brocc	rocc	occ	cc	c	roccův	occův	ccův	cův	ův	v	POSSESSIVE
brodit	brodívat	V	V	NA	NA	I	I	0	0	1	1	b	br	bro	brod	brodi	brodit	b	br	bro	brod	brodí	brodív	brodit	rodit	odit	dit	it	t	odívat	dívat	ívat	vat	at	t	ITERATIVE
Broďulka	Broďulčin	N	A	F	NA	NA	NA	0	1	1	0	B	Br	Bro	Broď	Broďu	Broďul	B	Br	Bro	Broď	Broďu	Broďul	oďulka	ďulka	ulka	lka	ka	a	ďulčin	ulčin	lčin	čin	in	n	POSSESSIVE
brojitel	brojitelka	N	N	M	F	NA	NA	0	0	1	0	b	br	bro	broj	broji	brojit	b	br	bro	broj	broji	brojit	ojitel	jitel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	FEMALE
brojit	brojívat	V	V	NA	NA	I	I	0	0	1	1	b	br	bro	broj	broji	brojit	b	br	bro	broj	brojí	brojív	brojit	rojit	ojit	jit	it	t	ojívat	jívat	ívat	vat	at	t	ITERATIVE
brokerka	brokerčin	N	A	F	NA	NA	NA	0	1	1	0	b	br	bro	brok	broke	broker	b	br	bro	brok	broke	broker	okerka	kerka	erka	rka	ka	a	kerčin	erčin	rčin	čin	in	n	POSSESSIVE
brok	broček	N	N	I	I	NA	NA	0	0	1	1	b	br	bro	brok	NA	NA	b	br	bro	broč	broče	broček	NA	NA	brok	rok	ok	k	broček	roček	oček	ček	ek	k	DIMINUTIVE
Brönner	Brönnerův	N	A	M	NA	NA	NA	0	1	1	0	B	Br	Brö	Brön	Brönn	Brönne	B	Br	Brö	Brön	Brönn	Brönne	rönner	önner	nner	ner	er	r	nnerův	nerův	erův	rův	ův	v	POSSESSIVE
Bronnie	Bronniin	N	A	F	NA	NA	NA	0	1	1	0	B	Br	Bro	Bron	Bronn	Bronni	B	Br	Bro	Bron	Bronn	Bronni	ronnie	onnie	nnie	nie	ie	e	onniin	nniin	niin	iin	in	n	POSSESSIVE
broskev	broskvička	N	N	F	F	NA	NA	0	0	1	0	b	br	bro	bros	brosk	broske	b	br	bro	bros	brosk	broskv	roskev	oskev	skev	kev	ev	v	kvička	vička	ička	čka	ka	a	DIMINUTIVE
brouček	broučínek	N	N	M	M	NA	NA	0	0	1	1	b	br	bro	brou	brouč	brouče	b	br	bro	brou	brouč	broučí	rouček	ouček	uček	ček	ek	k	učínek	čínek	ínek	nek	ek	k	DIMINUTIVE
broučkařka	broučkařčin	N	A	F	NA	NA	NA	0	1	1	0	b	br	bro	brou	brouč	broučk	b	br	bro	brou	brouč	broučk	čkařka	kařka	ařka	řka	ka	a	kařčin	ařčin	řčin	čin	in	n	POSSESSIVE
brouk	brouček	N	N	M	M	NA	NA	0	0	1	1	b	br	bro	brou	brouk	NA	b	br	bro	brou	brouč	brouče	NA	brouk	rouk	ouk	uk	k	rouček	ouček	uček	ček	ek	k	DIMINUTIVE
brouzdat	brouzdávat	V	V	NA	NA	I	I	0	0	1	1	b	br	bro	brou	brouz	brouzd	b	br	bro	brou	brouz	brouzd	ouzdat	uzdat	zdat	dat	at	t	zdávat	dávat	ávat	vat	at	t	ITERATIVE
Browett	Browettův	N	A	M	NA	NA	NA	0	1	1	0	B	Br	Bro	Brow	Browe	Browet	B	Br	Bro	Brow	Browe	Browet	rowett	owett	wett	ett	tt	t	wettův	ettův	ttův	tův	ův	v	POSSESSIVE
brož	brožka	N	N	F	F	NA	NA	0	0	1	0	b	br	bro	brož	NA	NA	b	br	bro	brož	brožk	brožka	NA	NA	brož	rož	ož	ž	brožka	rožka	ožka	žka	ka	a	DIMINUTIVE
brožura	brožurka	N	N	F	F	NA	NA	0	0	1	1	b	br	bro	brož	brožu	brožur	b	br	bro	brož	brožu	brožur	rožura	ožura	žura	ura	ra	a	ožurka	žurka	urka	rka	ka	a	DIMINUTIVE
Bruback	Brubackův	N	A	M	NA	NA	NA	0	1	1	0	B	Br	Bru	Brub	Bruba	Brubac	B	Br	Bru	Brub	Bruba	Brubac	ruback	uback	back	ack	ck	k	backův	ackův	ckův	kův	ův	v	POSSESSIVE
bručet	bručívat	V	V	NA	NA	I	I	0	0	1	1	b	br	bru	bruč	bruče	bručet	b	br	bru	bruč	bručí	bručív	bručet	ručet	učet	čet	et	t	učívat	čívat	ívat	vat	at	t	ITERATIVE
Brühl	Brühlův	N	A	I	NA	NA	NA	0	1	1	0	B	Br	Brü	Brüh	Brühl	NA	B	Br	Brü	Brüh	Brühl	Brühlů	NA	Brühl	rühl	ühl	hl	l	rühlův	ühlův	hlův	lův	ův	v	POSSESSIVE
brumlalka	brumlalčin	N	A	F	NA	NA	NA	0	1	1	0	b	br	bru	brum	bruml	brumla	b	br	bru	brum	bruml	brumla	mlalka	lalka	alka	lka	ka	a	lalčin	alčin	lčin	čin	in	n	POSSESSIVE
brumlat	brumlávat	V	V	NA	NA	I	I	0	0	1	1	b	br	bru	brum	bruml	brumla	b	br	bru	brum	bruml	brumlá	rumlat	umlat	mlat	lat	at	t	mlávat	lávat	ávat	vat	at	t	ITERATIVE
brundibárka	brundibárčin	N	A	F	NA	NA	NA	0	1	1	0	b	br	bru	brun	brund	brundi	b	br	bru	brun	brund	brundi	ibárka	bárka	árka	rka	ka	a	bárčin	árčin	rčin	čin	in	n	POSSESSIVE
brunet	bruneta	N	N	M	F	NA	NA	0	0	1	0	b	br	bru	brun	brune	brunet	b	br	bru	brun	brune	brunet	brunet	runet	unet	net	et	t	runeta	uneta	neta	eta	ta	a	FEMALE
Brünn	Brünnův	N	A	M	NA	NA	NA	0	1	1	0	B	Br	Brü	Brün	Brünn	NA	B	Br	Brü	Brün	Brünn	Brünnů	NA	Brünn	rünn	ünn	nn	n	rünnův	ünnův	nnův	nův	ův	v	POSSESSIVE
brusíř	brusířka	N	N	M	F	NA	NA	0	0	1	0	b	br	bru	brus	brusí	brusíř	b	br	bru	brus	brusí	brusíř	brusíř	rusíř	usíř	síř	íř	ř	usířka	sířka	ířka	řka	ka	a	FEMALE
bruslař	bruslařka	N	N	M	F	NA	NA	0	0	1	0	b	br	bru	brus	brusl	brusla	b	br	bru	brus	brusl	brusla	ruslař	uslař	slař	lař	ař	ř	slařka	lařka	ařka	řka	ka	a	FEMALE
brusle	bruslička	N	N	F	F	NA	NA	0	0	1	0	b	br	bru	brus	brusl	brusle	b	br	bru	brus	brusl	brusli	brusle	rusle	usle	sle	le	e	slička	lička	ička	čka	ka	a	DIMINUTIVE
bruslení	brusleníčko	N	N	N	N	NA	NA	0	0	1	0	b	br	bru	brus	brusl	brusle	b	br	bru	brus	brusl	brusle	uslení	slení	lení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	DIMINUTIVE
bruslit	bruslívat	V	V	NA	NA	I	I	0	0	1	1	b	br	bru	brus	brusl	brusli	b	br	bru	brus	brusl	bruslí	ruslit	uslit	slit	lit	it	t	slívat	lívat	ívat	vat	at	t	ITERATIVE
brus	brousek	N	N	I	I	NA	NA	0	0	1	0	b	br	bru	brus	NA	NA	b	br	bro	brou	brous	brouse	NA	NA	brus	rus	us	s	rousek	ousek	usek	sek	ek	k	DIMINUTIVE
brýlařka	brýlařčin	N	A	F	NA	NA	NA	0	1	1	0	b	br	brý	brýl	brýla	brýlař	b	br	brý	brýl	brýla	brýlař	ýlařka	lařka	ařka	řka	ka	a	lařčin	ařčin	řčin	čin	in	n	POSSESSIVE
brýle	brýličky	N	N	F	F	NA	NA	0	0	1	0	b	br	brý	brýl	brýle	NA	b	br	brý	brýl	brýli	brýlič	NA	brýle	rýle	ýle	le	e	ýličky	ličky	ičky	čky	ky	y	DIMINUTIVE
bryndák	bryndáček	N	N	I	I	NA	NA	0	0	1	1	b	br	bry	bryn	brynd	bryndá	b	br	bry	bryn	brynd	bryndá	ryndák	yndák	ndák	dák	ák	k	ndáček	dáček	áček	ček	ek	k	DIMINUTIVE
bryndat	bryndávat	V	V	NA	NA	I	I	0	0	1	1	b	br	bry	bryn	brynd	brynda	b	br	bry	bryn	brynd	bryndá	ryndat	yndat	ndat	dat	at	t	ndávat	dávat	ávat	vat	at	t	ITERATIVE
Brynych	Brynychův	N	A	M	NA	NA	NA	0	1	1	0	B	Br	Bry	Bryn	Bryny	Brynyc	B	Br	Bry	Bryn	Bryny	Brynyc	rynych	ynych	nych	ych	ch	h	nychův	ychův	chův	hův	ův	v	POSSESSIVE
brzdit	brzdívat	V	V	NA	NA	I	I	0	0	1	1	b	br	brz	brzd	brzdi	brzdit	b	br	brz	brzd	brzdí	brzdív	brzdit	rzdit	zdit	dit	it	t	zdívat	dívat	ívat	vat	at	t	ITERATIVE
brzký	brzičký	A	A	NA	NA	NA	NA	0	0	1	1	b	br	brz	brzk	brzký	NA	b	br	brz	brzi	brzič	brzičk	NA	brzký	rzký	zký	ký	ý	rzičký	zičký	ičký	čký	ký	ý	DIMINUTIVE
brzlík	brzlíček	N	N	I	I	NA	NA	0	0	1	1	b	br	brz	brzl	brzlí	brzlík	b	br	brz	brzl	brzlí	brzlíč	brzlík	rzlík	zlík	lík	ík	k	zlíček	líček	íček	ček	ek	k	DIMINUTIVE
brzy	brzičko	D	D	NA	NA	NA	NA	0	0	1	0	b	br	brz	brzy	NA	NA	b	br	brz	brzi	brzič	brzičk	NA	NA	brzy	rzy	zy	y	rzičko	zičko	ičko	čko	ko	o	DIMINUTIVE
bubák	bubáček	N	N	M	M	NA	NA	0	0	1	1	b	bu	bub	bubá	bubák	NA	b	bu	bub	bubá	bubáč	bubáče	NA	bubák	ubák	bák	ák	k	ubáček	báček	áček	ček	ek	k	DIMINUTIVE
bubeník	bubeníček	N	N	M	M	NA	NA	0	0	1	1	b	bu	bub	bube	buben	bubení	b	bu	bub	bube	buben	bubení	ubeník	beník	eník	ník	ík	k	eníček	níček	íček	ček	ek	k	DIMINUTIVE
Bubenik	Bubenikův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Bub	Bube	Buben	Bubeni	B	Bu	Bub	Bube	Buben	Bubeni	ubenik	benik	enik	nik	ik	k	enikův	nikův	ikův	kův	ův	v	POSSESSIVE
buben	bubínek	N	N	I	I	NA	NA	0	0	1	0	b	bu	bub	bube	buben	NA	b	bu	bub	bubí	bubín	bubíne	NA	buben	uben	ben	en	n	ubínek	bínek	ínek	nek	ek	k	DIMINUTIVE
Buberl	Buberlův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Bub	Bube	Buber	Buberl	B	Bu	Bub	Bube	Buber	Buberl	Buberl	uberl	berl	erl	rl	l	berlův	erlův	rlův	lův	ův	v	POSSESSIVE
bublat	bublávat	V	V	NA	NA	I	I	0	0	1	1	b	bu	bub	bubl	bubla	bublat	b	bu	bub	bubl	bublá	bubláv	bublat	ublat	blat	lat	at	t	blávat	lávat	ávat	vat	at	t	ITERATIVE
bublina	bublinka	N	N	F	F	NA	NA	0	0	1	1	b	bu	bub	bubl	bubli	bublin	b	bu	bub	bubl	bubli	bublin	ublina	blina	lina	ina	na	a	blinka	linka	inka	nka	ka	a	DIMINUTIVE
Bubna	Bubnův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Bub	Bubn	Bubna	NA	B	Bu	Bub	Bubn	Bubnů	Bubnův	NA	Bubna	ubna	bna	na	a	Bubnův	ubnův	bnův	nův	ův	v	POSSESSIVE
Bubnár	Bubnárův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Bub	Bubn	Bubná	Bubnár	B	Bu	Bub	Bubn	Bubná	Bubnár	Bubnár	ubnár	bnár	nár	ár	r	bnárův	nárův	árův	rův	ův	v	POSSESSIVE
bubnovat	bubnovávat	V	V	NA	NA	I	I	0	0	1	1	b	bu	bub	bubn	bubno	bubnov	b	bu	bub	bubn	bubno	bubnov	bnovat	novat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ITERATIVE
bučet	bučívat	V	V	NA	NA	I	I	0	0	1	1	b	bu	buč	buče	bučet	NA	b	bu	buč	bučí	bučív	bučíva	NA	bučet	učet	čet	et	t	učívat	čívat	ívat	vat	at	t	ITERATIVE
Bucháček	Bucháčkův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Buc	Buch	Buchá	Bucháč	B	Bu	Buc	Buch	Buchá	Bucháč	cháček	háček	áček	ček	ek	k	háčkův	áčkův	čkův	kův	ův	v	POSSESSIVE
buchat	buchnout	V	V	NA	NA	I	P	0	0	1	1	b	bu	buc	buch	bucha	buchat	b	bu	buc	buch	buchn	buchno	buchat	uchat	chat	hat	at	t	chnout	hnout	nout	out	ut	t	ASPECT
Buchlovanka	Buchlovančin	N	A	F	NA	NA	NA	0	1	1	0	B	Bu	Buc	Buch	Buchl	Buchlo	B	Bu	Buc	Buch	Buchl	Buchlo	ovanka	vanka	anka	nka	ka	a	vančin	ančin	nčin	čin	in	n	POSSESSIVE
buchta	buchtička	N	N	F	F	NA	NA	0	0	1	1	b	bu	buc	buch	bucht	buchta	b	bu	buc	buch	bucht	buchti	buchta	uchta	chta	hta	ta	a	htička	tička	ička	čka	ka	a	DIMINUTIVE
budík	budíček	N	N	I	I	NA	NA	0	0	1	1	b	bu	bud	budí	budík	NA	b	bu	bud	budí	budíč	budíče	NA	budík	udík	dík	ík	k	udíček	díček	íček	ček	ek	k	DIMINUTIVE
Budimir	Budimirův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Bud	Budi	Budim	Budimi	B	Bu	Bud	Budi	Budim	Budimi	udimir	dimir	imir	mir	ir	r	imirův	mirův	irův	rův	ův	v	POSSESSIVE
buditel	buditelka	N	N	M	F	NA	NA	0	0	1	0	b	bu	bud	budi	budit	budite	b	bu	bud	budi	budit	budite	uditel	ditel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	FEMALE
budit	budívat	V	V	NA	NA	I	I	0	0	1	1	b	bu	bud	budi	budit	NA	b	bu	bud	budí	budív	budíva	NA	budit	udit	dit	it	t	udívat	dívat	ívat	vat	at	t	ITERATIVE
budník	budníček	N	N	I	I	NA	NA	0	0	1	1	b	bu	bud	budn	budní	budník	b	bu	bud	budn	budní	budníč	budník	udník	dník	ník	ík	k	dníček	níček	íček	ček	ek	k	DIMINUTIVE
budovatel	budovatelka	N	N	M	F	NA	NA	0	0	1	0	b	bu	bud	budo	budov	budova	b	bu	bud	budo	budov	budova	ovatel	vatel	atel	tel	el	l	atelka	telka	elka	lka	ka	a	FEMALE
budovat	budovávat	V	V	NA	NA	I	I	0	0	1	1	b	bu	bud	budo	budov	budova	b	bu	bud	budo	budov	budová	udovat	dovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ITERATIVE
buk	bouček	N	N	I	I	NA	NA	0	0	0	1	b	bu	buk	NA	NA	NA	b	bo	bou	bouč	bouče	bouček	NA	NA	NA	buk	uk	k	bouček	ouček	uček	ček	ek	k	DIMINUTIVE
bukvice	bukvička	N	N	F	F	NA	NA	0	0	1	0	b	bu	buk	bukv	bukvi	bukvic	b	bu	buk	bukv	bukvi	bukvič	ukvice	kvice	vice	ice	ce	e	kvička	vička	ička	čka	ka	a	DIMINUTIVE
bulařka	bulařčin	N	A	F	NA	NA	NA	0	1	1	0	b	bu	bul	bula	bulař	bulařk	b	bu	bul	bula	bulař	bulařč	ulařka	lařka	ařka	řka	ka	a	lařčin	ařčin	řčin	čin	in	n	POSSESSIVE
buldok	buldoček	N	N	M	M	NA	NA	0	0	1	1	b	bu	bul	buld	buldo	buldok	b	bu	bul	buld	buldo	buldoč	buldok	uldok	ldok	dok	ok	k	ldoček	doček	oček	ček	ek	k	DIMINUTIVE
Bulhar	Bulharka	N	N	M	F	NA	NA	0	0	1	0	B	Bu	Bul	Bulh	Bulha	Bulhar	B	Bu	Bul	Bulh	Bulha	Bulhar	Bulhar	ulhar	lhar	har	ar	r	lharka	harka	arka	rka	ka	a	FEMALE
bulík	bulíček	N	N	M	M	NA	NA	0	0	1	1	b	bu	bul	bulí	bulík	NA	b	bu	bul	bulí	bulíč	bulíče	NA	bulík	ulík	lík	ík	k	ulíček	líček	íček	ček	ek	k	DIMINUTIVE
bunda	bundička	N	N	F	F	NA	NA	0	0	1	1	b	bu	bun	bund	bunda	NA	b	bu	bun	bund	bundi	bundič	NA	bunda	unda	nda	da	a	ndička	dička	ička	čka	ka	a	DIMINUTIVE
burácet	burácívat	V	V	NA	NA	I	I	0	0	1	1	b	bu	bur	burá	burác	buráce	b	bu	bur	burá	burác	burácí	urácet	rácet	ácet	cet	et	t	ácívat	cívat	ívat	vat	at	t	ITERATIVE
burák	buráček	N	N	I	I	NA	NA	0	0	1	1	b	bu	bur	burá	burák	NA	b	bu	bur	burá	buráč	buráče	NA	burák	urák	rák	ák	k	uráček	ráček	áček	ček	ek	k	DIMINUTIVE
buran	buránek	N	N	M	M	NA	NA	0	0	1	0	b	bu	bur	bura	buran	NA	b	bu	bur	burá	burán	buráne	NA	buran	uran	ran	an	n	uránek	ránek	ánek	nek	ek	k	DIMINUTIVE
burčák	burčáček	N	N	I	I	NA	NA	0	0	1	1	b	bu	bur	burč	burčá	burčák	b	bu	bur	burč	burčá	burčáč	burčák	určák	rčák	čák	ák	k	rčáček	čáček	áček	ček	ek	k	DIMINUTIVE
burcovat	burcovávat	V	V	NA	NA	I	I	0	0	1	1	b	bu	bur	burc	burco	burcov	b	bu	bur	burc	burco	burcov	rcovat	covat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ITERATIVE
Burdisso	Burdissův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Bur	Burd	Burdi	Burdis	B	Bu	Bur	Burd	Burdi	Burdis	rdisso	disso	isso	sso	so	o	dissův	issův	ssův	sův	ův	v	POSSESSIVE
buřič	buřička	N	N	M	F	NA	NA	0	0	1	0	b	bu	buř	buři	buřič	NA	b	bu	buř	buři	buřič	buřičk	NA	buřič	uřič	řič	ič	č	uřička	řička	ička	čka	ka	a	FEMALE
Burljajev	Burljajevův	N	A	M	NA	NA	NA	0	1	1	1	B	Bu	Bur	Burl	Burlj	Burlja	B	Bu	Bur	Burl	Burlj	Burlja	ljajev	jajev	ajev	jev	ev	v	ajevův	jevův	evův	vův	ův	v	POSSESSIVE
buřtík	buřtíček	N	N	M	M	NA	NA	0	0	1	1	b	bu	buř	buřt	buřtí	buřtík	b	bu	buř	buřt	buřtí	buřtíč	buřtík	uřtík	řtík	tík	ík	k	řtíček	tíček	íček	ček	ek	k	DIMINUTIVE
buřt	buřtík	N	N	I	I	NA	NA	0	0	1	0	b	bu	buř	buřt	NA	NA	b	bu	buř	buřt	buřtí	buřtík	NA	NA	buřt	uřt	řt	t	buřtík	uřtík	řtík	tík	ík	k	DIMINUTIVE
Burtscher	Burtscherův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Bur	Burt	Burts	Burtsc	B	Bu	Bur	Burt	Burts	Burtsc	tscher	scher	cher	her	er	r	cherův	herův	erův	rův	ův	v	POSSESSIVE
bušit	bušívat	V	V	NA	NA	I	I	0	0	1	1	b	bu	buš	buši	bušit	NA	b	bu	buš	buší	bušív	bušíva	NA	bušit	ušit	šit	it	t	ušívat	šívat	ívat	vat	at	t	ITERATIVE
butikářka	butikářčin	N	A	F	NA	NA	NA	0	1	1	0	b	bu	but	buti	butik	butiká	b	bu	but	buti	butik	butiká	ikářka	kářka	ářka	řka	ka	a	kářčin	ářčin	řčin	čin	in	n	POSSESSIVE
Bužíček	Bužíčkův	N	A	M	NA	NA	NA	0	1	1	0	B	Bu	Buž	Buží	Bužíč	Bužíče	B	Bu	Buž	Buží	Bužíč	Bužíčk	užíček	žíček	íček	ček	ek	k	žíčkův	íčkův	čkův	kův	ův	v	POSSESSIVE
bydlení	bydleníčko	N	N	N	N	NA	NA	0	0	1	0	b	by	byd	bydl	bydle	bydlen	b	by	byd	bydl	bydle	bydlen	ydlení	dlení	lení	ení	ní	í	eníčko	níčko	íčko	čko	ko	o	DIMINUTIVE
bydlet	bydlívat	V	V	NA	NA	I	I	0	0	1	1	b	by	byd	bydl	bydle	bydlet	b	by	byd	bydl	bydlí	bydlív	bydlet	ydlet	dlet	let	et	t	dlívat	lívat	ívat	vat	at	t	ITERATIVE
bydlitel	bydlitelka	N	N	M	F	NA	NA	0	0	1	0	b	by	byd	bydl	bydli	bydlit	b	by	byd	bydl	bydli	bydlit	dlitel	litel	itel	tel	el	l	itelka	telka	elka	lka	ka	a	FEMALE
bydlo	bydélko	N	N	N	N	NA	NA	0	0	1	1	b	by	byd	bydl	bydlo	NA	b	by	byd	bydé	bydél	bydélk	NA	bydlo	ydlo	dlo	lo	o	ydélko	délko	élko	lko	ko	o	DIMINUTIVE
býk	býček	N	N	M	M	NA	NA	0	0	1	1	b	bý	býk	NA	NA	NA	b	bý	býč	býče	býček	NA	NA	NA	NA	býk	ýk	k	NA	býček	ýček	ček	ek	k	DIMINUTIVE
bylina	bylinka	N	N	F	F	NA	NA	0	0	1	1	b	by	byl	byli	bylin	bylina	b	by	byl	byli	bylin	bylink	bylina	ylina	lina	ina	na	a	ylinka	linka	inka	nka	ka	a	DIMINUTIVE
bylinářka	bylinářčin	N	A	F	NA	NA	NA	0	1	1	0	b	by	byl	byli	bylin	byliná	b	by	byl	byli	bylin	byliná	inářka	nářka	ářka	řka	ka	a	nářčin	ářčin	řčin	čin	in	n	POSSESSIVE
bylinkář	bylinkářka	N	N	M	F	NA	NA	0	0	1	0	b	by	byl	byli	bylin	bylink	b	by	byl	byli	bylin	bylink	linkář	inkář	nkář	kář	ář	ř	nkářka	kářka	ářka	řka	ka	a	FEMALE
bystřina	bystřinka	N	N	F	F	NA	NA	0	0	1	1	b	by	bys	byst	bystř	bystři	b	by	bys	byst	bystř	bystři	střina	třina	řina	ina	na	a	třinka	řinka	inka	nka	ka	a	DIMINUTIVE
byt	byteček	N	N	I	I	NA	NA	0	0	1	0	b	by	byt	NA	NA	NA	b	by	byt	byte	byteč	byteče	NA	NA	NA	byt	yt	t	yteček	teček	eček	ček	ek	k	DIMINUTIVE
bytost	bytůstka	N	N	F	F	NA	NA	0	0	1	0	b	by	byt	byto	bytos	bytost	b	by	byt	bytů	bytůs	bytůst	bytost	ytost	tost	ost	st	t	tůstka	ůstka	stka	tka	ka	a	DIMINUTIVE
bytovat	bytovávat	V	V	NA	NA	I	I	0	0	1	1	b	by	byt	byto	bytov	bytova	b	by	byt	byto	bytov	bytová	ytovat	tovat	ovat	vat	at	t	ovávat	vávat	ávat	vat	at	t	ITERATIVE
být	bývat	V	V	NA	NA	I	I	0	0	1	1	b	bý	být	NA	NA	NA	b	bý	býv	býva	bývat	NA	NA	NA	NA	být	ýt	t	NA	bývat	ývat	vat	at	t	ITERATIVE
byzantolog	byzantologův	N	A	M	NA	NA	NA	0	1	1	0	b	by	byz	byza	byzan	byzant	b	by	byz	byza	byzan	byzant	ntolog	tolog	olog	log	og	g	ologův	logův	ogův	gův	ův	v	POSSESSIVE
bzikat	bzikávat	V	V	NA	NA	I	I	0	0	1	1	b	bz	bzi	bzik	bzika	bzikat	b	bz	bzi	bzik	bziká	bzikáv	bzikat	zikat	ikat	kat	at	t	ikávat	kávat	ávat	vat	at	t	ITERATIVE
Cachnín	Cachnínův	N	A	M	NA	NA	NA	0	1	1	0	C	Ca	Cac	Cach	Cachn	Cachní	C	Ca	Cac	Cach	Cachn	Cachní	achnín	chnín	hnín	nín	ín	n	hnínův	nínův	ínův	nův	ův	v	POSSESSIVE
čachrář	čachrářka	N	N	M	F	NA	NA	0	0	1	0	č	ča	čac	čach	čachr	čachrá	č	ča	čac	čach	čachr	čachrá	achrář	chrář	hrář	rář	ář	ř	hrářka	rářka	ářka	řka	ka	a	FEMALE
čachr	čachřík	N	N	I	I	NA	NA	0	0	1	0	č	ča	čac	čach	čachr	NA	č	ča	čac	čach	čachř	čachří	NA	čachr	achr	chr	hr	r	achřík	chřík	hřík	řík	ík	k	DIMINUTIVE
cachtání	cachtáníčko	N	N	N	N	NA	NA	0	0	1	0	c	ca	cac	cach	cacht	cachtá	c	ca	cac	cach	cacht	cachtá	chtání	htání	tání	ání	ní	í	áníčko	níčko	íčko	čko	ko	o	DIMINUTIVE
cachtat	cachtávat	V	V	NA	NA	I	I	0	0	1	1	c	ca	cac	cach	cacht	cachta	c	ca	cac	cach	cacht	cachtá	achtat	chtat	htat	tat	at	t	htávat	távat	ávat	vat	at	t	ITERATIVE
čajař	čajařka	N	N	M	F	NA	NA	0	0	1	0	č	ča	čaj	čaja	čajař	NA	č	ča	čaj	čaja	čajař	čajařk	NA	čajař	ajař	jař	ař	ř	ajařka	jařka	ařka	řka	ka	a	FEMALE
čaj	čajík	N	N	I	I	NA	NA	0	0	1	0	č	ča	čaj	NA	NA	NA	č	ča	čaj	čají	čajík	NA	NA	NA	NA	čaj	aj	j	NA	čajík	ajík	jík	ík	k	DIMINUTIVE
čajník	čajníček	N	N	I	I	NA	NA	0	0	1	1	č	ča	čaj	čajn	čajní	čajník	č	ča	čaj	čajn	čajní	čajníč	čajník	ajník	jník	ník	ík	k	jníček	níček	íček	ček	ek	k	DIMINUTIVE
čajovna	čajovnička	N	N	F	F	NA	NA	0	0	1	1	č	ča	čaj	čajo	čajov	čajovn	č	ča	čaj	čajo	čajov	čajovn	ajovna	jovna	ovna	vna	na	a	vnička	nička	ička	čka	ka	a	DIMINUTIVE
čakan	čakánek	N	N	I	I	NA	NA	0	0	1	0	č	ča	čak	čaka	čakan	NA	č	ča	čak	čaká	čakán	čakáne	NA	čakan	akan	kan	an	n	akánek	kánek	ánek	nek	ek	k	DIMINUTIVE
čakan	čekánek	N	N	I	I	NA	NA	0	0	0	0	č	ča	čak	čaka	čakan	NA	č	če	ček	čeká	čekán	čekáne	NA	čakan	akan	kan	an	n	ekánek	kánek	ánek	nek	ek	k	DIMINUTIVE
cákat	cákávat	V	V	NA	NA	I	I	0	0	1	1	c	cá	cák	cáka	cákat	NA	c	cá	cák	cáká	cákáv	cákáva	NA	cákat	ákat	kat	at	t	ákávat	kávat	ávat	vat	at	t	ITERATIVE
cákat	cáknout	V	V	NA	NA	I	P	0	0	1	1	c	cá	cák	cáka	cákat	NA	c	cá	cák	cákn	cákno	cáknou	NA	cákat	ákat	kat	at	t	áknout	knout	nout	out	ut	t	ASPECT
čakavec	čakavka	N	N	M	F	NA	NA	0	0	1	0	č	ča	čak	čaka	čakav	čakave	č	ča	čak	čaka	čakav	čakavk	akavec	kavec	avec	vec	ec	c	akavka	kavka	avka	vka	ka	a	FEMALE
