word	etymology	is_loan
kompot	deu,fra,fro,lat	loan
kompozice	lat	loan
komprese	lat	loan
kompromis	lat	loan
kompromitovat (se)	fra,lat	loan
komtesa	fra,lat	loan
komtur	deu,gmh,fro,lat	loan
komuna	deu,lat	loan
komunální	deu,lat	loan
komunikace	lat	loan
komuniké	fra,lat	loan
komunismus	deu,lat	loan
komže	lat	loan
koňadra		native
koňak	fra	loan
konat		native
koncentrovat (se)	fra	loan
koncepce	lat	loan
koncept	lat	loan
koncern	eng,fra,fro,lat	loan
koncert	deu,ita,lat	loan
koncese	lat	loan
koncil	lat	loan
koncipient	lat	loan
koncizní	lat	loan
končetina		native
končina		native
končíř		native
kondenzovat	lat	loan
kondice	lat	loan
kondicionál	lat	loan
kondolovat	lat	loan
kondom	deu,eng	loan
kondor	spa	loan
konec		native
konejšit		native
konev	pol	loan
konexe	lat	loan
konfekce	deu,fra,lat	loan
konference	lat	loan
konferenciér	fra	loan
konfese	lat	loan
konfety	ita,lat	loan
konfident	lat	loan
konfigurace	lat	loan
konfiskovat	lat	loan
konflikt	lat	loan
konformní	deu,lat	loan
konfrontovat	lat	loan
konfuzní	lat	loan
konglomerát	lat	loan
kongregace	lat	loan
kongres	lat	loan
kongruence	lat	loan
kónický	fra,lat,ell	loan
koníček		native
koniklec		native
konjugace	lat	loan
konjunkce	lat	loan
konjunktiv	lat	loan
konjunktura	deu,lat	loan
konkávní	lat	loan
konkláve	lat	loan
konkordát	lat	loan
konkrétní	lat	loan
konkubína	lat	loan
konkurence	lat	loan
konkurs	lat	loan
konopí		native
konotace	eng,lat	loan
konsekvence	lat	loan
konsens(us)	lat	loan
konsolidovat	lat	loan
konsonant	lat	loan
konsorcium	lat	loan
konspekt	lat	loan
konspirace	lat	loan
konstantní	deu,lat	loan
konstatovat	fra,lat	loan
konstelace	lat	loan
konsternovat	lat	loan
konstituce	lat	loan
konstrukce	lat	loan
konšel		loan
kontakt	lat	loan
kontaminovat	lat	loan
kontejner	eng,fro,lat	loan
kontemplovat	lat	loan
kontext	lat	loan
kontinent	deu,lat	loan
kontingent	deu,fra,lat	loan
kontinuita	lat	loan
konto	ita,lat	loan
kontra	lat	loan
kontraband	ita,gem	loan
kontrabas	deu,ita	loan
kontradikce	lat	loan
kontrakce	lat	loan
kontrakt	lat	loan
kontrapunkt	lat	loan
kontrast	deu,ita,lat	loan
kontribuce	lat	loan
kontrola	deu,fra,frm,lat	loan
kontroverze	lat	loan
kontumace	lat	loan
kontura	deu,fra,ita,lat	loan
kontušovka		native
konvalinka		native
konvence	lat	loan
konvent	lat	loan
konvergence	lat	loan
konvertovat	lat	loan
konverzace	fra,lat	loan
konvexní	lat	loan
konvice	pol	loan
konvoj	fra,fro,lat	loan
konzerva	lat	loan
konzervativní	deu,eng,lat	loan
konzervatoř	ita	loan
konzervovat	lat	loan
konzilium	lat	loan
konzistence	lat	loan
konzistoř	lat	loan
konzola	deu,fra	loan
konzul	lat	loan
konzultovat	lat	loan
konzumovat	lat	loan
kooperovat	deu,lat	loan
kooptovat	lat	loan
koordinovat	lat	loan
kopa1		native
kopa2	gmh,lat	loan
kopat		native
kopec		native
kopejka	rus	loan
kopí		native
kopie	lat	loan
kopinatý		native
kopírovat	deu,lat	loan
kopist		native
kopr		native
kopra	por	loan
koprnět		native
koprodukce	eng	loan
kopřiva		native
koptit	pol	loan
kopulace	lat	loan
kopule	ita,lat	loan
kopyto		native
kor	bar	loan
koráb		native
korán	ara	loan
korba	lat	loan
korbel	deu,goh,lat	loan
kord		native
kordon	fra,lat,ell	loan
korec		native
korek	deu,ara,spa,lat	loan
korekce	lat	loan
korelace	lat	loan
korepetice	lat	loan
korespondovat	lat	loan
koriandr	lat,ell	loan
korida	spa,lat	loan
koridor	deu,ita,lat	loan
korigovat	lat	loan
kormidlo	rus	loan
kormorán	fra,lat,fro,gem	loan
kornatět		native
kornet1	fra,lat	loan
kornet2	ita,lat	loan
kornout	ita,lat	loan
korodovat	lat	loan
koronární	lat,ell	loan
koroptev		native
korouhev		native
koroze	lat	loan
korporace	lat	loan
korpulentní	lat	loan
korpus	lat	loan
korumpovat	lat	loan
koruna	lat,ell	loan
korund	deu,eng	loan
korupce	lat	loan
korveta	deu,fra,lat	loan
koryfej	lat,ell	loan
korýš	lat	loan
koryto		native
korzár	deu,ita,lat	loan
korzet	fra,fro,lat	loan
korzo	ita,lat	loan
kořalka	pol	loan
kořen		native
kořist		native
kořit		native
kos		native
kosa		native
kosatka		native
kosinus		loan
kosman		native
kosmatý		native
kosmetika	fra,ell	loan
kosmo-	ell	loan
kosmonaut	ell	loan
kosmopolitismus	fra,ell	loan
kosmos	ell	loan
kosodřevina	pol	loan
kost		native
kostel	slk,pol	loan
kostival	hsb	loan
kostka		native
kostra		native
kostrbatý		native
kostrč		native
kostým	deu,fra,ita,lat	loan
kosý		native
koš		native
košer	heb	loan
košíková	eng	loan
košile		native
košťál		native
koště		native
koštovat	deu	loan
kóta	fra,lat	loan
kotě		native
kotec	rus	loan
kotel		native
-kotit		native
kotník		native
kotouč		native
kotoul		native
kotrba		native
kotrč		native
kotva		native
kouč	eng	loan
koudel		native
koukat	deu	loan
koukol		native
koule	dsb,gmh	loan
koumat		native
koupat (se)		native
koupit		native
kouřit		native
kousat		native
kout1		native
kout2		native
kouzlo	hsb	loan
kovat		native
kovboj	eng	loan
koza		native
kozák1		native
kozák2	ukr,rus,tat	loan
kozelec		native
kozlík		native
kozoroh		native
koželuh		native
kožich		native
kra		native
krab	deu	loan
krabatý		native
krabice		native
kráčet		native
krádež		native
krahujec		native
krach	deu	loan
kraj		native
krajáč		native
krajina		native
krákat1		native
krakorec	deu	loan
kraksna	deu	loan
král		native
králíček	lat	loan
králík		native
krám	gmh	loan
kramle	deu	loan
krápat		native
krapet		native
kras	deu	loan
krása		native
krást		native
krášlit		native
-krát		native
kráter	lat,ell	loan
krátký		native
kraul	eng	loan
kráva		native
kravál	deu	loan
kravata	deu,fra	loan
krb		native
krcálek		native
krčit		native
krčma		native
kreace	lat	loan
kreatura	lat	loan
kredenc	deu,ita,lat	loan
kredit	deu,ita,lat	loan
krédo	deu,ita,lat	loan
krejcar	deu	loan
krejčí		native
krejzl	deu,ine	loan
krém	fra,fro,lat,ell	loan
kremace	lat,ine	loan
krempa	deu	loan
kremrole	deu	loan
kreol	spa,por,lat	loan
krep	fra,fro,lat	loan
krepdešín	fra	loan
krepsilon	fra,fro,lat	loan
kreslit	pol,deu	loan
kretén	fra,fro	loan
krev		native
krevel	lat	loan
kreveta	fra,lat	loan
krhavý		native
krchov	gmh	loan
kriket	eng,fro,nld	loan
kriminál	deu,lat,ine	loan
krinolína	fra,ita	loan
kripl	deu	loan
kritérium	lat,ell	loan
kritický	deu,lat,ell	loan
krize	deu,lat,ell	loan
krk		native
krkat		native
krkavec		native
krmit		native
krnět		native
krobián	deu,lat	loan
krocan		native
kročej		native
kroj		native
-krojit		native
krok		native
kroket	eng	loan
kroketa	fra	loan
krokev		native
krokodýl	lat,ell	loan
krokus	lat,ell	loan
kromě		native
kronika	lat,ell	loan
kropit		native
kros	eng	loan
krosna	ine	loan
krotit	dsb,chu	loan
krouhat		native
kroupa		native
kroutit		native
kroužit		native
krov	ine	loan
krpál		native
krtek		native
krucifix	lat	loan
kručet		native
kruh		native
kruchta	gmh	loan
krumpáč	bar	loan
krunýř		native
krůpěj		native
krupiér	fra,gem	loan
krusta	deu,lat	loan
krušný		native
krůta	deu	loan
krutý		native
krychle		native
krypta	lat,ell	loan
kryptogram	lat,ell	loan
krysa	rus	loan
krystal	lat,ell	loan
krýt		native
křáp		native
křeč		native
křeček		native
křehký		native
křemen		native
křen		native
křepčit		native
křepelka		native
křepký		native
křesat		native
křeslo	pol,rus	loan
křest		native
křesťan		native
křičet		native
křída	gmh,lat	loan
křídlo		native
křísit	pol	loan
křísnout		native
kříšť		native
křišťál	lat	loan
křivý		native
kříž		native
křižák		native
křížala		native
křížem krážem		native
křižmo	goh,lat,ell	loan
křižník	deu	loan
křoupat		native
křoví		native
křtít		native
křupat		native
ksicht	bar	loan
ksindl	bar	loan
kšaft	gmh	loan
kšeft	bar	loan
kšilt	deu	loan
kšíry	bar	loan
kštice		native
který		native
kuba1	ell	loan
kubatura	deu,lat	loan
kuběna	lat	loan
kubický	lat,ell	loan
kubismus	lat	loan
kuckat		native
kuča	srp,hrv	loan
kučera		native
-kud		native
kudla	fra,lat	loan
kudlanka	fra,lat	loan
kudrna		native
kudy		native
kufr	deu,fra,lat,ell	loan
kuchat		native
kuchyň	goh,lat	loan
kujný		native
kujón	deu,fra,ita,lat	loan
kukačka		native
kukla		native
kukuřice		native
kůl		native
kulak	rus	loan
kulantní	fra,lat	loan
kulatý	dsb,gmh	loan
kulhat		native
kulich		native
kulinární	deu,lat	loan
kulisa	fra	loan
kulit	dsb,gmh	loan
kulminovat	lat	loan
kůlna		native
kuloár	fra	loan
kulomet		native
kult	lat	loan
kultivovat	lat	loan
kultura	lat	loan
kumbál	deu,lat	loan
kumpán	gmh,lat	loan
kumšt	deu	loan
kumulovat	lat	loan
kůň		native
kuna		native
kunčoft	deu	loan
kunda	eng	loan
kuňkat		native
kupa		native
kupé	fra,lat,ell	loan
kuplet	fra,lat	loan
kuplíř	deu,fro,lat	loan
kupole	ita,lat	loan
kupon	fra	loan
kupovat		native
kur		native
kůr	lat,ell	loan
kúra	lat	loan
kůra		native
kurát	deu,lat	loan
kuratela	lat	loan
kurátor	lat	loan
kuráž	fra	loan
kurděje		native
kurfiřt	deu	loan
kurie	lat	loan
kurikulum	lat	loan
kuriózní	deu,lat	loan
kurník	deu	loan
kuropění		native
kurt	eng,fro,lat	loan
kurt(a)	deu	loan
kurtizána	fra,ita	loan
kurva		native
kurýr	deu,fro	loan
kurýrovat	deu,lat	loan
kurziva	lat	loan
kuře		native
kus		native
-kusit		native
kustod	lat	loan
kuš	deu,fra	loan
kuše		native
kušna	deu	loan
kutálet		native
kutat		native
kutit	hsb	loan
kutloch	deu	loan
kutna	deu	loan
kutr	deu,eng	loan
kůzle		native
kůže		native
kužel		native
kvačit		native
kvádr	deu,lat	loan
kvadrant	lat	loan
kvadrát	lat	loan
kvádro	fra	loan
kvákat		native
kvalifikovat	lat	loan
kvalita	lat	loan
kvalt	deu	loan
kvantita	lat	loan
kvapit		native
kvarta	lat	loan
kvartál	lat	loan
kvartet	ita,lat	loan
kvartýr	deu,fra,lat	loan
kvas		native
kvaš	fra,ita,lat	loan
kvazar	eng,lat	loan
kvazi-	lat	loan
kvedlat	deu	loan
kvelb	bar	loan
kvér	bar	loan
kverulant	deu,lat	loan
kvést		native
kvestor	lat	loan
květák		native
kvičet		native
kvílet		native
kvinta	lat	loan
kvintesence	lat	loan
kvintet	ita,lat	loan
kvit	deu,fra,lat	loan
kvitance	lat	loan
kvitovat	deu,fra	loan
kviz	eng	loan
kvocient	lat	loan
kvočna	lat	loan
kvóta	lat	loan
ký		native
kyanid	ell	loan
kybernetika	eng	loan
kýbl	deu,goh	loan
kýč	deu	loan
kyčel		native
kydat		native
kýchat		native
kyj		native
kýl	deu	loan
kýla		native
kymácet (se)		native
kynologie	ell	loan
kynout1		native
kynout2		native
kypět		native
kyprý	fra,lat	loan
kyrys	deu,fro,lat	loan
kyselý		native
kyslík	lat,ell	loan
kysna	deu,lat	loan
kyt	deu	loan
kýta		native
kytara	ell	loan
kytice		native
kytlice	deu	loan
kytovec	rus,ell	loan
kývat		native
kyz	deu	loan
labiální	lat	loan
labilní	lat	loan
laboratoř	lat	loan
laborovat	lat	loan
labuť		native
labužník		native
labyrint	lat,ell	loan
laciný		native
lacl	deu,fro,lat	loan
láčkovec	goh	loan
lačný		native
ladit		native
lado	hsb	loan
ládovat	deu	loan
lady	eng,enm,ang	loan
lafeta	deu,fra,lat	loan
lágr	deu	loan
laguna	ita,lat	loan
lahev		native
lahodit		native
lachtan	rus	loan
laik	lat,ell	loan
lajna	eng,lat	loan
lajntuch	deu	loan
lajs(t)nout si	deu	loan
lajsna	deu	loan
lajtnant	deu,fra	loan
lak	deu,ita,ara,pes	loan
lák	gml	loan
lákat	hsb,ine	loan
lakmus	deu,dum	loan
lakomý		native
lakonický	lat,ell	loan
laktace	lat	loan
lakýrník	deu	loan
lalok		native
lama	spa	loan
lámat		native
lamela	fra,lat	loan
lamentovat	lat,ine	loan
laminát	lat	loan
lampa	gmh,fro,lat	loan
lampas	ell	loan
lampion	deu,fra,ita	loan
laň		native
lán	deu,gmh	loan
lanceta	fra,lat	loan
lančmít	eng	loan
langoš	hun	loan
langusta	deu,fra,lat	loan
lanolin	lat	loan
lanýž		native
lapálie	deu,lat	loan
laparoskop	ell	loan
lapat		native
lapidárium	lat	loan
lapidární	lat	loan
lapsus	lat	loan
largo	ita,lat	loan
larva	lat	loan
láryfáry	deu	loan
laryngální	lat	loan
lascivní	lat	loan
laser	eng	loan
lasice		native
láska		native
laskomina		native
laso	deu,spa,por,lat	loan
lastura	srp,hrv	loan
laškovat		native
lať	gmh	loan
lát		native
lata		native
látat		native
laterální	lat	loan
laterna	lat,ell	loan
láteřit	gmh	loan
latex	lat	loan
latifundie	lat	loan
látka		native
latrína	deu,lat	loan
lauf	deu,goh	loan
laureát	lat	loan
láva	deu,ita,lat	loan
lavice		native
lavina	deu,lat	loan
lavírovat	deu,gml,dum,frm,nld	loan
lávka		native
lavor	deu,fra,lat	loan
laxní	deu,lat	loan
lazaret	deu,ita	loan
lázeň		native
leasing	eng,fro,lat	loan
lebeda		native
lebedit si		native
lebka	lat	loan
lec-		native
leč1		native
leč2		native
léčit		native
léčka		native
lečo	hun	loan
led		native
leda		native
ledabylý		native
ledňáček	deu	loan
ledvina	dsb,chu	loan
legální	lat	loan
legát	lat	loan
legato	ita,lat	loan
legenda	lat	loan
legie	lat	loan
legislativa	lat	loan
legitimace	lat	loan
legovat	ita,lat	loan
legrace	lat	loan
leguán	deu,spa	loan
lehký		native
lehnout (si)		native
lech	rus,srp	loan
lechtat		native
lei	ron,lat	loan
leitmotiv	deu	loan
lejno		native
lejstro	lat	loan
lék		native
lekat1		native
lekat2		native
lekce	lat	loan
leklý		native
leknín		native
lékořice	gmh,lat	loan
lektor	lat	loan
lektvar	lat	loan
lelek		native
lem		native
lempl	deu,lat	loan
lemur	lat	loan
len		native
léno	gmh	loan
lenoch1		native
lenoch2	deu,goh	loan
lenochod		native
lento	ita,lat	loan
leopard	lat	loan
lepit		native
lepra	lat,ell	loan
lepší		native
leptat		native
lepý	hsb,chu	loan
les		native
lesk		native
lest		native
lešení		native
leštit		native
leták	eng,deu	loan
letargie	lat,ell	loan
letět		native
léto		native
letora	lat	loan
letos		native
letovat	deu,gmh	loan
leukémie	ell	loan
leukocyt	ell	loan
leukoplast	deu,ell	loan
lev		native
leva		native
levandule	lat	loan
levhart	gmh,lat	loan
-levit		native
levitovat	lat	loan
levity	deu	loan
levý		native
lexikální	lat,ell	loan
lexikografie	lat,ell	loan
lexikologie	lat,ell	loan
lexikon	lat,ell	loan
lézt		native
lež		native
ležérní	deu,fra,lat	loan
ležet		native
lhát		native
lhostejný		native
lhůta		native
-li		native
liána	fra	loan
líbat		native
libeček	gmh,lat	loan
libela	lat	loan
liberální	lat	loan
líbezný		native
libido	deu,lat	loan
líbit se		native
libo		native
libový	ine	loan
libra	lat	loan
libreto	ita,lat	loan
libý		native
líc(e)		native
licence	lat	loan
licitovat	lat	loan
licoměrný		native
licousy	deu	loan
líčit2		native
lid		native
lido	ita,lat	loan
lídr	eng	loan
lifrovat	deu,fra	loan
liga	deu	loan
ligatura	lat	loan
lignit	lat	loan
líh	deu	loan
líhnout se	hsb	loan
lichometník		native
lichotit		native
lichva		native
lichý		native
liják		native
likér	deu,fra,lat	loan
liknavý		native
likvidovat	ita,lat	loan
lila	deu,fra,ara,pes	loan
lilek	gmh,lat	loan
lilie	lat	loan
lilipután	eng	loan
límec		native
limit	fra,lat	loan
limonáda	deu,fra,ita	loan
limuzína	fra	loan
lín		native
línat		native
lingvistika	lat	loan
linie	gmh,lat	loan
lino(leum)	lat	loan
linout se		native
líný		native
lípa		native
lipan		native
lípat		native
lipidy	ell	loan
lira	ita,lat	loan
lis		native
lísat se		native
líska1	ine	loan
líska2	pol	loan
list		native
lišaj	slk	loan
lišej		native
lišit (se)		native
liška		native
lišta	gmh	loan
lít		native
litanie	lat,ell	loan
litera	lat	loan
literatura	lat	loan
lítice		native
líto		native
litografie	ell	loan
litovat		native
litr	deu,fra,ell	loan
liturgie	lat,ell	loan
lítý		native
livrej	deu,fra	loan
lízat		native
lkát		native
lnout		native
loajální	fra,lat	loan
lob	eng	loan
lobby	eng,lat,gem	loan
loď		native
lodyha	pol,rus	loan
lodžie	ita,gem	loan
-log	ell	loan
logaritmus	ell	loan
-logie	ell	loan
logika	lat,ell	loan
logo	eng,ell	loan
logopedie	ell	loan
lógr	deu	loan
loch	gmh	loan
lochtat		native
lokace	lat	loan
lokaj	bar	loan
lokál1	deu,fra	loan
lokál2	deu,lat	loan
lokální	deu,fra,lat	loan
lokat		native
loket		native
lokna	deu	loan
lokomotiva	eng,lat	loan
loktuše	deu	loan
lomcovat		native
lomikámen		native
lomit		native
lomozit		native
loni		native
looping	eng	loan
lopata		native
lopotit (se)		native
lopuch		native
lord	eng	loan
lori1	fra,nld	loan
lori2	eng,zlm	loan
lorňon	fra,frk	loan
los1		native
los2	deu	loan
losos		native
loterie	deu	loan
loto	deu,ita,fro,frk	loan
lotos	ell	loan
lotr	lat	loan
loubí		native
louč		native
loučit (se)		native
loudat se		native
loudit		native
louh	goh,gmh	loan
louka		native
loukoť		native
loupat		native
loupit		native
louskat		native
loutka		native
loutna	gmh	loan
louže	dsb	loan
lovit		native
lože		native
lóže		native
-ložit		native
lpět		native
lstivý		native
lub		native
lucerna	lat	loan
lucifer	lat	loan
lučina		native
lues	lat	loan
luft	deu	loan
luh		native
lůj		native
luk		native
lukrativní	lat	loan
lulat		native
lulka		native
lumen	lat,ine	loan
lumík	deu	loan
luminiscence	lat	loan
lump	deu	loan
luna		native
luňák		native
lunární	lat	loan
luneta	fra,lat	loan
lůno		native
lunt	deu	loan
lupa	deu,fra	loan
lupat		native
lupen		native
lupenka		native
lupina	deu,lat	loan
lupnout		native
lusk		native
luskat		native
lustr	deu,fra,ita,lat	loan
lustrace	lat	loan
luštěnina		native
luštit	rus	loan
luterán	deu	loan
lux1	lat	loan
lux2	lat	loan
luxace	lat	loan
luxus	deu,lat	loan
lůza	deu,ine	loan
luzný		native
lůžko		native
lyceum	lat,ell	loan
lýko		native
lymfa	lat	loan
lynč	eng	loan
lyra	lat,ell	loan
lysý		native
lýtko		native
lyzol	lat,ell	loan
lyže	rus	loan
lze		native
lžíce		native
macarát	slv	loan
macatý		native
macecha		native
macek1		native
macek2		native
macerovat	lat	loan
maces	heb	loan
maceška	ita	loan
mač	eng	loan
máčet		native
mačeta	spa	loan
mačkat		native
mačky	slk	loan
madam	fra,lat	loan
madlo		native
madona	ita	loan
madrigal	ita	loan
maestro	ita,lat	loan
mafie	ita	loan
mág	lat,ell,peo	loan
magazín	deu,ita,ara	loan
magistr	lat	loan
magistrála	deu,lat	loan
magistrát	lat	loan
magma	deu,lat,ell,ine	loan
magnát	deu,lat	loan
magnet	deu,lat,ell	loan
magnetofon	fra	loan
magnezium	lat,ell	loan
Magnificence	lat	loan
magnolie	lat	loan
magor		native
mahagon	deu,eng	loan
mahárádža	eng	loan
máchat		native
machinace	lat	loan
machna		native
machorka	nld	loan
machr	deu	loan
máj	lat	loan
maják	rus	loan
majáles	lat	loan
majestát	lat	loan
majetek		native
majitel		native
majlant	ita,deu	loan
majolika	ita	loan
majonéza	fra	loan
major	deu,spa,lat	loan
majoránka		native
majordomus	lat	loan
majorita	lat	loan
majuskule	lat	loan
majzlík	deu	loan
majznout	deu	loan
mák		native
makadam	eng	loan
makak	por	loan
makarony	ita	loan
makat		native
maketa	fra,ita,lat	loan
make-up	eng	loan
makléř	deu,dum	loan
makrela	deu,dum	loan
makro-	ell	loan
makrobiotika	ell	loan
makroekonomika		loan
makrokosmos	ell	loan
makulatura	deu,lat	loan
malachit	ell	loan
malárie	ita	loan
malátný	ita	loan
málem		native
malér	fra	loan
maligní	lat	loan
malicherný		native
malina		native
malomocný		native
malovat	deu,goh	loan
malta	ita,lat,ell	loan
maltézský	ita	loan
malvaz	ita	loan
malý		native
máma		native
mameluk	fra,ara	loan
mámit		native
mamlas		native
mamograf	lat	loan
mamon	lat,ell,arc	loan
mamut	deu,rus	loan
mamzel	fra	loan
man	gmh	loan
mana	lat,ell,heb	loan
maňásek		native
manažer	eng,ita	loan
mančaft	deu	loan
mandant	deu,fra,lat	loan
mandarín	deu,por,zlm	loan
mandarinka	deu,spa	loan
mandát	lat	loan
mandl	deu,lat,ell	loan
mandle	deu,gmh,goh,lat,ell	loan
mandolína	deu,fra,ita,lat,ell	loan
mandragora	lat,ell	loan
mandril	eng	loan
maně		native
manekýn	deu,fra,dum	loan
manévr	deu,fra,lat	loan
manéž	fra,ita,lat	loan
mangan	deu,ita	loan
mango	deu,por	loan
mánie	lat,ell	loan
manifest	deu,lat	loan
maník	deu	loan
manikúra	fra,lat	loan
maniok	fra,spa	loan
manipulovat	fra,frm,lat	loan
manko	ita,lat	loan
manometr	fra	loan
mansarda	fra	loan
manšaft	deu	loan
manšestr	eng	loan
mantinel	ita	loan
mantisa	lat	loan
manuál	lat	loan
manuální	lat	loan
manufaktura	deu,lat	loan
manuskript	lat	loan
manýra	deu,fro	loan
manžel	goh	loan
manžeta	deu,fra,lat	loan
mapa	deu,lat	loan
marabu	fra,ara	loan
marakuja	por	loan
marasmus	fra	loan
marast	deu,gml,dum,frm,fro,gem	loan
maraton	ell	loan
marcipán	deu,ita	loan
margarín	fra,ell	loan
marginální	lat	loan
mariáš	fra	loan
marihuana	eng,spa	loan
marína	deu,fra,lat	loan
marináda	fra	loan
maringotka	fra	loan
marioneta	deu,fra	loan
marka	deu	loan
markantní	deu,fra,gem	loan
marketing	eng,lat	loan
markovat	fra	loan
markrabě	gmh	loan
markýrovat	deu,fra	loan
markytánka	deu,ita,lat	loan
markýz	fra,gem	loan
marmeláda	deu,fra,por,lat,ell	loan
márnice	deu	loan
marný		native
