,index,první.rodič,druhý.rodič,třetí.rodič,čtvrtý.rodič,neoklasické.kompozitum,číslovka,počet.rodičů,chemické.názvosloví,není.kompozitum,přejaté.jako.celek..ne.z.GR.nebo.LA,Derivát,reverse_lemma,Struktura,první.rodič.v.search3,druhý.rodič.v.search3
667,technickoprovozní,technický,provoz.provozní,,,0,0,2,0,0,0,0,ínzovorpokcinhcet,,True,True
103,temněrůžový,temně,temný.temně,,,0,0,2,0,0,0,0,ývožůrěnmet,,True,True
600,tentokrát,tento,krát,,,0,0,2,0,1,0,0,tárkotnet,,True,True
382,těžkoatletický,těžký,atletika.atletický,,,0,0,2,0,0,0,0,ýkciteltaokžět,,True,True
612,toxinologie,toxin,-log-,,,1,0,2,0,0,0,0,eigolonixot,,True,False
1408,transaustralský,trans,Austrálie.australský,,,1,0,2,0,0,0,0,ýkslartsuasnart,,True,True
472,troubleshooting,trouble,shooting,,,0,0,2,0,0,1,0,gnitoohselbuort,,False,False
390,trucsenát,truc,Senát.senát,,,0,0,2,0,0,0,0,tánescurt,,True,True
29,trucsjezd,truc,sjezd,,,0,0,2,0,0,0,0,dzejscurt,,True,True
436,třícyklový,tři,-cykl-,,,0,1,2,0,0,0,0,ývolkycířt,,True,True
384,tříatomový,tři,atom.atomový,,,0,1,2,0,0,0,0,ývomotaířt,,True,True
621,trojbarevný,tři,barva.barevný,,,0,0,2,0,0,0,0,ýnverabjort,,True,True
1057,trojblik,tři,blik,,,0,0,2,0,0,0,0,kilbjort,,True,False
1266,trojctihodný,tři,ctihodný,,,0,1,2,0,0,0,0,ýndohitcjort,,True,True
697,trojdenní,tři,den.denní,,,0,1,2,0,0,0,0,ínnedjort,,True,True
977,trojdohoda,tři,dohoda,,,0,1,2,0,0,0,0,adohodjort,,True,True
377,třídolarový,tři,dolar.dolarový,,,1,1,2,0,0,0,0,ývoralodířt,,True,True
809,trojdráha,tři,dráha,,,0,1,2,0,0,0,0,ahárdjort,,True,True
743,tříelektrodový,tři,elektroda.eletrodový,,,0,1,2,0,0,0,0,ývodortkeleířt,,True,True
792,tříetapový,tři,etapa.etapový,,,0,1,2,0,0,0,0,ývopateířt,,True,True
929,trojfunkční,tři,funkce.funkční,,,0,1,2,0,0,0,0,ínčknufjort,,True,True
1449,trojhák,tři,hák,,,0,1,2,0,0,0,0,káhjort,,True,True
1344,trojhonný,tři,hon.honit,,,0,1,2,0,0,0,0,ýnnohjort,,True,False
902,trojhran,tři,hrana,,,0,0,2,0,0,0,0,narhjort,,True,True
19,trojinscenace,tři,inscenace,,,0,1,2,0,0,0,0,ecanecsnijort,,True,True
1412,trojkapsový,tři,kapsa.kapsový,,,0,1,2,0,0,0,0,ývospakjort,,True,True
954,trojkomorový,tři,komora.komorový,,,0,1,2,0,0,0,0,ývoromokjort,,True,True
1101,tříkošilový,tři,košile.košilový,,,1,1,2,0,0,0,0,ývolišokířt,,True,True
325,tříkotlový,tři,kotel.kotlový,,,0,1,2,0,0,0,0,ývoltokířt,,True,True
1224,třílampový,tři,lampa.lampový,,,0,1,2,0,0,0,0,ývopmalířt,,True,True
1442,trojmezenský,tři,mezenský,,,0,1,2,0,0,0,Trojmezná,ýksnezemjort,,True,False
1324,třímotorový,tři,motor.motorový,,,0,1,2,0,0,0,0,ývorotomířt,,True,True
604,tříoktávový,tři,oktáva.oktávový,,,0,1,2,0,0,0,0,ývovátkoířt,,True,True
360,třípapežství,tři,papež.papežství,,,1,1,2,0,0,0,0,ívtsžepapířt,,True,True
58,trojpěšec,tři,pěšec,,,0,1,2,0,0,0,0,cešěpjort,,True,True
895,třípísničkový,tři,písnička.písničkový,,,0,1,2,0,0,0,0,ývokčinsípířt,,True,True
1410,trojpodlažní,tři,podlaží.podlažní,,,0,1,2,0,0,0,0,ínžaldopjort,,True,False
808,trojpoměr,tři,poměr,,,0,1,2,0,0,0,0,rěmopjort,,True,True
514,trojprostorový,tři,prostor.prostorový,,,0,1,2,0,0,0,0,ývorotsorpjort,,True,True
923,trojramenný,tři,rameno,,,0,0,2,0,0,0,0,ýnnemarjort,,True,False
269,trojrychlostní,tři,rychlost.rychlostní,,,0,1,2,0,0,0,0,íntsolhcyrjort,,True,True
752,tříslabičný,tři,slabika.slabičný,,,0,1,2,0,0,0,0,ýnčibalsířt,,True,True
716,třístránkový,tři,stránka.stránkový,,,0,1,2,0,0,0,0,ývoknártsířt,,True,True
324,trojsvatba,tři,svatba,,,0,1,2,0,0,0,0,abtavsjort,,True,True
425,trojtažka,tři,tah.táhnout,,,0,1,2,0,0,0,0,akžatjort,,True,True
274,trojtečka,tři,tečka,,,0,1,2,0,0,0,0,akčetjort,,True,True
398,trojtřídní,tři,třída.třídní,,,1,1,2,0,0,0,0,índířtjort,,True,True
894,trojúrovňový,tři,úroveň.úrovňový,,,0,1,2,0,0,0,0,ývoňvorújort,,True,True
559,třívřetenový,tři,vřeteno.vřetenový,,,0,1,2,0,0,0,0,ývoneteřvířt,,True,True
1423,třívýhonkový,tři,výhonek.výhonkový,,,0,1,2,0,0,0,0,ývoknohývířt,,True,True
1295,trojvýstava,tři,výstava,,,0,1,2,0,0,0,0,avatsývjort,,True,True
987,třiadvacetičlenný,třiadvacet,člen.členný,,,0,1,2,0,0,0,0,ýnnelčitecavdaiřt,,True,True
806,třicetidolarový,třicet,dolar.dolarový,,,0,0,2,0,0,0,0,ývoraloditeciřt,,True,True
1014,třicetilitr,třicet,litr,,,0,1,2,0,0,0,0,rtiliteciřt,,True,True
590,třináctidenní,třináct,den.denní,,,0,1,2,0,0,0,0,ínneditcániřt,,True,True
1053,třináctidílný,třináct,díl,,,0,1,2,0,0,0,0,ýnlíditcániřt,,True,True
286,třináctiletý,třináct,léto.letý,,,0,1,2,0,0,0,0,ýtelitcániřt,,True,True
665,třináctiminutový,třináct,minuta.minutový,,,0,1,2,0,0,0,0,ývotunimitcániřt,,True,True
891,třináctiposchoďový,třináct,poschodí.poschoďový,,,0,1,2,0,0,0,0,ývoďohcsopitcániřt,,True,True
669,tvorbychtivý,tvorba,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcybrovt,,True,True
622,ufonaut,ufo,-naut-,,,1,0,2,0,0,0,0,tuanofu,,True,False
732,uhlovodík,uhlík,vodík,,,0,0,2,0,0,0,0,kídovolhu,,True,True
415,uměleckohistorický,umělecký,historický,,,0,0,2,0,0,0,0,ýkcirotsihokcelěmu,,True,True
138,umělohmotný,umělý,hmota.hmotný,,,0,0,2,0,0,0,0,ýntomholěmu,,True,True
228,úzkoletý,úzký,let.létat,,,0,0,2,0,0,0,0,ýtelokzú,,True,False
750,úžasuplný,úžas,plný,,,0,0,2,0,0,0,0,ýnlpusažú,,True,True
870,vakuokompresor,vakuum,kompresor,,,1,0,2,0,0,0,0,roserpmokoukav,,True,True
300,vědeckopopulární,vědecký,populární,,,0,0,2,0,0,0,0,ínrálupopokceděv,,True,True
8,vektografie,vektor,-graf-,,,1,0,2,0,0,0,0,eifargotkev,,True,False
312,velikotvárný,veliký,tvárný,,,0,0,2,0,0,0,0,ýnrávtokilev,,True,True
1312,velkobítešský,velký,Bíteš.bítešský,,,0,0,2,0,0,0,0,ýksšetíboklev,,True,True
648,velkodechý,velký,dech,,,0,0,2,0,0,0,0,ýhcedoklev,,True,True
1237,veledůkladný,velký,důkladný,,,0,0,2,0,0,0,0,ýndalkůdelev,,False,True
149,velkoelektrárenský,velký,elektrárenský,,,0,0,2,0,0,0,velkoelektrárna,ýksnerártkeleoklev,,True,True
308,velkohit,velký,hit,,,0,0,2,0,0,0,0,tihoklev,,True,True
288,velehory,velký,hory,,,0,0,2,0,0,0,0,yrohelev,,False,False
1368,velkohospodář,velký,hospodář,,,0,0,2,0,0,0,0,řádopsohoklev,,True,True
91,velechytře,velký,chytrý.chytře,,,0,0,2,0,0,0,velechytrý,eřtyhcelev,,True,True
1130,velkokřižník,velký,křižník,,,0,0,2,0,0,0,0,kínžiřkoklev,,True,True
1358,velemlok,velký,mlok,,,0,0,2,0,0,0,0,kolmelev,,False,True
1125,velkonájemce,velký,nájemce,,,0,0,2,0,0,0,0,ecmejánoklev,,True,True
217,velkoodběr,velký,odběr,,,0,0,2,0,0,0,0,rěbdooklev,,True,True
970,velepilný,velký,pilný,,,0,0,2,0,0,0,0,ýnlipelev,,False,True
569,velkoprádelna,velký,prádelna,,,0,0,2,0,0,0,0,anledárpoklev,,True,True
3,velkorozměrový,velký,rozměr.rozměrový,,,0,0,2,0,0,0,0,ývorěmzoroklev,,True,True
775,velříše,velký,říše,,,0,0,2,0,0,0,0,ešířlev,,True,True
1304,velkosedlák,velký,sedlák,,,0,0,2,0,0,0,0,káldesoklev,,True,True
638,veleškodlivý,velký,škodlivý,,,0,0,2,0,0,0,0,ývildokšelev,,True,True
260,veletoč,velký,toč.točit,,,0,0,2,0,0,0,0,čotelev,,False,False
629,veleučený,velký,učený.učit,,,0,0,2,0,0,0,0,ýnečuelev,,False,True
1462,velevědecký,velký,vědecký,,,0,0,2,0,0,0,0,ýkceděvelev,,False,True
303,velkozrnný,velký,zrno.zrnný,,,0,0,2,0,0,0,0,ýnnrzoklev,,True,True
984,veležádoucí,velký,žádoucí,,,0,0,2,0,0,0,0,ícuodáželev,,False,True
1392,větněčlenský,větný,člen.členský,,,0,0,2,0,0,0,0,ýksnelčěntěv,,True,True
451,videoskop,video,-skop-,,,1,0,2,0,0,0,0,poksoediv,,True,False
1482,videobuffer,video,buffer,,,0,0,2,0,1,0,0,reffuboediv,,True,True
297,videoeditovat,video,editovat,,,0,0,2,0,0,0,0,tavotideoediv,,True,True
175,videohardware,video,hardware,,,0,0,2,0,0,0,0,erawdrahoediv,,True,False
529,videohra,video,hra,,,0,0,2,0,0,0,0,arhoediv,,True,True
416,videokopie,video,kopie,,,0,0,2,0,0,0,0,eipokoediv,,True,True
76,videoport,video,port,,,0,0,2,0,0,0,0,tropoediv,,True,True
479,videopromítačka,video,promítačka,,,0,0,2,0,0,0,0,akčatímorpoediv,,True,True
620,vinobraní,víno,brát.braní,,,0,0,2,0,0,0,0,ínarboniv,,True,True
734,Vladimír,vládnout,mír,,,0,0,2,0,0,0,0,rímidalV,,True,True
141,vlakvedoucí,vlak,vedoucí,,,0,0,2,0,0,0,0,ícuodevkalv,,True,True
571,vlastimilovný,vlast,milovný.milovat,,,0,0,2,0,0,0,0,ýnvolimitsalv,,True,True
673,vlezprdelka,vlézt,prdelka,,,0,0,2,0,0,0,0,akledrpzelv,,True,True
1093,vnitrorepublikový,vnitro,republika.republikový,,,0,0,2,0,0,0,0,ývokilbuperortinv,,True,True
491,vodotok,voda,tok.téci,,,0,0,2,0,0,0,0,kotodov,,True,True
603,vojenskoprůmyslový,vojenský,průmysl.průmyslový,,,0,0,2,0,0,0,0,ývolsymůrpoksnejov,,True,True
639,vojenskostrategický,vojenský,strategie.strategický,,,0,0,2,0,0,0,0,ýkcigetartsoksnejov,,True,True
406,vojenskotechnický,vojenský,technika.technický,,,0,0,2,0,0,0,0,ýkcinhcetoksnejov,,True,True
1187,vokalogram,vokál,-gram-,,,0,0,2,0,0,0,0,margolakov,,True,False
945,vstřícnolistý,vstřícný,list,,,0,0,2,0,0,0,0,ýtsiloncířtsv,,True,False
729,všejsoucí,vše,být.jsoucí,,,0,0,2,0,0,0,0,ícuosješv,,True,True
1405,všehochuť,vše,chuť,,,0,0,2,0,0,0,0,ťuhcohešv,,True,True
1308,všelisjak,vše,jak,,,0,0,2,0,0,0,0,kajsilešv,,True,True
647,všekapitalistický,vše,kapitalistický,,,0,0,2,0,0,0,0,ýkcitsilatipakešv,,True,True
994,všelikde,vše,kde,,,0,0,2,0,0,0,0,edkilešv,,True,True
51,všekřesťanský,vše,křesťanský,,,0,0,2,0,0,0,0,ýksnaťseřkešv,,True,True
650,všelidový,vše,lid.lidový,,,0,0,2,0,0,0,0,ývodilešv,,True,True
927,všemohoucný,vše,mohoucný.moci,,,0,0,2,0,0,0,0,ýncuohomešv,,True,True
177,všeprodejný,vše,prodejný,,,0,0,2,0,0,0,0,ýnjedorpešv,,True,True
555,všepřemáhající,vše,přemáhat.přemáhající,,,0,0,2,0,0,0,0,ícíjahámeřpešv,,True,True
1487,všetečný,vše,téci,,,0,0,2,0,0,0,0,ýnčetešv,,True,True
1470,vševysvětlující,vše,vysvětlovat.vysvětlující,,,0,0,2,0,0,0,0,ícíjultěvsyvešv,,True,True
146,východokarpatský,východ,Karpaty.karpatský,,,0,0,2,0,0,0,0,ýkstaprakodohcýv,,True,True
336,východoslavonský,východ,slavonský,,,0,0,2,0,0,0,0,ýksnovalsodohcýv,,True,True
73,výrazuplný,výraz,plný,,,0,0,2,0,0,0,0,ýnlpuzarýv,,True,True
601,vysokofrekventní,vysoký,frekvence.frekventní,,,0,0,2,0,0,0,0,íntnevkerfokosyv,,True,False
152,vysokomolekulární,vysoký,molekula.molekulární,,,1,0,2,0,0,0,0,ínrálukelomokosyv,,True,True
1309,vysokomýtský,vysoký,Mýto.mýtský,,,0,0,2,0,0,0,0,ýkstýmokosyv,,True,True
920,vysokopecař,vysoký,pecař,,,0,0,2,0,0,0,0,řacepokosyv,,True,True
489,vysokorodný,vysoký,rodit.rodný,,,0,0,2,0,0,0,0,ýndorokosyv,,True,True
1198,vysokorozený,vysoký,rozený.rodit,,,0,0,2,0,0,0,0,ýnezorokosyv,,True,True
470,vysokoteplotní,vysoký,teplota.teplotná,,,0,0,2,0,0,0,0,íntolpetokosyv,,True,True
258,vysokoújezdský,vysoký,Újezd.újezdský,,,0,0,2,0,0,0,0,ýksdzejúokosyv,,True,True
126,vzletuplný,vzlet,plný,,,0,0,2,0,0,0,0,ýnlputelzv,,True,True
967,walkman,walk,man,,,0,0,2,0,1,0,0,namklaw,,False,True
817,westcoastový,west,coast,,,0,0,2,0,1,0,Westcoast,ývotsaoctsew,,False,False
1342,terazijský,X,X,,,1,0,2,0,0,1,0,ýksjizaret,,True,True
1495,reprezentance,X,X,,,0,0,2,0,1,1,0,ecnatnezerper,,True,True
316,xerotermní,xeros,-termo-,,,1,0,2,0,0,0,0,ínmretorex,,False,False
1176,západoslovenský,západ,Slovensko.slovenský,,,0,0,2,0,0,0,0,ýksnevolsodapáz,,True,True
1073,zatměníchtivý,zatmění,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcíněmtaz,,True,True
1465,zelenobranský,zelený,Brána.branský,,,0,0,2,0,0,0,0,ýksnarbonelez,,True,True
5,zelenofialový,zelený,fialový,,,0,0,2,0,0,0,0,ývolaifonelez,,True,True
1144,zelenokabátník,zelený,kabát.kabátník,,,0,0,2,0,0,0,0,kíntábakonelez,,True,True
1212,zelenokvětý,zelený,květ,,,0,0,2,0,0,0,0,ýtěvkonelez,,True,True
1048,zeměchtivý,země,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcěmez,,True,True
1082,zemětřesení,země,třesení,,,0,0,2,0,0,0,0,íneseřtěmez,,True,True
133,zemědělskolesnický,zemědělský,lesnický.lesnictví,,,0,0,2,0,0,0,0,ýkcinselokslěděmez,,True,True
1378,zimomorný,zima,mor.mořit,,,0,0,2,0,0,0,0,ýnromomiz,,True,False
1464,zlatavofialový,zlatavý,fialový,,,0,0,2,0,0,0,0,ývolaifovatalz,,True,True
397,zlomkrky,zlomit,krk,,,0,0,2,0,0,0,0,ykrkmolz,,True,True
1444,znovudefinovat,znovu,definovat,,,0,0,2,0,0,0,0,tavonifeduvonz,,True,True
202,znovunatočit,znovu,natočit,,,0,0,2,0,0,0,0,tičotanuvonz,,True,True
1151,znovunavrátit,znovu,navrátit,,,0,0,2,0,0,0,0,titárvanuvonz,,True,True
1296,znovuotevřít,znovu,otevřit,,,0,0,2,0,0,0,0,tířvetouvonz,,True,False
1297,znovuovládnutí,znovu,ovládnutí,,,0,0,2,0,0,0,0,ítundálvouvonz,,True,True
904,znovupohřbít,znovu,pohřbít,,,0,0,2,0,0,0,0,tíbřhopuvonz,,True,False
215,znovupotvrdit,znovu,potvrdit,,,0,0,2,0,0,0,0,tidrvtopuvonz,,True,True
183,znovustvořit,znovu,stvořit,,,0,0,2,0,0,0,0,tiřovtsuvonz,,True,True
976,znovuumístění,znovu,umístění,,,0,0,2,0,0,0,0,ínětsímuuvonz,,True,True
1494,znovuvysvěcení,znovu,vysvěcení,,,0,0,2,0,0,0,0,ínecěvsyvuvonz,,True,True
174,znovuzrodit,znovu,zrodit,,,0,0,2,0,0,0,0,tidorzuvonz,,True,True
1228,zvědochtivý,zvěd,chtít.chtivý,,,0,0,2,0,0,0,0,ývithcoděvz,,True,True
868,zvrtohlavit,zvrtat,hlava,,,0,0,2,0,0,0,0,tivalhotrvz,,True,False
742,Železnobrodsko,železný,Brod.brodský,,,0,0,2,0,0,0,0,oksdorbonzeleŽ,,True,True
1483,židovskoimperialistický,židovský,imperialistický.imperialismus,,,0,0,2,0,0,0,0,ýkcitsilairepmioksvodiž,,True,True
1446,životodárce,život,dárce,,,0,0,2,0,0,0,0,ecrádotoviž,,True,True
277,žlutavozelený,žlutavý,zelený,,,0,0,2,0,0,0,0,ýnelezovatulž,,True,True
1140,žlutohnědý,žlutý,hnědý,,,0,0,2,0,0,0,0,ýděnhotulž,,True,True
643,žlutohřbetý,žlutý,hřbet,,,0,0,2,0,0,0,0,ýtebřhotulž,,True,True
