novy par: afakie --> afakický	 pravidlo: N-e --> A-cký
novy par: výsypka --> výsypkový	 pravidlo: N-a --> A-ový
novy par: výška --> výškový	 pravidlo: N-a --> A-ový
novy par: výtah --> výtahový	 pravidlo: N- --> A-ový
novy par: výtlak --> výtlakový	 pravidlo: N- --> A-ový
novy par: výtok --> výtokový	 pravidlo: N- --> A-ový
novy par: výuka --> výukový	 pravidlo: N-a --> A-ový
novy par: vývěska --> vývěskový	 pravidlo: N-a --> A-ový
novy par: vývin --> vývinový	 pravidlo: N- --> A-ový
novy par: vývod --> vývodový	 pravidlo: N- --> A-ový
novy par: vývojný --> vývojový	 pravidlo: A-ný --> A-ový
novy par: vývrtka --> vývrtkový	 pravidlo: N-a --> A-ový
novy par: významný --> významový	 pravidlo: A-ný --> A-ový
novy par: výzva --> výzvový	 pravidlo: N-a --> A-ový
novy par: výživný --> výživový	 pravidlo: A-ný --> A-ový
novy par: vzduch --> vzduchový	 pravidlo: N- --> A-ový
novy par: vzhledný --> vzhledový	 pravidlo: A-ný --> A-ový
novy par: vzletný --> vzletový	 pravidlo: A-ný --> A-ový
novy par: vznět --> vznětový	 pravidlo: N- --> A-ový
novy par: vzorný --> vzorový	 pravidlo: A-ný --> A-ový
novy par: vzpěrný --> vzpěrový	 pravidlo: A-ný --> A-ový
novy par: vzpomínka --> vzpomínkový	 pravidlo: N-a --> A-ový
novy par: vzrůstný --> vzrůstový	 pravidlo: A-ný --> A-ový
novy par: vztah --> vztahový	 pravidlo: N- --> A-ový
novy par: vztlak --> vztlakový	 pravidlo: N- --> A-ový
novy par: western --> westernový	 pravidlo: N- --> A-ový
novy par: windsurfing --> windsurfingový	 pravidlo: N- --> A-ový
novy par: wolfram --> wolframový	 pravidlo: N- --> A-ový
novy par: wrestling --> wrestlingový	 pravidlo: N- --> A-ový
novy par: xenon --> xenonový	 pravidlo: N- --> A-ový
novy par: xerox --> xeroxový	 pravidlo: N- --> A-ový
novy par: xylofon --> xylofonový	 pravidlo: N- --> A-ový
novy par: yard --> yardový	 pravidlo: N- --> A-ový
novy par: ypsilon --> ypsilonový	 pravidlo: N- --> A-ový
novy par: záběh --> záběhový	 pravidlo: N- --> A-ový
novy par: zabijačka --> zabijačkový	 pravidlo: N-a --> A-ový
novy par: zabíjačka --> zabíjačkový	 pravidlo: N-a --> A-ový
novy par: zabiják --> zabijákový	 pravidlo: N- --> A-ový
novy par: záblesk --> zábleskový	 pravidlo: N- --> A-ový
novy par: zábrus --> zábrusový	 pravidlo: N- --> A-ový
novy par: záclona --> záclonový	 pravidlo: N-a --> A-ový
novy par: záda --> zádový	 pravidlo: N-a --> A-ový
novy par: zadina --> zadinový	 pravidlo: N-a --> A-ový
novy par: záď --> záďový	 pravidlo: N- --> A-ový
novy par: zahálka --> zahálkový	 pravidlo: N-a --> A-ový
novy par: záhon --> záhonový	 pravidlo: N- --> A-ový
novy par: záchod --> záchodový	 pravidlo: N- --> A-ový
novy par: záchvat --> záchvatový	 pravidlo: N- --> A-ový
novy par: záchytný --> záchytový	 pravidlo: A-ný --> A-ový
novy par: zájezd --> zájezdový	 pravidlo: N- --> A-ový
novy par: zákal --> zákalový	 pravidlo: N- --> A-ový
novy par: zakázka --> zakázkový	 pravidlo: N-a --> A-ový
novy par: zákaz --> zákazový	 pravidlo: N- --> A-ový
novy par: základna --> základnový	 pravidlo: N-a --> A-ový
novy par: základ --> základový	 pravidlo: N- --> A-ový
novy par: zákluz --> zákluzový	 pravidlo: N- --> A-ový
novy par: zákop --> zákopový	 pravidlo: N- --> A-ový
novy par: zákrok --> zákrokový	 pravidlo: N- --> A-ový
novy par: zákryt --> zákrytový	 pravidlo: N- --> A-ový
novy par: zákuska --> zákuskový	 pravidlo: N-a --> A-ový
novy par: zákys --> zákysový	 pravidlo: N- --> A-ový
novy par: zálivka --> zálivkový	 pravidlo: N-a --> A-ový
novy par: záloha --> zálohový	 pravidlo: N-a --> A-ový
novy par: záložka --> záložkový	 pravidlo: N-a --> A-ový
novy par: záměnný --> záměnový	 pravidlo: A-ný --> A-ový
novy par: zámiš --> zámišový	 pravidlo: N- --> A-ový
novy par: zánět --> zánětový	 pravidlo: N- --> A-ový
novy par: západka --> západkový	 pravidlo: N-a --> A-ový
novy par: zápach --> zápachový	 pravidlo: N- --> A-ový
novy par: zápalka --> zápalkový	 pravidlo: N-a --> A-ový
novy par: zápas --> zápasový	 pravidlo: N- --> A-ový
novy par: zápisný --> zápisový	 pravidlo: A-ný --> A-ový
novy par: záplava --> záplavový	 pravidlo: N-a --> A-ový
novy par: záporný --> záporový	 pravidlo: A-ný --> A-ový
novy par: zápůjčka --> zápůjčkový	 pravidlo: N-a --> A-ový
novy par: zápustka --> zápustkový	 pravidlo: N-a --> A-ový
novy par: záruka --> zárukový	 pravidlo: N-a --> A-ový
novy par: zářivka --> zářivkový	 pravidlo: N-a --> A-ový
novy par: zásad --> zásadový	 pravidlo: N- --> A-ový
novy par: zásah --> zásahový	 pravidlo: N- --> A-ový
novy par: zásek --> zásekový	 pravidlo: N- --> A-ový
novy par: zásilka --> zásilkový	 pravidlo: N-a --> A-ový
novy par: zásluha --> zásluhový	 pravidlo: N-a --> A-ový
novy par: zásobník --> zásobníkový	 pravidlo: N- --> A-ový
novy par: zastávka --> zastávkový	 pravidlo: N-a --> A-ový
novy par: zástěrka --> zástěrkový	 pravidlo: N-a --> A-ový
novy par: zástrčka --> zástrčkový	 pravidlo: N-a --> A-ový
novy par: zástupný --> zástupový	 pravidlo: A-ný --> A-ový
novy par: zásuvka --> zásuvkový	 pravidlo: N-a --> A-ový
novy par: zásyp --> zásypový	 pravidlo: N- --> A-ový
novy par: záškrt --> záškrtový	 pravidlo: N- --> A-ový
novy par: zátah --> zátahový	 pravidlo: N- --> A-ový
novy par: zátěžný --> zátěžový	 pravidlo: A-ný --> A-ový
novy par: zátoka --> zátokový	 pravidlo: N-a --> A-ový
novy par: zátop --> zátopový	 pravidlo: N- --> A-ový
novy par: závadný --> závadový	 pravidlo: A-ný --> A-ový
novy par: zavařenina --> zavařeninový	 pravidlo: N-a --> A-ový
novy par: zavážka --> zavážkový	 pravidlo: N-a --> A-ový
novy par: závěj --> závějový	 pravidlo: N- --> A-ový
novy par: závěrka --> závěrkový	 pravidlo: N-a --> A-ový
novy par: závěrný --> závěrový	 pravidlo: A-ný --> A-ový
novy par: závěsný --> závěsový	 pravidlo: A-ný --> A-ový
novy par: závin --> závinový	 pravidlo: N- --> A-ový
novy par: závit --> závitový	 pravidlo: N- --> A-ový
novy par: závlaha --> závlahový	 pravidlo: N-a --> A-ový
novy par: závoj --> závojový	 pravidlo: N- --> A-ový
novy par: závora --> závorový	 pravidlo: N-a --> A-ový
novy par: závorka --> závorkový	 pravidlo: N-a --> A-ový
novy par: záznam --> záznamový	 pravidlo: N- --> A-ový
novy par: zázvorka --> zázvorkový	 pravidlo: N-a --> A-ový
novy par: zázvor --> zázvorový	 pravidlo: N- --> A-ový
novy par: zážeh --> zážehový	 pravidlo: N- --> A-ový
novy par: zbožný --> zbožový	 pravidlo: A-ný --> A-ový
novy par: zbraň --> zbraňový	 pravidlo: N- --> A-ový
novy par: zdroj --> zdrojový	 pravidlo: N- --> A-ový
novy par: zdvih --> zdvihový	 pravidlo: N- --> A-ový
novy par: zebra --> zebrový	 pravidlo: N-a --> A-ový
novy par: zelenina --> zeleninový	 pravidlo: N-a --> A-ový
novy par: zemák --> zemákový	 pravidlo: N- --> A-ový
novy par: zenit --> zenitový	 pravidlo: N- --> A-ový
novy par: zen --> zenový	 pravidlo: N- --> A-ový
novy par: zídka --> zídkový	 pravidlo: N-a --> A-ový
novy par: zimolez --> zimolezový	 pravidlo: N- --> A-ový
novy par: zimostráz --> zimostrázový	 pravidlo: N- --> A-ový
novy par: zirkon --> zirkonový	 pravidlo: N- --> A-ový
novy par: zisk --> ziskový	 pravidlo: N- --> A-ový
novy par: zjevný --> zjevový	 pravidlo: A-ný --> A-ový
novy par: zkouška --> zkouškový	 pravidlo: N-a --> A-ový
novy par: zkratka --> zkratkový	 pravidlo: N-a --> A-ový
novy par: zkrat --> zkratový	 pravidlo: N- --> A-ový
novy par: zkumavka --> zkumavkový	 pravidlo: N-a --> A-ový
novy par: zlatník --> zlatníkový	 pravidlo: N- --> A-ový
novy par: zlatný --> zlatový	 pravidlo: A-ný --> A-ový
novy par: zlom --> zlomový	 pravidlo: N- --> A-ový
novy par: změnný --> změnový	 pravidlo: A-ný --> A-ový
novy par: zmrzlina --> zmrzlinový	 pravidlo: N-a --> A-ový
novy par: značka --> značkový	 pravidlo: N-a --> A-ový
novy par: znak --> znakový	 pravidlo: N- --> A-ový
novy par: známka --> známkový	 pravidlo: N-a --> A-ový
novy par: zóna --> zónový	 pravidlo: N-a --> A-ový
novy par: způsobný --> způsobový	 pravidlo: A-ný --> A-ový
novy par: zrak --> zrakový	 pravidlo: N- --> A-ový
novy par: ztráta --> ztrátový	 pravidlo: N-a --> A-ový
novy par: zubný --> zubový	 pravidlo: A-ný --> A-ový
novy par: zvěřina --> zvěřinový	 pravidlo: N-a --> A-ový
novy par: zvířetník --> zvířetníkový	 pravidlo: N- --> A-ový
novy par: zvon --> zvonový	 pravidlo: N- --> A-ový
novy par: zvuk --> zvukový	 pravidlo: N- --> A-ový
novy par: zvyk --> zvykový	 pravidlo: N- --> A-ový
novy par: žabka --> žabkový	 pravidlo: N-a --> A-ový
novy par: žábra --> žábrový	 pravidlo: N-a --> A-ový
novy par: žaket --> žaketový	 pravidlo: N- --> A-ový
novy par: žalud --> žaludový	 pravidlo: N- --> A-ový
novy par: žampion --> žampionový	 pravidlo: N- --> A-ový
novy par: žampión --> žampiónový	 pravidlo: N- --> A-ový
novy par: žánr --> žánrový	 pravidlo: N- --> A-ový
novy par: žargon --> žargonový	 pravidlo: N- --> A-ový
novy par: žárný --> žárový	 pravidlo: A-ný --> A-ový
novy par: žárovka --> žárovkový	 pravidlo: N-a --> A-ový
novy par: žebr --> žebrový	 pravidlo: N- --> A-ový
novy par: žebřík --> žebříkový	 pravidlo: N- --> A-ový
novy par: želatina --> želatinový	 pravidlo: N-a --> A-ový
novy par: železobeton --> železobetonový	 pravidlo: N- --> A-ový
novy par: želvovina --> želvovinový	 pravidlo: N-a --> A-ový
novy par: žemla --> žemlový	 pravidlo: N-a --> A-ový
novy par: žemlička --> žemličkový	 pravidlo: N-a --> A-ový
novy par: ženšen --> ženšenový	 pravidlo: N- --> A-ový
novy par: žentour --> žentourový	 pravidlo: N- --> A-ový
novy par: žesť --> žesťový	 pravidlo: N- --> A-ový
novy par: žiletka --> žiletkový	 pravidlo: N-a --> A-ový
novy par: žilka --> žilkový	 pravidlo: N-a --> A-ový
novy par: žinylka --> žinylkový	 pravidlo: N-a --> A-ový
novy par: žírný --> žírový	 pravidlo: A-ný --> A-ový
novy par: žlab --> žlabový	 pravidlo: N- --> A-ový
novy par: žláza --> žlázový	 pravidlo: N-a --> A-ový
novy par: žlučník --> žlučníkový	 pravidlo: N- --> A-ový
novy par: žluč --> žlučový	 pravidlo: N- --> A-ový
novy par: žula --> žulový	 pravidlo: N-a --> A-ový
novy par: žumpa --> žumpový	 pravidlo: N-a --> A-ový
novy par: župan --> županový	 pravidlo: N- --> A-ový
novy par: žurnál --> žurnálový	 pravidlo: N- --> A-ový
novy par: žvýkačka --> žvýkačkový	 pravidlo: N-a --> A-ový
novy par: abiturient --> abiturientský	 pravidlo: N- --> A-ský
novy par: abonent --> abonentský	 pravidlo: N- --> A-ský
novy par: absolvent --> absolventský	 pravidlo: N- --> A-ský
novy par: administrátor --> administrátorský	 pravidlo: N- --> A-ský
novy par: admirál --> admirálský	 pravidlo: N- --> A-ský
novy par: advokát --> advokátský	 pravidlo: N- --> A-ský
novy par: afrikán --> afrikánský	 pravidlo: N- --> A-ský
novy par: agent --> agentský	 pravidlo: N- --> A-ský
novy par: agresor --> agresorský	 pravidlo: N- --> A-ský
novy par: akad --> akadský	 pravidlo: N- --> A-ský
novy par: akcionář --> akcionářský	 pravidlo: N- --> A-ský
novy par: aktuár --> aktuárský	 pravidlo: N- --> A-ský
novy par: albín --> albínský	 pravidlo: N- --> A-ský
novy par: algol --> algolský	 pravidlo: N- --> A-ský
novy par: alžír --> alžírský	 pravidlo: N- --> A-ský
novy par: amatér --> amatérský	 pravidlo: N- --> A-ský
novy par: amur --> amurský	 pravidlo: N- --> A-ský
@ novy par: and --> andský	 pravidlo: N- --> A-ský
novy par: anděl --> andělský	 pravidlo: N- --> A-ský
novy par: anděl --> andělský	 pravidlo: N- --> A-ský
novy par: angličtinář --> angličtinářský	 pravidlo: N- --> A-ský
novy par: anglikán --> anglikánský	 pravidlo: N- --> A-ský
novy par: anglofil --> anglofilský	 pravidlo: N- --> A-ský
novy par: antikvář --> antikvářský	 pravidlo: N- --> A-ský
novy par: apatykář --> apatykářský	 pravidlo: N- --> A-ský
novy par: apoštol --> apoštolský	 pravidlo: N- --> A-ský
novy par: arab --> arabský	 pravidlo: N- --> A-ský
novy par: aranžér --> aranžérský	 pravidlo: N- --> A-ský
novy par: arat --> aratský	 pravidlo: N- --> A-ský
novy par: arcibiskup --> arcibiskupský	 pravidlo: N- --> A-ský
novy par: arciděkan --> arciděkanský	 pravidlo: N- --> A-ský
novy par: archivář --> archivářský	 pravidlo: N- --> A-ský
novy par: asfaltér --> asfaltérský	 pravidlo: N- --> A-ský
novy par: asistent --> asistentský	 pravidlo: N- --> A-ský
novy par: aspirant --> aspirantský	 pravidlo: N- --> A-ský
novy par: astrachán --> astrachánský	 pravidlo: N- --> A-ský
novy par: ašant --> ašantský	 pravidlo: N- --> A-ský
novy par: atlant --> atlantský	 pravidlo: N- --> A-ský
novy par: auditor --> auditorský	 pravidlo: N- --> A-ský
novy par: augustinián --> augustiniánský	 pravidlo: N- --> A-ský
novy par: autor --> autorský	 pravidlo: N- --> A-ský
novy par: autoritář --> autoritářský	 pravidlo: N- --> A-ský
@ novy par: Azor --> Azorský	 pravidlo: N- --> A-ský
novy par: babylon --> babylonský	 pravidlo: N- --> A-ský
novy par: badatel --> badatelský	 pravidlo: N- --> A-ský
novy par: baden --> badenský	 pravidlo: N- --> A-ský
novy par: bachař --> bachařský	 pravidlo: N- --> A-ský
novy par: bakalář --> bakalářský	 pravidlo: N- --> A-ský
novy par: banát --> banátský	 pravidlo: N- --> A-ský
novy par: ban --> banský	 pravidlo: N- --> A-ský
novy par: bán --> bánský	 pravidlo: N- --> A-ský
novy par: báň --> báňský	 pravidlo: N- --> A-ský
novy par: bankéř --> bankéřský	 pravidlo: N- --> A-ský
novy par: barbar --> barbarský	 pravidlo: N- --> A-ský
novy par: bard --> bardský	 pravidlo: N- --> A-ský
novy par: barman --> barmanský	 pravidlo: N- --> A-ský
novy par: baron --> baronský	 pravidlo: N- --> A-ský
novy par: barvíř --> barvířský	 pravidlo: N- --> A-ský
novy par: bavič --> bavičský	 pravidlo: N- --> A-ský
novy par: bavlnář --> bavlnářský	 pravidlo: N- --> A-ský
novy par: bavor --> bavorský	 pravidlo: N- --> A-ský
novy par: bažant --> bažantský	 pravidlo: N- --> A-ský
novy par: bednář --> bednářský	 pravidlo: N- --> A-ský
novy par: beduín --> beduínský	 pravidlo: N- --> A-ský
novy par: běl --> bělský	 pravidlo: N- --> A-ský
novy par: belveder --> belvederský	 pravidlo: N- --> A-ský
novy par: benediktin --> benediktinský	 pravidlo: N- --> A-ský
novy par: bengál --> bengálský	 pravidlo: N- --> A-ský
novy par: bernardýn --> bernardýnský	 pravidlo: N- --> A-ský
novy par: betlém --> betlémský	 pravidlo: N- --> A-ský
novy par: betonář --> betonářský	 pravidlo: N- --> A-ský
novy par: běžkař --> běžkařský	 pravidlo: N- --> A-ský
novy par: bibliofil --> bibliofilský	 pravidlo: N- --> A-ský
novy par: biskup --> biskupský	 pravidlo: N- --> A-ský
novy par: bludař --> bludařský	 pravidlo: N- --> A-ský
novy par: bohatýr --> bohatýrský	 pravidlo: N- --> A-ský
novy par: bohém --> bohémský	 pravidlo: N- --> A-ský
novy par: bojar --> bojarský	 pravidlo: N- --> A-ský
novy par: bor --> borský	 pravidlo: N- --> A-ský
novy par: bordeaux --> bordeauxský	 pravidlo: N- --> A-ský
novy par: bordelář --> bordelářský	 pravidlo: N- --> A-ský
novy par: bořitel --> bořitelský	 pravidlo: N- --> A-ský
novy par: bourbon --> bourbonský	 pravidlo: N- --> A-ský
novy par: boxer --> boxerský	 pravidlo: N- --> A-ský
novy par: bráhman --> bráhmanský	 pravidlo: N- --> A-ský
novy par: brahmín --> brahmínský	 pravidlo: N- --> A-ský
novy par: bramborář --> bramborářský	 pravidlo: N- --> A-ský
novy par: branibor --> braniborský	 pravidlo: N- --> A-ský
novy par: brankář --> brankářský	 pravidlo: N- --> A-ský
novy par: brašnář --> brašnářský	 pravidlo: N- --> A-ský
novy par: bratr --> bratrský	 pravidlo: N- --> A-ský
novy par: brod --> brodský	 pravidlo: N- --> A-ský
novy par: broker --> brokerský	 pravidlo: N- --> A-ský
novy par: brusič --> brusičský	 pravidlo: N- --> A-ský
novy par: bruslař --> bruslařský	 pravidlo: N- --> A-ský
novy par: břídil --> břídilský	 pravidlo: N- --> A-ský
novy par: buditel --> buditelský	 pravidlo: N- --> A-ský
novy par: budovatel --> budovatelský	 pravidlo: N- --> A-ský
novy par: buchar --> bucharský	 pravidlo: N- --> A-ský
novy par: bukanýr --> bukanýrský	 pravidlo: N- --> A-ský
novy par: buran --> buranský	 pravidlo: N- --> A-ský
novy par: búr --> búrský	 pravidlo: N- --> A-ský
novy par: buřič --> buřičský	 pravidlo: N- --> A-ský
novy par: buzerant --> buzerantský	 pravidlo: N- --> A-ský
novy par: bylinář --> bylinářský	 pravidlo: N- --> A-ský
novy par: bylinkář --> bylinkářský	 pravidlo: N- --> A-ský
novy par: car --> carský	 pravidlo: N- --> A-ský
novy par: celestin --> celestinský	 pravidlo: A- --> A-ský
novy par: cementář --> cementářský	 pravidlo: N- --> A-ský
novy par: cenzor --> cenzorský	 pravidlo: N- --> A-ský
novy par: cestovatel --> cestovatelský	 pravidlo: N- --> A-ský
novy par: cihlář --> cihlářský	 pravidlo: N- --> A-ský
novy par: cikán --> cikánský	 pravidlo: N- --> A-ský
novy par: cikán --> cikánský	 pravidlo: N- --> A-ský
novy par: císař --> císařský	 pravidlo: N- --> A-ský
novy par: cistercián --> cisterciánský	 pravidlo: N- --> A-ský
novy par: cizelér --> cizelérský	 pravidlo: N- --> A-ský
novy par: cockney --> cockneyský	 pravidlo: N- --> A-ský
novy par: cornwall --> cornwallský	 pravidlo: N- --> A-ský
novy par: cukrář --> cukrářský	 pravidlo: N- --> A-ský
novy par: cukrovar --> cukrovarský	 pravidlo: N- --> A-ský
novy par: cvokař --> cvokařský	 pravidlo: N- --> A-ský
novy par: Čad --> Čadský	 pravidlo: N- --> A-ský
novy par: čaroděj --> čarodějský	 pravidlo: N- --> A-ský
@ novy par: če --> český	 pravidlo: N- --> A-ský
novy par: čerpadlář --> čerpadlářský	 pravidlo: N- --> A-ský
novy par: četař --> četařský	 pravidlo: N- --> A-ský
novy par: člen --> členský	 pravidlo: N- --> A-ský
novy par: člunař --> člunařský	 pravidlo: N- --> A-ský
novy par: čmuchal --> čmuchalský	 pravidlo: N- --> A-ský
novy par: čtenář --> čtenářský	 pravidlo: N- --> A-ský
novy par: čud --> čudský	 pravidlo: N- --> A-ský
