scenario: Load file=fulltest.tsv CS::ExtractCandidatesForUnexploitedRules
novy par: candid --> candida	 pravidlo: A- --> A-a
novy par: Zora --> Zorin	 pravidlo: N-a --> N-in
novy par: Zorka --> Zorkin	 pravidlo: N-a --> N-in
novy par: alba --> albit	 pravidlo: N-a --> N-it
novy par: Basa --> Basit	 pravidlo: N-a --> N-it
novy par: Bulla --> Bullit	 pravidlo: N-a --> N-it
novy par: ca --> cit	 pravidlo: N-a --> N-it
novy par: ekloga --> eklogit	 pravidlo: N-a --> N-it
novy par: gamba --> gambit	 pravidlo: N-a --> N-it
novy par: granula --> granulit	 pravidlo: N-a --> N-it
novy par: ha --> hit	 pravidlo: N-a --> N-it
novy par: hala --> halit	 pravidlo: N-a --> N-it
novy par: Mesa --> Mesit	 pravidlo: N-a --> N-it
novy par: mulla --> mullit	 pravidlo: N-a --> N-it
novy par: na --> nit	 pravidlo: N-a --> N-it
novy par: obnova --> obnovit	 pravidlo: N-a --> N-it
novy par: orba --> orbit	 pravidlo: N-a --> N-it
novy par: perla --> perlit	 pravidlo: N-a --> N-it
novy par: pulpa --> pulpit	 pravidlo: N-a --> N-it
novy par: sepiola --> sepiolit	 pravidlo: N-a --> N-it
novy par: soma --> somit	 pravidlo: N-a --> N-it
novy par: suma --> sumit	 pravidlo: N-a --> N-it
novy par: summa --> summit	 pravidlo: N-a --> N-it
novy par: tala --> talit	 pravidlo: N-a --> N-it
novy par: kabina --> kabinka	 pravidlo: N-a --> N-ka
novy par: kačena --> kačenka	 pravidlo: N-a --> N-ka
novy par: kamera --> kamerka	 pravidlo: N-a --> N-ka
@	novy par: kapa --> kapka	 pravidlo: N-a --> N-ka
novy par: kapela --> kapelka	 pravidlo: N-a --> N-ka
novy par: kapilára --> kapilárka	 pravidlo: N-a --> N-ka
novy par: kapradina --> kapradinka	 pravidlo: N-a --> N-ka
novy par: karabina --> karabinka	 pravidlo: N-a --> N-ka
@	novy par: kava --> kavka	 pravidlo: N-a --> N-ka
novy par: kazeta --> kazetka	 pravidlo: N-a --> N-ka
novy par: Aa --> Al	 pravidlo: N-a --> N-l
novy par: Anga --> Angl	 pravidlo: N-a --> N-l
novy par: Angela --> Angell	 pravidlo: N-a --> N-l
novy par: Anta --> Antl	 pravidlo: N-a --> N-l
novy par: Atta --> Attl	 pravidlo: N-a --> N-l
novy par: Bala --> Ball	 pravidlo: N-a --> N-l
novy par: Barta --> Bartl	 pravidlo: N-a --> N-l
novy par: Basa --> Basl	 pravidlo: N-a --> N-l
novy par: Bela --> Bell	 pravidlo: N-a --> N-l
novy par: Benda --> Bendl	 pravidlo: N-a --> N-l
novy par: boa --> bol	 pravidlo: N-a --> N-l
novy par: Brenda --> Brendl	 pravidlo: N-a --> N-l
novy par: Carola --> Caroll	 pravidlo: N-a --> N-l
novy par: Carya --> Caryl	 pravidlo: N-a --> N-l
novy par: ča --> čl	 pravidlo: N-a --> N-l
novy par: deka --> dekl	 pravidlo: N-a --> N-l
novy par: Dila --> Dill	 pravidlo: N-a --> N-l
novy par: Dita --> Ditl	 pravidlo: N-a --> N-l
novy par: Duda --> Dudl	 pravidlo: N-a --> N-l
novy par: Eda --> Edl	 pravidlo: N-a --> N-l
novy par: Elba --> Elbl	 pravidlo: N-a --> N-l
novy par: Frieda --> Friedl	 pravidlo: N-a --> N-l
novy par: Frýda --> Frýdl	 pravidlo: N-a --> N-l
novy par: Gaia --> Gail	 pravidlo: N-a --> N-l
novy par: gala --> gall	 pravidlo: N-a --> N-l
novy par: Gea --> Gel	 pravidlo: N-a --> N-l
novy par: Gila --> Gill	 pravidlo: N-a --> N-l
novy par: Gola --> Goll	 pravidlo: N-a --> N-l
novy par: Graia --> Grail	 pravidlo: N-a --> N-l
novy par: Haba --> Habl	 pravidlo: N-a --> N-l
novy par: Háda --> Hádl	 pravidlo: N-a --> N-l
novy par: Harta --> Hartl	 pravidlo: N-a --> N-l
novy par: Herta --> Hertl	 pravidlo: N-a --> N-l
novy par: Hola --> Holl	 pravidlo: N-a --> N-l
novy par: Hula --> Hull	 pravidlo: N-a --> N-l
novy par: Huma --> Huml	 pravidlo: N-a --> N-l
novy par: Huta --> Hutl	 pravidlo: N-a --> N-l
novy par: Hyka --> Hykl	 pravidlo: N-a --> N-l
novy par: Janda --> Jandl	 pravidlo: N-a --> N-l
novy par: Janka --> Jankl	 pravidlo: N-a --> N-l
novy par: Jaroslava --> Jaroslavl	 pravidlo: N-a --> N-l
novy par: Jasa --> Jasl	 pravidlo: N-a --> N-l
novy par: Jůza --> Jůzl	 pravidlo: N-a --> N-l
novy par: Kapa --> Kapl	 pravidlo: N-a --> N-l
novy par: Kara --> Karl	 pravidlo: N-a --> N-l
novy par: kasta --> kastl	 pravidlo: N-a --> N-l
novy par: Koda --> Kodl	 pravidlo: N-a --> N-l
novy par: Koga --> Kogl	 pravidlo: N-a --> N-l
novy par: Kresa --> Kresl	 pravidlo: N-a --> N-l
novy par: Leba --> Lebl	 pravidlo: N-a --> N-l
novy par: Léda --> Lédl	 pravidlo: N-a --> N-l
novy par: Linda --> Lindl	 pravidlo: N-a --> N-l
novy par: Luka --> Lukl	 pravidlo: N-a --> N-l
novy par: Mala --> Mall	 pravidlo: N-a --> N-l
novy par: ma --> ml	 pravidlo: N-a --> N-l
novy par: manda --> mandl	 pravidlo: N-a --> N-l
novy par: Manda --> Mandl	 pravidlo: N-a --> N-l
novy par: Mata --> Matl	 pravidlo: N-a --> N-l
novy par: Merta --> Mertl	 pravidlo: N-a --> N-l
novy par: Mia --> Mil	 pravidlo: N-a --> N-l
novy par: Micha --> Michl	 pravidlo: N-a --> N-l
novy par: Michela --> Michell	 pravidlo: N-a --> N-l
novy par: Mika --> Mikl	 pravidlo: N-a --> N-l
novy par: Mila --> Mill	 pravidlo: N-a --> N-l
novy par: Mita --> Mitl	 pravidlo: N-a --> N-l
novy par: moa --> mol	 pravidlo: N-a --> N-l
novy par: Mota --> Motl	 pravidlo: N-a --> N-l
novy par: Motta --> Mottl	 pravidlo: N-a --> N-l
novy par: muka --> mukl	 pravidlo: N-a --> N-l
novy par: Munda --> Mundl	 pravidlo: N-a --> N-l
novy par: Muta --> Mutl	 pravidlo: N-a --> N-l
novy par: Nicola --> Nicoll	 pravidlo: N-a --> N-l
novy par: nika --> nikl	 pravidlo: N-a --> N-l
novy par: Nola --> Noll	 pravidlo: N-a --> N-l
novy par: nula --> null	 pravidlo: N-a --> N-l
novy par: Oda --> Odl	 pravidlo: N-a --> N-l
novy par: Píca --> Pícl	 pravidlo: N-a --> N-l
novy par: Picha --> Pichl	 pravidlo: N-a --> N-l
novy par: Pika --> Pikl	 pravidlo: N-a --> N-l
novy par: Pirka --> Pirkl	 pravidlo: N-a --> N-l
novy par: Rada --> Radl	 pravidlo: N-a --> N-l
novy par: Randa --> Randl	 pravidlo: N-a --> N-l
novy par: rapa --> rapl	 pravidlo: N-a --> N-l
novy par: ra --> rl	 pravidlo: N-a --> N-l
novy par: Reda --> Redl	 pravidlo: N-a --> N-l
novy par: Reka --> Rekl	 pravidlo: N-a --> N-l
novy par: Renda --> Rendl	 pravidlo: N-a --> N-l
novy par: Rika --> Rikl	 pravidlo: N-a --> N-l
novy par: ruda --> rudl	 pravidlo: N-a --> N-l
novy par: Saha --> Sahl	 pravidlo: N-a --> N-l
novy par: Sila --> Sill	 pravidlo: N-a --> N-l
novy par: Šmída --> Šmídl	 pravidlo: N-a --> N-l
novy par: Teka --> Tekl	 pravidlo: N-a --> N-l
novy par: Tela --> Tell	 pravidlo: N-a --> N-l
novy par: Tema --> Teml	 pravidlo: N-a --> N-l
novy par: Tinka --> Tinkl	 pravidlo: N-a --> N-l
novy par: Troia --> Troil	 pravidlo: N-a --> N-l
novy par: Tula --> Tull	 pravidlo: N-a --> N-l
novy par: Váca --> Václ	 pravidlo: N-a --> N-l
novy par: Venca --> Vencl	 pravidlo: N-a --> N-l
novy par: Zanda --> Zandl	 pravidlo: N-a --> N-l
novy par: Zila --> Zill	 pravidlo: N-a --> N-l
novy par: Aja --> Ajní	 pravidlo: N-a --> N-ní
novy par: cela --> celní	 pravidlo: N-a --> N-ní
novy par: centrála --> centrální	 pravidlo: N-a --> N-ní
novy par: hlava --> hlavní	 pravidlo: N-a --> N-ní
novy par: kontrola --> kontrolní	 pravidlo: N-a --> N-ní
novy par: kultura --> kulturní	 pravidlo: N-a --> N-ní
novy par: legislativa --> legislativní	 pravidlo: N-a --> N-ní
novy par: parita --> paritní	 pravidlo: N-a --> N-ní
novy par: porada --> poradní	 pravidlo: N-a --> N-ní
novy par: práva --> právní	 pravidlo: N-a --> N-ní
novy par: rada --> radní	 pravidlo: N-a --> N-ní
novy par: Severa --> Severní	 pravidlo: N-a --> N-ní
novy par: škola --> školní	 pravidlo: N-a --> N-ní
novy par: třída --> třídní	 pravidlo: N-a --> N-ní
novy par: ústava --> ústavní	 pravidlo: N-a --> N-ní
novy par: venkova --> venkovní	 pravidlo: N-a --> N-ní
novy par: Bouda --> Boudný	 pravidlo: N-a --> N-ný
novy par: Korča --> Korčný	 pravidlo: N-a --> N-ný
novy par: oprava --> opravný	 pravidlo: N-a --> N-ný
novy par: pohoda --> pohodný	 pravidlo: N-a --> N-ný
novy par: rota --> rotný	 pravidlo: N-a --> N-ný
novy par: Alda --> Aldo	 pravidlo: N-a --> N-o
novy par: Alessandra --> Alessandro	 pravidlo: N-a --> N-o
novy par: Alessia --> Alessio	 pravidlo: N-a --> N-o
novy par: Balka --> Balko	 pravidlo: N-a --> N-o
novy par: Barbara --> Barbaro	 pravidlo: N-a --> N-o
novy par: Bianca --> Bianco	 pravidlo: N-a --> N-o
novy par: Bina --> Bino	 pravidlo: N-a --> N-o
novy par: blata --> blato	 pravidlo: N-a --> N-o
novy par: Bomba --> Bombo	 pravidlo: N-a --> N-o
novy par: Branca --> Branco	 pravidlo: N-a --> N-o
novy par: Brava --> Bravo	 pravidlo: N-a --> N-o
novy par: Bubna --> Bubno	 pravidlo: N-a --> N-o
novy par: Calista --> Calisto	 pravidlo: N-a --> N-o
novy par: Camara --> Camaro	 pravidlo: N-a --> N-o
novy par: Castilla --> Castillo	 pravidlo: N-a --> N-o
novy par: cella --> cello	 pravidlo: N-a --> N-o
novy par: Colomba --> Colombo	 pravidlo: N-a --> N-o
novy par: Cora --> Coro	 pravidlo: N-a --> N-o
novy par: Cornelia --> Cornelio	 pravidlo: N-a --> N-o
novy par: čísla --> číslo	 pravidlo: N-a --> N-o
novy par: Daňa --> Daňo	 pravidlo: N-a --> N-o
novy par: Danka --> Danko	 pravidlo: N-a --> N-o
novy par: Dara --> Daro	 pravidlo: N-a --> N-o
novy par: deka --> deko	 pravidlo: N-a --> N-o
novy par: dema --> demo	 pravidlo: N-a --> N-o
novy par: Dina --> Dino	 pravidlo: N-a --> N-o
novy par: Domenica --> Domenico	 pravidlo: N-a --> N-o
novy par: domina --> domino	 pravidlo: N-a --> N-o
novy par: Donata --> Donato	 pravidlo: N-a --> N-o
novy par: Donatella --> Donatello	 pravidlo: N-a --> N-o
novy par: Donga --> Dongo	 pravidlo: N-a --> N-o
novy par: dřeva --> dřevo	 pravidlo: N-a --> N-o
novy par: embarga --> embargo	 pravidlo: N-a --> N-o
novy par: Enza --> Enzo	 pravidlo: N-a --> N-o
novy par: éra --> éro	 pravidlo: N-a --> N-o
novy par: Erminia --> Erminio	 pravidlo: N-a --> N-o
novy par: eura --> euro	 pravidlo: N-a --> N-o
novy par: Fabia --> Fabio	 pravidlo: N-a --> N-o
novy par: Ferra --> Ferro	 pravidlo: N-a --> N-o
novy par: Ferrara --> Ferraro	 pravidlo: N-a --> N-o
novy par: Formia --> Formio	 pravidlo: N-a --> N-o
novy par: Fortunata --> Fortunato	 pravidlo: N-a --> N-o
novy par: Francesca --> Francesco	 pravidlo: N-a --> N-o
novy par: Francisca --> Francisco	 pravidlo: N-a --> N-o
novy par: Galilea --> Galileo	 pravidlo: N-a --> N-o
novy par: Gaňa --> Gaňo	 pravidlo: N-a --> N-o
novy par: Garba --> Garbo	 pravidlo: N-a --> N-o
novy par: Gina --> Gino	 pravidlo: N-a --> N-o
novy par: Gira --> Giro	 pravidlo: N-a --> N-o
novy par: Giulietta --> Giulietto	 pravidlo: N-a --> N-o
novy par: Glenda --> Glendo	 pravidlo: N-a --> N-o
novy par: Gojka --> Gojko	 pravidlo: N-a --> N-o
novy par: Gola --> Golo	 pravidlo: N-a --> N-o
novy par: Guerrera --> Guerrero	 pravidlo: N-a --> N-o
novy par: hlediska --> hledisko	 pravidlo: N-a --> N-o
novy par: Hromádka --> Hromádko	 pravidlo: N-a --> N-o
novy par: Huja --> Hujo	 pravidlo: N-a --> N-o
novy par: China --> Chino	 pravidlo: N-a --> N-o
novy par: Chioggia --> Chioggio	 pravidlo: N-a --> N-o
novy par: Christa --> Christo	 pravidlo: N-a --> N-o
novy par: Iva --> Ivo	 pravidlo: N-a --> N-o
novy par: Jaga --> Jago	 pravidlo: N-a --> N-o
novy par: Jamka --> Jamko	 pravidlo: N-a --> N-o
novy par: Jelka --> Jelko	 pravidlo: N-a --> N-o
novy par: kára --> káro	 pravidlo: N-a --> N-o
novy par: Kladiva --> Kladivo	 pravidlo: N-a --> N-o
novy par: kola --> kolo	 pravidlo: N-a --> N-o
novy par: Krška --> Krško	 pravidlo: N-a --> N-o
novy par: kuba --> kubo	 pravidlo: N-a --> N-o
novy par: Lara --> Laro	 pravidlo: N-a --> N-o
novy par: Leba --> Lebo	 pravidlo: N-a --> N-o
novy par: lepidla --> lepidlo	 pravidlo: N-a --> N-o
novy par: Loka --> Loko	 pravidlo: N-a --> N-o
novy par: Loretta --> Loretto	 pravidlo: N-a --> N-o
novy par: ložiska --> ložisko	 pravidlo: N-a --> N-o
novy par: Luga --> Lugo	 pravidlo: N-a --> N-o
novy par: Madera --> Madero	 pravidlo: N-a --> N-o
novy par: magnituda --> magnitudo	 pravidlo: N-a --> N-o
novy par: Mária --> Mário	 pravidlo: N-a --> N-o
novy par: masa --> maso	 pravidlo: N-a --> N-o
novy par: Mata --> Mato	 pravidlo: N-a --> N-o
novy par: Mauricia --> Mauricio	 pravidlo: N-a --> N-o
novy par: Mesta --> Mesto	 pravidlo: N-a --> N-o
novy par: Meška --> Meško	 pravidlo: N-a --> N-o
novy par: Milka --> Milko	 pravidlo: N-a --> N-o
novy par: Mirka --> Mirko	 pravidlo: N-a --> N-o
novy par: Miška --> Miško	 pravidlo: N-a --> N-o
novy par: Mita --> Mito	 pravidlo: N-a --> N-o
novy par: mluvidla --> mluvidlo	 pravidlo: N-a --> N-o
novy par: mnoha --> mnoho	 pravidlo: N-a --> N-o
novy par: mohla --> mohlo	 pravidlo: N-a --> N-o
novy par: Morena --> Moreno	 pravidlo: N-a --> N-o
novy par: ňadra --> ňadro	 pravidlo: N-a --> N-o
novy par: Napa --> Napo	 pravidlo: N-a --> N-o
novy par: Navarra --> Navarro	 pravidlo: N-a --> N-o
novy par: nebyla --> nebylo	 pravidlo: N-a --> N-o
novy par: Nella --> Nello	 pravidlo: N-a --> N-o
novy par: Niccola --> Niccolo	 pravidlo: N-a --> N-o
novy par: nosítka --> nosítko	 pravidlo: N-a --> N-o
novy par: obyvatelstva --> obyvatelstvo	 pravidlo: N-a --> N-o
novy par: Octavia --> Octavio	 pravidlo: N-a --> N-o
novy par: Očka --> Očko	 pravidlo: N-a --> N-o
novy par: Oda --> Odo	 pravidlo: N-a --> N-o
novy par: okna --> okno	 pravidlo: N-a --> N-o
novy par: Oma --> Omo	 pravidlo: N-a --> N-o
novy par: Onda --> Ondo	 pravidlo: N-a --> N-o
novy par: Orsa --> Orso	 pravidlo: N-a --> N-o
novy par: Ota --> Oto	 pravidlo: N-a --> N-o
novy par: Pacina --> Pacino	 pravidlo: N-a --> N-o
novy par: paleta --> paleto	 pravidlo: N-a --> N-o
novy par: Paola --> Paolo	 pravidlo: N-a --> N-o
novy par: Pasqualina --> Pasqualino	 pravidlo: N-a --> N-o
novy par: Paška --> Paško	 pravidlo: N-a --> N-o
novy par: Pella --> Pello	 pravidlo: N-a --> N-o
novy par: Penta --> Pento	 pravidlo: N-a --> N-o
novy par: Pesara --> Pesaro	 pravidlo: N-a --> N-o
novy par: Piccola --> Piccolo	 pravidlo: N-a --> N-o
novy par: pikola --> pikolo	 pravidlo: N-a --> N-o
novy par: Pirka --> Pirko	 pravidlo: N-a --> N-o
novy par: Pirna --> Pirno	 pravidlo: N-a --> N-o
novy par: písmenka --> písmenko	 pravidlo: N-a --> N-o
novy par: pitoma --> pitomo	 pravidlo: N-a --> N-o
novy par: Placida --> Placido	 pravidlo: N-a --> N-o
novy par: Plana --> Plano	 pravidlo: N-a --> N-o
novy par: poma --> pomo	 pravidlo: N-a --> N-o
novy par: pravidla --> pravidlo	 pravidlo: N-a --> N-o
novy par: předsednictva --> předsednictvo	 pravidlo: N-a --> N-o
novy par: pulcinella --> pulcinello	 pravidlo: N-a --> N-o
novy par: Punta --> Punto	 pravidlo: N-a --> N-o
novy par: Rama --> Ramo	 pravidlo: N-a --> N-o
novy par: rána --> ráno	 pravidlo: N-a --> N-o
novy par: Regina --> Regino	 pravidlo: N-a --> N-o
novy par: retka --> retko	 pravidlo: N-a --> N-o
novy par: rezerva --> rezervo	 pravidlo: N-a --> N-o
novy par: Ribeira --> Ribeiro	 pravidlo: N-a --> N-o
novy par: Rocca --> Rocco	 pravidlo: N-a --> N-o
novy par: Romka --> Romko	 pravidlo: N-a --> N-o
novy par: Rosaria --> Rosario	 pravidlo: N-a --> N-o
novy par: rouška --> rouško	 pravidlo: N-a --> N-o
novy par: ruda --> rudo	 pravidlo: N-a --> N-o
novy par: sága --> ságo	 pravidlo: N-a --> N-o
novy par: Salla --> Sallo	 pravidlo: N-a --> N-o
novy par: Santa --> Santo	 pravidlo: N-a --> N-o
novy par: Sanya --> Sanyo	 pravidlo: N-a --> N-o
novy par: Saska --> Sasko	 pravidlo: N-a --> N-o
novy par: Sera --> Sero	 pravidlo: N-a --> N-o
novy par: Shapira --> Shapiro	 pravidlo: N-a --> N-o
novy par: skla --> sklo	 pravidlo: N-a --> N-o
novy par: Slavka --> Slavko	 pravidlo: N-a --> N-o
novy par: směřovala --> směřovalo	 pravidlo: N-a --> N-o
novy par: smítka --> smítko	 pravidlo: N-a --> N-o
novy par: stanoviska --> stanovisko	 pravidlo: N-a --> N-o
novy par: sukýnka --> sukýnko	 pravidlo: N-a --> N-o
novy par: Szaba --> Szabo	 pravidlo: N-a --> N-o
novy par: Tana --> Tano	 pravidlo: N-a --> N-o
novy par: tata --> tato	 pravidlo: N-a --> N-o
novy par: těla --> tělo	 pravidlo: N-a --> N-o
novy par: tesla --> teslo	 pravidlo: N-a --> N-o
novy par: Tina --> Tino	 pravidlo: N-a --> N-o
novy par: Tisa --> Tiso	 pravidlo: N-a --> N-o
novy par: turba --> turbo	 pravidlo: N-a --> N-o
novy par: Turba --> Turbo	 pravidlo: N-a --> N-o
novy par: Turecka --> Turecko	 pravidlo: N-a --> N-o
novy par: Una --> Uno	 pravidlo: N-a --> N-o
novy par: útulna --> útulno	 pravidlo: N-a --> N-o
novy par: Valeria --> Valerio	 pravidlo: N-a --> N-o
novy par: Veneta --> Veneto	 pravidlo: N-a --> N-o
novy par: vidma --> vidmo	 pravidlo: N-a --> N-o
novy par: Vladka --> Vladko	 pravidlo: N-a --> N-o
novy par: Vlasta --> Vlasto	 pravidlo: N-a --> N-o
novy par: vrata --> vrato	 pravidlo: N-a --> N-o
novy par: Zátka --> Zátko	 pravidlo: N-a --> N-o
novy par: Zlatka --> Zlatko	 pravidlo: N-a --> N-o
novy par: železa --> železo	 pravidlo: N-a --> N-o
novy par: želízka --> želízko	 pravidlo: N-a --> N-o
novy par: Alberta --> Albertov	 pravidlo: N-a --> N-ov
novy par: Alexandra --> Alexandrov	 pravidlo: N-a --> N-ov
novy par: Amata --> Amatov	 pravidlo: N-a --> N-ov
novy par: Angela --> Angelov	 pravidlo: N-a --> N-ov
novy par: Avila --> Avilov	 pravidlo: N-a --> N-ov
novy par: Balaka --> Balakov	 pravidlo: N-a --> N-ov
novy par: Basa --> Basov	 pravidlo: N-a --> N-ov
novy par: Baťa --> Baťov	 pravidlo: N-a --> N-ov
novy par: Běla --> Bělov	 pravidlo: N-a --> N-ov
novy par: Bezucha --> Bezuchov	 pravidlo: N-a --> N-ov
novy par: Bíla --> Bílov	 pravidlo: N-a --> N-ov
novy par: Borza --> Borzov	 pravidlo: N-a --> N-ov
novy par: Bouza --> Bouzov	 pravidlo: N-a --> N-ov
novy par: Božka --> Božkov	 pravidlo: N-a --> N-ov
novy par: Bubna --> Bubnov	 pravidlo: N-a --> N-ov
novy par: Buchara --> Bucharov	 pravidlo: N-a --> N-ov
novy par: Buka --> Bukov	 pravidlo: N-a --> N-ov
novy par: Čajka --> Čajkov	 pravidlo: N-a --> N-ov
novy par: Da --> Dov	 pravidlo: N-a --> N-ov
novy par: Denisa --> Denisov	 pravidlo: N-a --> N-ov
novy par: Drozda --> Drozdov	 pravidlo: N-a --> N-ov
novy par: dvojka --> dvojkov	 pravidlo: N-a --> N-ov
novy par: Fedora --> Fedorov	 pravidlo: N-a --> N-ov
novy par: Františka --> Františkov	 pravidlo: N-a --> N-ov
novy par: Grada --> Gradov	 pravidlo: N-a --> N-ov
novy par: Hana --> Hanov	 pravidlo: N-a --> N-ov
novy par: Hroznata --> Hroznatov	 pravidlo: N-a --> N-ov
novy par: Christa --> Christov	 pravidlo: N-a --> N-ov
novy par: Ivana --> Ivanov	 pravidlo: N-a --> N-ov
novy par: Jana --> Janov	 pravidlo: N-a --> N-ov
novy par: Jandera --> Janderov	 pravidlo: N-a --> N-ov
novy par: Janka --> Jankov	 pravidlo: N-a --> N-ov
novy par: Jara --> Jarov	 pravidlo: N-a --> N-ov
novy par: Jirka --> Jirkov	 pravidlo: N-a --> N-ov
novy par: Josefa --> Josefov	 pravidlo: N-a --> N-ov
novy par: Kája --> Kájov	 pravidlo: N-a --> N-ov
novy par: Karla --> Karlov	 pravidlo: N-a --> N-ov
novy par: Katka --> Katkov	 pravidlo: N-a --> N-ov
novy par: Kepa --> Kepov	 pravidlo: N-a --> N-ov
novy par: Kira --> Kirov	 pravidlo: N-a --> N-ov
novy par: Klára --> Klárov	 pravidlo: N-a --> N-ov
novy par: Kosta --> Kostov	 pravidlo: N-a --> N-ov
novy par: Koša --> Košov	 pravidlo: N-a --> N-ov
novy par: kra --> krov	 pravidlo: N-a --> N-ov
novy par: Kubánka --> Kubánkov	 pravidlo: N-a --> N-ov
novy par: Kula --> Kulov	 pravidlo: N-a --> N-ov
novy par: Kužela --> Kuželov	 pravidlo: N-a --> N-ov
