lemma	parents
srdceryvný	srdce rýt
staromilec	starý milovat
stranokracie	strana -krat-
surdopedie	-surd- -paid-
švarcsystém	švarc systém
svémoc	svý moc
synkracie	-syn- -krat-
tatraplán	Tatra plán
technofobie	-techn- -fob-
technofóbie	-techn- -fob-
technokracie	-techn- -krat-
teokracie	-theo- -krat-
tetraploidie	-tetra- -ploi-
tímokracie	-tim- -krat-
toxinologie	toxin -log-
tremolit	-trem- -lith-
tribologie	-trib- -logh-
trikarboxylový	-tri- karboxyl
trubkovnice	trubkový
trucsjezd	truc sjezd
tufobrekcie	tuf brekcie
tyflopedie	tyflo- -paid-
tyranokracie	tyran -krat-
tyranovražda	tyran vražda
ufonaut	ufo -naut-
utřinos	utřít nos
vakuokompresor	vakuum kompresor
valvuloplastika	valvula plastika
veletoč	velký točit
větněčlenský	větný člen
vibrolisovaný	vibrolisovat
víceklínový	hodně klín
vícekolejnicový	hodně kolejnice
vícepokojový	hodně pokoj
vícesektorový	hodně sektor
videoencyklopedie	video encyklopedie
vlnočet	vlna čítat
vlnolam	vlna lámat
vlnotuk	vlna tuk
vnitroareálový	vnitro areál
vnitroatomický	vnitro atom
vnitroatomový	vnitro atom
vnitrobezpečnostní	vnitřní bezpečnost
vnitroblok	vnitřní blok
vnitroblokový	vnitroblok
vnitrobosenský	vnitřní Bosna
vnitrobožský	vnitro bůh
vnitročeskoslovenský	vnitřní Československo
vnitrodruhový	vnitro druh
vnitrodutinový	vnitro dutina
vnitroekonomický	vnitřní ekonomika
vnitrofrancouzskost	vnitřní Francie
vnitrojazykový	vnitro jazyk
vnitrojugoslávský	vnitřní Jugoslavie
vnitroklubový	vnitro klub
vnitrokoaliční	vnitro koalice
vnitrokontinentální	vnitro kontinent
vnitrokožní	vnitro kůže
vnitromongolský	vnitřní Mongolsko
vnitrooční	vnitro oko
vnitroodborový	vnitro odbor
vnitroodrůdový	vnitro odrůda
vnitroodvětvový	vnitro odvětví
vnitropásmový	vnitro pásmo
vnitropodnikový	vnitro podnik
vnitropolitický	vnitřní politika
vnitroreaktorový	vnitro reaktor
vnitroregionální	vnitro region
vnitroresortní	vnitro resort
vnitrorezortní	vnitro rezort
vnitroskladový	vnitro sklad
vnitroskupinový	vnitro skupina
vnitroslovní	vnitro slovo
vnitrosouborový	vnitro soubor
vnitrosovětský	vnitro sovět
vnitrospolečenský	vnitro společnost
vnitrostatkový	vnitro statek
vnitrosvazový	vnitro svaz
vnitrotkáňový	vnitro tkáň
vnitrozávodní	vnitro závod
vnitrozávodový	vnitro závod
vnitrozemec	vnitrozemí
vnitrozemí	vnitro země
vysokoújezdský	vysoký Újezd
wikipedie	-wiki- -paid-
zelenobranský	zelený brána
zemětřesení	země třesení
židobijce	žid bít
židoviník	žid viník
zlatotepec	zlato tepat
zoocecidie	-zo- -ceci-
zpěvoprůmysl	zpěv průmysl
