lemma	Best_parents	Annotated	sorted_parents	Best_parents_reversed	lemma_reversed	candidate_sorting_score	one_parent_in_lexicon	one_parent_in_lexicon_nosuffix	space_in_parent_candidates	PaReNT_Compound_probability	is_comp_w_known_parents	is_comp_w_known_status	all_parents_in_data_source	annotation_score
biokoridor	-bio- koridor	True	['-bio- koridor', '-bio koridor', 'biokoridor', '-bior koridor', '-iido- koridor', '-bio- kořidor', '-iokoridor', 'riokoridor', 'ikoridor', 'cirokoridor', 'cirook', 'orikoridor', 'cidor', 'yiokoridor', 'cirookoridor']	rodirok -oib-	rodirokoib	[21.0, 19.2, 10.333333333333334, 10.142857142857142, 10.125, 10.1, 0.5, 0.25, 0.16666666666666666, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.71791	True	True	True	3.71791
biokybernetika	-bio- kybernetika	True	['-bio- kybernetika', '-bio kybernetika', 'biokybernetika', '-bio- kybernétika', '-bio- kybernenitka', '-bio- kybernětika', '-bio kybernétika', '-bio kybernětika', '-bio-kybernetika', '-biokybernetika', '-bio-kybernétika', '-bio-kybernětika', '-biokybernétika', '-biobykernetika', '-bio-kybernénetika']	akitenrebyk -oib-	akitenrebykoib	[21.0, 19.333333333333332, 10.11111111111111, 10.1, 10.083333333333334, 10.076923076923077, 9.071428571428571, 9.066666666666666, 0.5, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.09090909090909091]	True	True	True	0.81782	True	True	True	3.81782
biolékořice	-bio- lékořice	True	['-bio- lékořice', 'biolékořice', '-bio- lékůřice', '-bio- lékřice', '-bio- lékočice', '-bi-- lékořice', 'biolék', 'lékořice', '-bio- lékóřice', 'biolékořík', '-cléřekořice', '-clérok', '-cléřkořice', 'biolékoříce', '-clérořice']	eciřokél -oib-	eciřokéloib	[21.0, 10.5, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.090909090909092, 10.083333333333334, 10.076923076923077, 0.3333333333333333, 0.125, 0.1111111111111111, 0.1, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.6109	True	True	True	3.6109
biomasa	-bio- masa	True	['-bio- masa', '-bio  masa', 'masa', 'biomasa', '-bia- masa', '-biomasa', '-biom asa', 'piomasa', '-miso- asa', 'tiomasa', 'ibomasa', '-biom-', '-biamasa', '-mio- asa', '-biom- sasa']	asam -oib-	asamoib	[21.0, 19.142857142857142, 10.333333333333334, 10.25, 10.1, 0.5, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.34695	True	True	True	3.34695
bionafta	-bio- nafta	True	['-bio- nafta', '-bio- afta', '-bio nafta', 'bionafta', '-bion afta', 'nbio- afta', '-bio-', '-bion- afta', '-bio- namta', 'nbio- nafta', 'nbio afta', '-bio- nofafta', '-bio-nafta', '-bionafta', '-bio--nafta']	atfan -oib-	atfanoib	[21.0, 20.2, 19.11111111111111, 10.5, 10.333333333333334, 10.166666666666666, 10.142857142857142, 10.125, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.25, 0.1, 0.09090909090909091]	True	True	True	0.86292	True	True	True	3.86292
bionákup	-bio- nákup	True	['-bio- nákup', 'bionákup', '-bio- nákup-', '-bio- ákupa', '-bio- ákup-', '-bio- ákup', '-bio- ákupat', '-bio- nákupa', 'nbio nákup', '-bio- ákupnák', 'bionákupat', 'bionakupat', 'obinákup', 'bionákupnák', 'inoákup']	pukán -oib-	pukánoib	[21.0, 10.5, 10.333333333333334, 10.166666666666666, 10.142857142857142, 10.125, 10.1, 10.090909090909092, 10.083333333333334, 10.076923076923077, 0.25, 0.2, 0.1111111111111111, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.97958	False	True	True	2.97958
bionanotechnologie	-bio- nanotechnologie	True	['-bio- nanotechnologie', '-biano technologie', '-bi-- nanotechnologie', '-bio- anotechnologie', 'bionanotechnologie', '-bio- nánotechnologie', '-bi--ní -techn-', 'bionano technologie', '-bi--ní - technologie', '-bi--ní -technologie', '-bi--ná -technologie', '-bi--ný -technologie', 'pbionanotechnologie', '-notechnologie', '-bio-nanotechnologie']	eigolonhcetonan -oib-	eigolonhcetonanoib	[21.0, 10.5, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.1, 10.090909090909092, 10.066666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.80983	True	True	True	3.80983
bionápad	-bio- nápad	True	['-bio- nápad', 'nio pad', 'bionápad', 'nápad', 'nio padap', 'niopad', 'bionapad', 'niapad', 'nopad', 'nipad', 'bionapád', 'nipada', 'niap', 'noupad', 'nbio padap']	dapán -oib-	dapánoib	[20.25, 19.11111111111111, 11.0, 10.083333333333334, 9.071428571428571, 0.5, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.98826	False	True	True	2.98826
bionápoj	-bio- nápoj	True	['-bio- nápoj', 'bionápoj', 'bionápa', 'bionapoj', '-bion pápoj', '-bionápa', '-bionápoj', 'bion', '-bion pájo', 'obinápoj', '-bion pát', 'bionipoj', 'obin pájo', '-bionápaj', 'bionápaj']	jopán -oib-	jopánoib	[20.333333333333332, 11.0, 9.25, 0.5, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.98883	False	True	True	2.98883
bionávyk	-bio- návyk	True	['-bio- návyk', '-bio- navyk', 'bionávyk', '-bio-', 'bionávy', '-bio-návyk', 'bionavyk', '-vionávyk', 'bionovák', '-bio-navyk', 'bionavýk', '-vionák', '-vionázek', 'invy-', 'bionový']	kyván -oib-	kyvánoib	[21.0, 10.5, 10.333333333333334, 10.1, 9.066666666666666, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	True	True	0.97796	True	True	True	3.97796
bionosič	-bio- nosič	True	['-bio- nosič', 'bionosič', '-bio- nésič', '-bio- nósič', '-bio- nésit', 'bionosit', 'bion sič', 'bionósit', 'bion', 'ibonosič', 'ibonosit', 'bionis', 'bionózit', 'inosový', 'bionésit']	čison -oib-	čisonoib	[20.5, 10.2, 10.11111111111111, 10.090909090909092, 10.083333333333334, 1.0, 0.3333333333333333, 0.25, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.69113	True	True	True	3.69113
bioolympiáda	-bio- olympiáda	True	['-bio- olympiáda', 'bioolympiáda', '-bio- olýmpiáda', '-bio- lympiáda', '-bio- olempiáda', '-bio- olympyáda', '-bio- olypmiáda', '-bioolympiáda', '-bioolýmpiáda', '-bioo lympiáda', '-bioo -lympiáda', 'bioolýmpiáda', '-bioolempiáda', '-bioo- lympiáda', 'cioolympiáda']	adáipmylo -oib-	adáipmylooib	[21.0, 10.5, 10.2, 10.166666666666666, 10.125, 10.11111111111111, 10.066666666666666, 0.3333333333333333, 0.25, 0.14285714285714285, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.44415	True	True	True	3.44415
biopapež	-bio- papež	True	['-bio- papež', 'bio papež', '-bio  papež', '-bio- papeže', 'biopapež', '-bio- ppapež', '-bio- -papež', '-bio- papežev', '-bio- papapež', '-bio-', 'biobapep', 'ppapež', 'Biopape', 'ppen apež', 'ppeap']	žepap -oib-	žepapoib	[21.0, 20.333333333333332, 19.083333333333332, 10.5, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.125, 10.1, 0.1111111111111111, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.9412	False	True	True	2.9412
bioplínka	-bio- plínka	True	['-bio- plínka', '-bio- plénka', '-bio- plenka', '-bio plínka', '-bio  plínka', '-bio- plínča', '-bio- plínca', 'bioplínka', 'plínka', '-bio- plinka', 'bioplín', 'bioplína', '-bioplín', 'bioplínec', '-bioplína']	aknílp -oib-	aknílpoib	[21.0, 20.11111111111111, 20.066666666666666, 19.125, 19.09090909090909, 10.166666666666666, 10.142857142857142, 10.1, 10.083333333333334, 10.071428571428571, 0.5, 0.3333333333333333, 0.25, 0.2, 0.07692307692307693]	True	True	True	0.75447	True	True	True	3.75447
biopočítač	-bio- počítač	True	['-bio- počítač', '-bio  počítač', '-bio- počítačáč', '-bio- počítačma', 'počítač', '-pio- počítač', '-bio- pčítač', '-bio- počítače', '-bio- počítačem', 'biopočítat', 'piopočítat', '-počítač', 'pobočítač', '-pi- opočítač', '-biopočítat']	čatíčop -oib-	čatíčopoib	[21.0, 19.071428571428573, 10.5, 10.333333333333334, 10.25, 10.142857142857142, 10.125, 10.11111111111111, 10.066666666666666, 0.2, 0.16666666666666666, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693]	True	True	True	0.38729	True	True	True	3.38729
biopohanka	-bio- pohanka	True	['-bio- pohanka', '-pio- pohanka', '-bio-', '-nio- pohanka', '-bio- opohanka', '-bio- pokanka', '-bio- pophanka', '-bio- popřahanka', '-biopohanka', '-piopohanka', '-hiopohanka', '-niopohanka', '-hiopohan', '-ni--pohanka', '-niopohan']	aknahop -oib-	aknahopoib	[21.0, 10.5, 10.2, 10.166666666666666, 10.11111111111111, 10.083333333333334, 10.076923076923077, 10.066666666666666, 0.3333333333333333, 0.25, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.07142857142857142]	True	False	True	0.57731	True	True	True	3.57731
biopohon	-bio- pohon	True	['-bio- pohon', 'bio pohon', 'biopohon', '-biop hon', 'obio pohon', 'obiop hon', 'obiopohon', '-biopohon', 'oboohn', 'obiophon', 'obohon', 'oboon', 'obiopahon', 'oboophat', 'ibopohon']	nohop -oib-	nohopoib	[20.5, 20.25, 11.0, 10.125, 10.083333333333334, 10.071428571428571, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.1111111111111111, 0.1, 0.09090909090909091, 0.07692307692307693, 0.06666666666666667]	True	False	True	0.95328	False	True	True	2.95328
biopříběh	-bio- příběh	True	['-bio- příběh', 'příběh', 'biopříběh', '-Bio- příběh', '-bio- přiběh', 'biopříba', '-příběh', '-přiběh', '-biopříběh', '-přeběh', 'Biopříba', 'biopříběhný', '-biopříba', '-biopříběhný', 'biopříběhat']	hěbířp -oib-	hěbířpoib	[21.0, 10.25, 10.142857142857142, 10.090909090909092, 10.076923076923077, 0.5, 0.3333333333333333, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.98692	False	True	True	2.98692
biopříkrm	-bio- příkrm	True	['-bio- příkrm', '-bio- překrm', '-pio- příkrm', '-bio- příekrm', '-bio- pfíkrm', '-bio- píkrm', 'biopříkrm', '-bio- pökrm', '-bio- příckřm', '-biopříkrm', '-biop řekrm', '-biop řikrm', '-biop říkrm', '-piopříkrm', '-biopíkrm']	mrkířp -oib-	mrkířpoib	[21.0, 10.5, 10.25, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.066666666666666, 0.3333333333333333, 0.2, 0.125, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.84491	True	True	True	3.84491
bioptákovina	-bio- ptákovina	True	['-bio- ptákovina', 'bioptákový', 'biopták', 'pbioptákový', 'biopáktový', 'pioptákový', 'biopátek', 'pbiopták', 'bioptakový', 'Biopták', 'bioptáket', 'biopátkový', 'biopák', 'bioptákec', 'bioptákoví']	anivokátp -oib-	anivokátpoib	[20.09090909090909, 1.0, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.08055	True	True	True	3.08055
biosedlák	-bio- sedlák	True	['-bio- sedlák', 'sedlák', '-bio- sedlak', 'biosedlak', 'biosedla', 'biosedlač', 'biosedlací edlák', 'biosedlac', 'isedlák', 'biosedlací', 'biosedlatý sřak', 'biosedlací encí', 'biosedlací escína', 'biosedlací sekdní', 'biosedlací escíndrum']	káldes -oib-	káldesoib	[21.0, 10.333333333333334, 10.25, 0.5, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.65811	True	True	True	3.65811
biosexy	-bio- sexy	True	['-bio- sexy', 'biosexy', '-bio- osexy', '-bio- exy', '-bio- -sexy', '-bio- esyx', '-bio- sexy-', '-bio- esexy', '-bio- fexy', 'biosex', 'biosexyda', 'bioxezy', 'bioxesy', 'bioxexy', 'bioxedyn']	yxes -oib-	yxesoib	[20.333333333333332, 11.0, 10.2, 10.166666666666666, 10.11111111111111, 10.1, 10.083333333333334, 10.076923076923077, 10.071428571428571, 9.5, 0.25, 0.14285714285714285, 0.125, 0.09090909090909091, 0.06666666666666667]	True	True	True	0.14556	True	True	True	3.14556
bioskop	-bio- -skop-	True	['-bio- kop', 'bio kop', '-bio  kop', 'bioskop', '-bio- skop', 'bio skop', 'bioskopie', 'bioskopní', 'bioskopin', '-bioskopie', 'bioskopnový', 'bioskopista', 'bioskopio', 'biozkopie', 'Bioskop']	pok -oib-	poksoib	[20.333333333333332, 20.125, 19.11111111111111, 10.5, 10.2, 10.142857142857142, 1.0, 0.25, 0.16666666666666666, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.93084	False	True	True	2.93084
biostabilizační	-bio- stabilizační	True	['-bio- stabilizační', '-mio- stabilizační', '-bio- stabulizační', '-bio- stabalizační', '-tio- stabilizační', '-bio-', '-bio- stab-lizační', '-bio- stabilizáční', '-bio- stab- lizační', 'biostabilizace', 'miostabilizace', 'riostabilizace', 'piostabilizace', 'rastabilizační', 'hiostabilizace']	ínčazilibats -oib-	ínčazilibatsoib	[21.0, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.083333333333334, 10.076923076923077, 10.071428571428571, 10.066666666666666, 0.5, 0.3333333333333333, 0.25, 0.125, 0.1, 0.09090909090909091]	True	False	True	0.20531	True	True	True	3.20531
biostandard	-bio- standard	True	['-bio- standard', '-bio- standarder', 'biostandard', '-bio- standarded', '-bio- standardéd', '-bio- standardmer', '-bio- standards', 'standard', '-Bio- standard', '-bio-', '-mio- standard', '-bio-tandard', '-bio-sandard', 'stanard', 'Biostandard']	dradnats -oib-	dradnatsoib	[21.0, 10.5, 10.333333333333334, 10.25, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.083333333333334, 10.066666666666666, 0.2, 0.125, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.67883	True	True	True	3.67883
biostanice	-bio- stanice	True	['-bio- stanice', '-bio- staviníc', '-bio- stavnice', '-bio- stan-ce', '-bio- sta-nice', '-bio- stavník', 'stanice', '-bio- stan-', '-bio- stavinícení', '-bio- sta-níce', 'biostaník', 'ibostaník', 'biostaný', 'ibstanice', 'biostava']	ecinats -oib-	ecinatsoib	[21.0, 10.333333333333334, 10.25, 10.2, 10.166666666666666, 10.142857142857142, 10.11111111111111, 10.1, 10.090909090909092, 10.071428571428571, 0.5, 0.125, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	False	True	0.69866	True	True	True	3.69866
biotolerantní	-bio- tolerantní	True	['-bio- tolerantní', 'biotolerantní', 'biotolerance', 'biotolerant', 'biotoleranta', 'biotoler', 'biotolerenta', 'biotolerAnce', 'biotoleranto', 'biotelerance', 'tio- lerantní', 'tiolerantní', 'biotolearanta', 'Biotolerant', 'biotolerAnta']	íntnarelot -oib-	íntnarelotoib	[20.25, 10.11111111111111, 1.0, 0.5, 0.3333333333333333, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.93081	False	True	True	2.93081
biotvaroh	-bio- tvaroh	True	['-bio- tvaroh', '-bio- -tvaroh', '-bio- taroh', '-bio- dvaroh', 'biotvaroh', '-bio- tvároh', 'biot varoh', 'tivaroh', '-ciotvaroh', 'biotvara', '-citvaroh', '-ciot- varoh', 'biotvar', '-biot varoh', '-ciotavaroh']	horavt -oib-	horavtoib	[21.0, 10.5, 10.333333333333334, 10.2, 10.11111111111111, 10.071428571428571, 9.142857142857142, 0.25, 0.16666666666666666, 0.125, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.06666666666666667]	True	True	True	0.94851	True	True	True	3.94851
biotým	-bio- tým	True	['bio tým', 'biotým', 'biota', 'biot', 'biotýma', 'biotýmie', 'biotym', 'biotýmat', 'biotýmit', 'bioť', 'biotim', 'biotím', 'diotým', 'riotým', 'biotem']	mýt oib	mýtoib	[20.083333333333332, 11.0, 10.1, 9.090909090909092, 0.5, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.07949	True	True	True	3.07949
biovajíčko	-bio- vajíčko	True	['-bio- vajíčko', 'biovajíčko', '-bio- víjáčko', '-bio- víják', '-bio- víjko', '-bio- víjíčko', '-bio- víjčo', 'biovajík', 'biovajíkovko', 'biovají', 'biovajíko', 'biovajíkový', 'biovájí', 'biovýjí', 'biovíje']	okčíjav -oib-	okčíjavoib	[20.333333333333332, 10.25, 10.142857142857142, 10.090909090909092, 10.076923076923077, 10.071428571428571, 10.066666666666666, 1.0, 0.5, 0.2, 0.16666666666666666, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333]	True	False	True	0.06577	True	True	True	3.06577
biovepřík	-bio- vepřík	True	['-bio- vepřík', 'biovepřík', '-bio- vepřik', 'biovepří', 'biovépřec', 'biovépřa', 'biověpřec', 'biovépřík', 'biovepře', 'biovépř', 'biovepřec', 'biovépře', 'biovýpře', 'biovípře', 'biovepřa']	kířpev -oib-	kířpevoib	[20.5, 11.0, 10.333333333333334, 9.25, 0.2, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	True	True	0.92422	False	True	True	2.92422
biovlna	-bio- vlna	True	['-bio- vlna', '-bio- klna', '-bio- -vlna', '-dio- vlna', '-bio- flna', '-mio- vlna', '-ciov lna', '-ciovlna', '-ciov-lna', '-ciovulnit', '-ciovůlna', '-ciovůlný', '-ciovýl', '-ciovůln', 'biovlnna']	anlv -oib-	anlvoib	[21.0, 10.2, 10.166666666666666, 10.090909090909092, 10.076923076923077, 10.071428571428571, 0.5, 0.3333333333333333, 0.25, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.08333333333333333, 0.06666666666666667]	True	False	True	0.73399	True	True	True	3.73399
biovložka	-bio- vložka	True	['-bio- vložka', 'biovložka', '-bio- vložko', '-bio- vložoka', 'biovlož', 'biovloz', 'biovložní', 'biovloha', 'biovloža', 'biovloza', 'biovlozha', 'biovloga', 'biovlozka', 'biovlozь', 'biovloh']	akžolv -oib-	akžolvoib	[20.5, 10.142857142857142, 10.11111111111111, 10.083333333333334, 1.0, 0.3333333333333333, 0.25, 0.2, 0.16666666666666666, 0.125, 0.1, 0.09090909090909091, 0.07692307692307693, 0.07142857142857142, 0.06666666666666667]	True	False	True	0.13821	True	True	True	3.13821
biovodík	-bio- vodík	True	['-bio- vodík', 'biovodík', '-mio- vodík', 'vodík', '-bio- vodý', 'biovodý', 'viodový', 'viodý', 'ivodík', '-biovodík', 'inovodík', 'miovodík', 'viodík', 'diovodík', 'viodí']	kídov -oib-	kídovoib	[21.0, 10.5, 10.25, 10.2, 10.066666666666666, 0.3333333333333333, 0.16666666666666666, 0.14285714285714285, 0.125, 0.1111111111111111, 0.1, 0.09090909090909091, 0.08333333333333333, 0.07692307692307693, 0.07142857142857142]	True	False	True	0.97136	True	True	True	3.97136
