limitovat_V	limit_N
silničář_N	silnice_N

odhoz_N	hodit_V

mach_N	machna_N

oplzlý_A	plazit_V

trakářek_N	trakař_N

Máňa_N	Marie_N

žebrat_V	škemrat_V

dostřel_N	střílet_V

standarta_N	standardní_A

skála_N	záskalí_N

chuj_N	chujovina_N

zalesnit_V	les_N

strakapoud_N	straka_N

daleký_A	dálka_N

frnknout_V	frčet_V

chalkopyrit_N	pyrit_N

kolemjdoucí_N	kolem_R

pohltit_V	hltat_V

kněžic_N	kníže_N

cucat_V	cucflek_N

fugato_N	fuga_N

pohádka_N	hádat_V

klín_N	klát_V

pletař_N	plést_V

ometat_V	mést_V

vlásenka_N	vlas_N

Mari_N	Marius_N

číselka_N	číslo_N

tržiště_N	trh_N

protéza_N	protetický_A

bečet_V	bé_N

odpočívat_V	odpočinek_N

výpal_N	výpalné_N

topit_V	teplý_A

kapřivec_N	kapr_N

poklekat_V	klekat_V

úhoř_N	uher_N

rozkrojit_V	krájet_V

podúčet_N	účet_N

řev_N	řvát_V

milený_A	milý_A

rozmyšlení_N	rozmyslet_V

organizovat_V	orgán_N

nonius_N	nóna_N

tesklivý_A	stesk_N

peršan_N	Persie_N

Starorakušan_N	Rakušan_N

krušec_N	krušení_N

abdominální_A	abdomen_N

modální_A	modus_N

poštovné_N	poštovní_A

varhánky_N	varhany_N

gymnazista_N	gymnázium_N

kecálista_N	kecat_V

stírat_V	třít_V

fortepiano_D	piano_N

vyslat_V	odeslání_N

zchytra_D	chytrý_A

padovana_N	Padova_N

zbožíznalství_N	zboží_N

syrovátka_N	sýr_N

předrevoluční_A	revoluční_A

jarka_N	jaro_N

příst_V	přadlena_N

pokukovat_V	koukat_V

prospat_V	spát_V

návěs_N	navěsit_V

dudy_N	dudák_N

koedukace_N	edukace_N

opiát_N	opium_N

Marseillaisa_N	Marseille_N

dodejka_N	dodat_V

pištět_V	pisk_N

katolicizmus_N	katolictví_N

iniciativa_N	iniciovat_V

medvědobijka_N	medvěd_N

plachta_N	plachetnice_N

zajisté_D	jistý_A

dvoustovka_N	stovka_N

hupsnout_V	hup_None

kancelista_N	kancelář_N

předmostí_N	most_N

řad_N	řádek_N

zub_N	bezzubý_A

měkko_N	měkce_D

naoko_D	oko_N

sexualizace_N	sexualizovat_V

sinusoida_N	sinus_N

Porýní_N	Rýn_N

showbyznys_N	show_N

převoz_N	převážet_V

kremace_N	krematorium_N

vykrojit_V	krájet_V

jednosměnný_A	směna_N

katalýza_N	katalyzátor_N

prasečkář_N	prase_N

klopit_V	klepat_V

ohýbadlo_N	ohybník_N

Chod_N	chodský_A

calaiský_A	Calais_N

foglarovka_N	Foglar_N

Vaněk_N	Václav_N

vývojnice_N	vývojka_N

kojit_V	kojná_N

Bechyňsko_N	Bechyně_N

předjaří_N	zjara_D

dyslektik_N	dyslexie_N

býlí_N	bylina_N

univerziáda_N	univerzita_N

zčistajasna_D	čistit_V

Mělník_N	mělnický_A

obilnictví_N	obilí_N

Kostelec_N	kostel_N

kocovina_N	kocour_N

hádě_N	had_N

markrabě_N	marka_N

intubovat_V	tuba_N

ignorovat_V	ignorance_N

legitimní_A	legitimace_N

kánoe_N	kanoista_N

podčárník_N	čára_N

unáhlit_V	náhlý_A

nevolno_D	nevole_N

Hroznatín_N	hrozen_N

třináctka_N	čtrnáctka_N

větvoví_N	větev_N

žalozpěv_N	žal_N

zajíšit_V	jíška_N

bubník_N	buben_N

doslovný_A	slovo_N

poplach_N	plašit_V

hřeben_N	hřbet_N

kašel_N	kašlat_V

roztírat_V	třít_V

zlobit_V	zlo_N

krtonožka_N	krtek_N

poučný_A	poučovat_V

upír_N	vampýr_N

heretik_N	hereze_N

druhdy_D	nikdy_D

prvoligový_A	ligový_A

tutoriál_N	tutor_N

drahocenný_A	cenný_A

králikárna_N	králík_N

kutálet_V	kotoul_N

fóršus_N	šos_N

rozkulačit_V	kulak_N

například_D	příklad_N

dokořán_D	kořen_N

mediální_A	médium_N

gordonsetr_N	setr_N

tuna_N	tonáž_N

bludiště_N	bloudit_V

zbytečný_A	zbýt_V

náskok_N	skok_N

bicí_N	bít_V

Gota_N	gotajský_A

frňák_N	frnknout_V

subkultura_N	kultura_N

racemický_A	racemát_N

oslavenec_N	oslava_N

defilírka_N	defilé_N

omšelý_A	mech_N

rozepsat_V	psát_V

verbež_N	verbovat_V

šlacha_N	šlahoun_N

útlocit_N	útlý_A

nepokoj_N	pokoj_N

prelatura_N	prelát_N

pieta_N	Pius_N

milióntý_A	milión_C

ledaskde_D	kde_P

přemítat_V	mést_V

trdlo_N	trdliště_N

dít_V	děj_N

shodnout_V	shoda_N

Peršan_N	Persie_N

kyrilice_N	Cyril_N

knírač_N	knír_N

přespříliš_D	příliš_D

Tbilisan_N	Tbilisi_N

zrzavý_A	rezavý_A

formule_N	forma_N

trafika_N	trafikant_N

Kovářík_N	Kovařík_N

šukat_V	pošuk_N

hovnocuc_N	hovno_N

štěpit_V	štěpka_N

trpasličí_A	trpaslík_N

hofmistr_N	mistr_N

učit_V	učeň_N

trnož_N	noha_N

vyjasnit_V	jasný_A

reciproční_A	reciprocita_N

rybniční_A	rybník_N

hoch_N	holka_N

půlstrana_N	strana_N

Ganges_N	Ganga_None

veliký_A	velikášství_N

pozitiv_N	diapozitiv_NC

Jenda_N	Jan_N

genofond_N	gen_N

Moravačka_N	Morava_N

farmacie_N	farmaceut_N

rozmařilý_A	rozmar_N

dávnověký_A	dávný_A

závěsný_A	zavěsit_V

načas_D	čas_N

federalismus_N	federace_N

integrita_N	integrál_N

vabank_D	bank_N

podpalubí_N	paluba_N

oceán_N	oceanárium_N

dopsat_V	psát_V

organela_N	orgán_N

druhohory_N	čtvrtohory_N

odpočet_N	počet_N

Etiopan_N	Etiopie_N

přespříští_A	příští_A

einsteinium_N	Einstein_N

ďoura_N	díra_N

sovchoz_N	kolchoz_N

zanedlouho_D	dlouho_D

odstoupit_V	stoupat_V

punčocháče_N	punčocha_N

Český_A	český_A

odpaliště_N	odpálit_V

neduh_N	dužina_N

štolba_N	maštal_N

pelagický_A	pelagiál_N

judaistika_N	judaismus_N

vaginální_A	vagína_N

miniatura_N	zminiaturizovat_V

hudba_N	hudební_A

kališní_A	kalich_N

Klement_N	Kliment_N

osazenstvo_N	osada_N

nechutenství_N	znechutit_V

Galaxie_N	galaxie_N

obídek_N	oběd_N

Drška_N	dršťka_N

zbraň_N	ozbrojený_A

klerofašista_N	fašismus_N

ostošest_D	sto_C

přepažit_V	pažení_N

zpátky_D	zpět_None

Novozélanďan_N	novozélandský_AC

rozrod_N	rod_N

pokradmo_D	kradmo_D

indián_N	Ind_N

ikona_N	ikonostas_NC

vybočit_V	bok_N

Bukovec_N	buk_N

výfuk_N	vyfoukat_V

zmírat_V	zemřít_V

laser_N	maser_N

směr_N	mířit_V

zjara_D	jarní_A

netoliko_D	toliko_D

chvalitebný_A	chválit_V

doňa_N	don_N

eratém_N	éra_N

klapat_V	klepat_V

Drbohlav_N	drbat_V

rabinát_N	rabín_N

beztíže_N	tíže_N

Severokorejec_N	Korejec_N

Rosický_N	Rosice_N

předpeklí_N	peklo_N

šeptmo_D	šeptat_V

rys_N	velkorysý_AC

fritovat_V	fritéza_N

Jednota_N	jednota_N

graffiti_N	grafit_N

mnišstvo_N	mnich_N

moučnivka_N	mouka_N

formát_N	forma_N

Diův_A	Zeus_N

topor_N	topůrko_N

úrok_N	rok_N

pobrekávat_V	brečet_V

vysrat_V	srát_V

kluzký_A	kluziště_N

pronikat_V	vznikat_V

škvor_N	škvařit_V

nalačno_D	lačný_A

příloha_N	přiložit_V

figuralista_N	figura_N

droboučký_A	drobný_A

rádlo_N	radlice_N

lama_N	dalajlama_N

Jedlička_N	jedlička_N

rus_N	Rus_N

onehdy_D	onde_D

Pováží_N	Váh_N

gymnázium_N	gymnazista_N

Turkménie_N	Turkmenistán_N

navěky_D	věk_N

budit_V	bdít_V

Jiskra_N	jiskra_N

pivot_N	pivotmanka_N

konkrétní_A	zkonkretizovat_V

podprsenka_N	prs_N

Podskalí_N	skála_N

jmeniny_N	jméno_N

hovnivál_N	hovno_N

podnebí_N	nebe_N

harfenista_N	harfa_N

záliba_N	líbit_V

odběr_N	odebrat_V

branný_A	bránit_V

obvyklý_A	návyk_N

zrnožravý_A	zrní_N

byro_N	byrokratismus_N

sesterna_N	sestra_N

zatuchat_V	tuchnout_V

zubr_N	Zubří_N

soustředit_V	střed_N

podnítit_V	podnět_N

ulice_N	úl_N

Šalomoun_N	Šalamoun_N

nořit_V	únor_N

františek_N	František_N

proslýchat_V	slýchat_V

donebevolající_A	volající_A

ratio_N	poměr_N

Vendula_N	Václava_N

tvarůžkárna_N	tvaroh_N

doutnat_V	dout_V

výkrm_N	krmit_V

perleť_N	perla_N

tvarosloví_N	slovo_N

Bláha_N	Blažej_N

plačky_D	Plačková_N

kickbox_N	box_N

příjezd_N	přijet_V

nestraník_N	nestranný_A

směrodatný_A	směr_N

Řehák_N	Řehoř_N

manganičitý_A	mangan_N

Kubíčková_N	Jakub_N

čihař_N	číhat_V

holčina_N	holka_N

optika_N	synoptický_A

čtvrtlitr_N	čtvrt_C

pomlka_N	pomlčka_N

ztvárnit_V	tvář_N

Alex_N	Alexandr_N

dělat_V	dít_V

okraj_N	kraj_N

karbon_N	karbanátek_N

veganský_A	veganství_N

svědčit_V	svědek_N

Dalibor_N	Ratibor_N

zženštit_V	žena_N

mašinérie_N	mašina_N

přilnavý_A	lnout_V

Jáša_N	Jáchym_N

pokrevní_A	krevní_A

kňourat_V	knír_N

nikam_D	kam_D

souostroví_N	ostrov_N

zohlednit_V	ohled_N

vpololeže_D	ležet_V

dvojí_A	dvojče_N

chvost_N	hvozd_N

vybízet_V	nabídka_N

úhrn_N	hrnout_V

štíhlý_A	plnoštíhlý_AC

podhůří_N	hora_N

vlezdoprdelka_N	prdel_N

Lévi_N	levita_N

bezcenný_A	cena_N

odkop_N	kopat_V

kazeta_N	videokazeta_NC

zámek_N	zamykat_V

Kocourkov_N	kocourek_N

geniální_A	génius_N

kodex_N	kód_N

pechfógl_N	pech_N

Achilles_N	achilovka_N

vývrh_N	vrhnout_V

toreador_N	korida_N

digestivní_A	digestoř_N

potenciál_N	potentát_N

pátrat_V	patřit_V

zevnitř_D	zevní_A

přisvojit_V	osvojit_V

klučičí_A	kluk_N

pošuk_N	šukat_V

oktrojírka_N	oktrojovat_V

methemoglobin_N	hemoglobin_N

nalevo_D	levý_A

Linus_N	Linux_N

Oslavany_N	Oslava_N

Achilleus_N	Achilles_N

linie_N	lajna_N

pestrý_A	psát_V

Zeman_N	zeman_N

výpravčí_N	výprava_N

Sandra_N	Alexandra_N

popelín_N	popel_N

dioxid_N	oxid_N

dlužní_A	dluh_N

otakárek_N	Otakar_N

šalinkarta_N	šalina_N

mravenec_N	mravenečník_N

proutěný_A	prut_N

pobíhat_V	běhat_V

oblak_N	oblačnost_N

Jičíněves_N	Jičín_None

Kutnohorsko_N	kutnohorský_A

Mohamed_N	mohamedánský_A

podsvětí_N	svět_N

ubíhat_V	běhat_V

titan_N	Titán_N

peří_N	pero_N

nárameník_N	náramek_N

sanice_N	saně_N

legion_N	legionář_N

Budapešť_N	Budapešťan_N

bludařit_V	bloudit_V

cílevědomý_A	cíl_N

torpédoborec_N	torpédo_N

kořalečník_N	kořalka_N

komando_N	komandant_N

zlatulinký_A	zlatý_N

Muhammad_N	mohamedánský_A

podměrečný_A	měřit_V

pýří_N	pýr_N

klát_N	kolbiště_N

úbytek_N	být_V

výpalné_N	vypalovačka_N

cmrndat_V	přicmrndávat_V

vesměs_D	směs_N

vazký_A	vaz_N

omyl_N	mýlit_V

kosinus_N	sinus_N

housenka_N	husa_N

pasparta_N	pasáž_N

humanismus_N	humanistický_A

kecat_V	kydat_V

milerád_A	mile_D

soupis_N	psát_V

zplnomocnit_V	moct_V

Modřice_N	modrý_A

Štangler_N	štangle_N

kartuzián_N	kartouza_N

racemát_N	racemický_A

černoprdelník_N	prdel_N

Dobřichovice_N	Dobříš_N

Křesadlo_N	křesadlo_N

šoustat_V	obšoustník_N

temperovat_V	temperatura_N

trdlice_N	trdliště_N

barabizna_N	baraba_N

Oslo_N	oselský_A

exantematický_A	exantém_N

anekční_A	anexionizmus_N

rozprávět_V	pravit_V

výpusť_N	pustit_V

neřád_N	řád_N

bordel_N	bordelmamá_N

tříjazyčný_A	jazyk_N

zmasit_V	maso_N

Kliment_N	Klement_N

bezocasý_A	ocas_N

freeware_N	software_N

Pohořelec_N	hořet_V

jednostopý_A	stopa_N

dobrý_A	doba_N

poklonkovat_V	poklonit_V

Hranice_N	hranice_N

terminál_N	termín_N

lazebník_N	lázeň_N

trápit_V	trpět_V

vlom_N	lom_N

duch_N	duchovní_N

paprsek_N	prskat_V

frekventant_N	frekvence_N

Hrabě_N	hrabě_N

odmlouvat_V	mluvit_V

krotký_A	krotit_V

Mars_N	Marťan_N

huhňat_V	huhlat_V

výhon_N	vyhnat_V

proreformní_A	reformní_A

taneční_N	tanec_N

schůdný_A	schod_N

concertino_N	koncert_N

galerista_N	galerie_N

strofický_A	strofa_N

Nikaragujec_N	Nikaragua_N

šampionát_N	šampión_N

zřítelnice_N	zřít_V

Šíp_N	šíp_N

Úpice_N	Úpa_None

potýkat_V	týkat_V

unikat_V	vznikat_V

výlevka_N	vylít_V

koma_N	kometa_N

erotika_N	erós_N

neschopenka_N	neschopný_A

alef_N	alfa_N

škatulkovat_V	škatule_N

Jakubův_N	Jakub_N

jatýrka_N	játra_N

kapitulovat_V	kapitál_N

pobožný_A	zbožný_A

obchodněprávní_A	právní_A

nadstrážmistr_N	strážmistr_N

Miluše_N	Miloš_N

romaneto_N	román_N

Bartoš_N	Bartoloměj_N

idiotština_N	idiotský_A

semílat_V	omílat_V

pryž_N	pružina_N

erudice_N	erudovaný_A

klít_V	kletba_N

bláha_N	blázen_N

hoblovat_V	hoblík_N

upírat_V	přít_V

sýkora_N	syčet_V

Svačina_N	svačina_N

ouřední_A	ouřada_N

kabinet_N	kabina_N

předprseň_N	prs_N

próza_N	prozaický_A

zásuvný_A	zásuvka_N

katastr_N	katastrální_A

kopiník_N	kopí_N

dlabat_V	zdlábnout_V

jednosměrka_N	osmisměrka_N

trávit_V	potrava_N

koňař_N	kůň_N

stelivo_N	stlát_V

slabý_A	slabozrakost_N

Kovář_N	Kovařík_N

padlí_N	padat_V

odbor_N	odborně_D

blud_N	bloudit_V

srostlý_A	růst_N

anestezie_N	anestetikum_N

oddenek_N	dno_N

lechtat_V	lechtivý_A

Popelka_N	popel_N

prorektor_N	rektor_N

chroptit_V	chrapot_N

stéblo_N	zblo_N

zevšeobecnit_V	všeobecný_AC

tabatěrka_N	tabák_N

podvozek_N	vůz_N

panic_N	panenský_A

Votka_N	votský_A

banální_A	zbanalizovat_V

spratek_N	párat_V

souhrn_N	úhrn_N

Marián_N	Marie_N

Jakoubková_N	Jakub_N

rozmach_N	máchat_V

vichřice_N	vichr_N

sifon_N	uzávěrka_N

jevit_V	zjev_N

proč_D	pročež_J

zdvojnásobit_V	násobit_V

Bukovice_N	buk_N

heslo_N	hodit_V

akceptor_N	akceptovatelný_A

zářijový_A	září_N

skořepina_N	skořápka_N

zacelit_V	celý_A

zaklechtat_V	záklechtka_N

náměr_N	mířit_V

shromáždit_V	hromada_N

nekuřák_N	kuřák_N

ucpat_V	cpát_V

bělogvardějec_N	bílý_A

srůst_N	růst_N

prťák_N	prtě_N

kopat_V	zlatokop_N

semeno_N	seminář_N

manšestr_N	Manchester_N

obtisk_N	tisk_N

předdveří_N	dveře_N

výzkum_N	zkoumat_V

pětiměsíční_A	pět_C

dvounohý_A	noha_N

závažný_A	vážný_A

předpotopní_A	potopa_N

akvarista_N	akvárium_N

předehnat_V	hnát_N

vačice_N	váček_N

šlupka_N	slupka_N

zbezvýznamnit_V	význam_N

soběslavský_A	Soběslav_N

zesvětlit_V	světlo_N

Helada_N	helénský_A

rosol_N	rosolovitý_A

Bosna_N	bosenština_N

převaz_N	obvaz_N

vandrovní_A	vandrovat_V

kufírek_N	kufr_N

Všetice_N	Vsetín_None

mauricijský_A	Mauricius_N

trnka_N	Trnková_N

fundace_N	fond_N

táta_N	taťka_N

titaničitý_A	titanový_A

sedmnáctka_N	šestnáctka_N

Lucinka_N	Lucie_N

předchorobí_N	choroba_N

obklíčit_V	klíčit_V

judaikum_N	judaismus_N

reanalýza_N	analýza_N

ústavodárce_N	ústavodárný_A

staře_D	stáří_N

Rosťa_N	Rostislav_N

porevoluční_A	revoluční_A

hynout_V	hubit_V

oblouk_N	oblý_A

vzlínat_V	lnout_V

car_N	carevna_N

lomikámen_N	lámat_V

podlaha_N	podložit_V

zleva_D	levý_A

skrutátor_N	skrutinium_N

kaskadér_N	kaskáda_N

bezradný_A	rada_N

šikmo_D	šik_A

žok_N	sak_N

součin_N	čin_N

namodralý_A	modrý_A

sunita_N	sunnita_N

arendátor_N	arenda_N

zanožit_V	noha_N

celebrovat_V	celebrita_N

plachetnice_N	plachta_N

zchvátit_V	ztrhat_V

perfektivní_A	perfektní_A

pověra_N	víra_N

Světluše_N	světlo_N

rýt_V	rypák_N

krvinka_N	krev_N

sklep_N	sklepení_N

Volgograd_N	Volha_None

potají_D	taj_N

baronet_N	baron_N

jednojazyčný_A	jazyk_N

úspora_N	spořit_V

přívětivý_A	závěť_N

Rudolfinum_N	Rudolf_N

náušnice_N	ucho_N

svačit_V	svačina_N

pach_N	páchnout_V

podnožka_N	noha_N

baťůžkář_N	batoh_N

oboupohlavní_A	pohlavní_A

zmítat_V	mést_V

beruška_N	brouk_N

netbook_N	notebook_N

pěkný_A	psát_V

obojace_D	obojakost_N

odkrojit_V	krájet_V

Mrazík_N	mráz_N

domácí_N	dům_N

Nigérie_N	Niger_N

rozpažit_V	paže_N

příval_N	přivalit_V

premiant_N	primát_N

stance_N	sloka_N

Julius_N	Julie_N

metro_N	metropole_N

sarajevský_A	Sarajevo_N

opětovat_V	opět_D

pojišťovák_N	pojišťovna_N

servat_V	rvát_V

rituál_N	ritus_N

složnokvětý_A	složenina_N

prázdniny_N	prázdný_A

průzor_N	zor_N

miliardtý_A	miliarda_C

fantazie_N	fantastický_A

dispozice_N	disponovat_V

setník_N	setnina_N

žebřík_N	žebro_N

nebesa_N	nebe_N

neprávo_N	právo_N

vůz_N	vozit_V

laň_N	jelen_N

pohlavek_N	hlava_N

drůbky_N	droby_N

mrdník_N	mrdat_V

odvodnit_V	voda_N

kamenivo_N	kámen_N

viselec_N	viset_V

Abchaz_N	Abcházie_N

očekávat_V	čekat_V

Tatarka_N	tatar_N

nandu_N	najít_V

unavit_V	únava_N

přetisk_N	tisk_N

nehynoucí_A	hynout_V

kamení_N	kámen_N

panský_N	pán_N

Jindřišská_N	Jindřich_N

klokoč_N	klokočí_N

Gruntorád_N	grunt_N

úplný_A	plný_A

konvertita_N	konverze_N

deštík_N	déšť_N

klnout_V	klít_V

Jamajka_N	Jamajčan_N

rvát_V	poryv_N

jmění_N	movitost_N

mix_N	mixér_N

žmolenka_N	žmolek_N

holý_A	holínka_N

prvopis_N	první_C

výpomoc_N	pomoc_N

shůry_D	pohoří_N

sdílný_A	sdělení_N

vatelín_N	vatový_A

představenstvo_N	představovat_V

mázdřivka_N	mázdra_N

sekundant_N	sekundér_N

Gábi_N	Gabriel_N

zavšivit_V	veš_N

přechytralý_A	chytrý_A

postilion_N	poštovní_A

omnibus_N	bus_N

cvičenka_N	cvičit_V

marka_N	markrabě_N

erós_N	Erós_N

zarybnit_V	ryba_N

hlad_N	hladomor_N

výkres_N	kreslit_V

méďa_N	medvěd_N

podkapitola_N	kapitola_N

Sváťa_N	Svatopluk_N

hyenismus_N	hyena_N

formální_A	zformalizovat_V

jiskérka_N	jiskra_N

alfabeta_N	alfa_N

bezmezný_A	mez_N

čeřit_V	čeřen_N

tangens_N	kotangens_N

profesionalizmus_N	profesionální_A

korný_A	kůra_N

bezhotovostní_A	hotovostní_A

bebínko_N	bebí_N

lampion_N	lampa_N

popořádku_D	pořádek_N

Hamburk_N	hamburger_N

služné_N	sluha_N

žabisko_N	žába_N

noradrenalin_N	adrenalin_N

pantofel_N	pantoflíček_N

úmor_N	mořit_V

zrzek_N	zrzavý_A

gesce_N	digestoř_N

podskupina_N	skupina_N

jinaký_A	jiný_A

maligní_A	malignita_N

management_N	manažer_N

Maťa_N	Martin_N

nekalosoutěžní_A	soutěžní_A

Poniklá_N	koniklec_N

vrdlouhat_V	hrdlo_N

sestoupit_V	sestup_N

koniklec_N	Punkva_N

Kolumbijka_N	Kolumbie_N

hrábě_N	hrabat_V

svršek_N	vrch_N

dynamo_N	dynamický_A

rozptyl_N	rozptýlit_V

žebřiňák_N	žebřina_N

atypický_A	typický_A

sloupořadí_N	sloup_N

hnedlinko_D	hnedle_D

Pardubák_N	Pardubice_N

pružit_V	pryž_N

ouško_N	ucho_N

oplodnit_V	plod_N

naprosto_D	prostý_A

služebný_N	služba_N

Uran_N	uranizmus_N

dvořan_N	dvůr_N

pytel_N	pytlák_N

čepýřit_V	pýří_N

křehounce_D	křehký_A

zástřelné_N	zastřelit_V

hnědozem_N	zem_N

přeprat_V	prát_V

Eleonora_N	Nora_N

kultivovat_V	kultura_N

ořešák_N	ořech_N

pětiúhelník_N	pět_C

Blažík_N	Blažej_N

fixírka_N	fix_N

Seveřan_N	severský_A

managujský_A	Managua_N

trn_N	Trneček_N

umravnit_V	mravně_D

jednoslovný_A	slovo_N

potucha_N	tušit_V

Javánka_N	Jáva_N

Nizozemsko_N	země_N

kožich_N	kožešina_N

Kolář_N	kolář_N

upokojit_V	nepokoj_N

vtip_N	vtípek_N

Medek_N	Medard_N

cívka_N	céva_N

malíček_N	malý_A

Natálie_N	Nataša_N

zápočet_N	počet_N

liz_N	lízat_V

jiřina_N	Jiřina_N

genotyp_N	gen_N

data_N	datum_N

principiální_A	princip_N

flamendr_N	flámovat_V

ztmavit_V	tmavě_D

vlet_N	let_N

Kuroslepy_N	kur_N

nadloží_N	podloží_N

schopný_A	chopit_V

Marek_N	Marius_N

návštěva_N	navštívit_V

indispozice_N	indisponovaný_A

žalm_N	žaltář_N

pot_N	upoceně_D

Bořivoj_N	voj_N

volha_N	Volha_N

Kladno_N	Kladeňák_N

snůška_N	snosit_V

knot_N	kratiknot_N

bezzubý_A	zub_N

zmijovec_N	zmije_N

ulehčit_V	lehký_A

psí_A	pes_N

populace_N	populární_A

úchyt_N	chytit_V

drhat_V	zdrhnout_V

bujet_V	bujný_A

aktuální_A	akt_N

zahlenit_V	hlen_N

skýtat_V	výskyt_N

fuka_N	Fuka_N

pokrm_N	krmit_V

torpédomet_N	torpédo_N

článek_N	člen_N

pryč_D	napříč_R

echolokace_N	echo_N

epilace_N	epilátor_N

strejda_N	strýc_N

kajícnictví_N	kát_V

žít_V	žeň_N

determinismus_N	determinace_N

deblkajak_N	kajak_N

východisko_N	východ_N

nehoda_N	hodit_V

Zahradník_N	zahradník_N

slynout_V	slout_V

angažovat_V	angažmá_N

natolik_D	tolik_None

výztuha_N	tužit_V

Švýcar_N	švýcarský_A

kamna_N	komín_N

tereziánský_A	Terezie_N

vyšilovat_V	šílet_V

fakule_N	fakulta_N

vroubit_V	roubit_V

Nusle_N	nuselský_A

vichr_N	vichřice_N

Kateřina_N	Kačena_N

hlíznatý_A	hlíza_N

presumpce_N	presumovat_V

čnělka_N	čnít_V

zemanovec_N	Zeman_N

džíny_N	džínsovina_N

účin_N	čin_N

kaňhat_V	kanit_V

prvolezec_N	lezec_N

rozvášnit_V	vášeň_N

Křeček_N	křeček_N

rozžíhat_V	žíhat_V

Mosambičan_N	Mosambik_N

bromovodík_N	vodík_N

arbitráž_N	arbitrární_A

shovívavý_A	hovět_V

baťůžek_N	batoh_N

smečenský_A	Smečno_None

cucflek_N	flek_N

huhňa_N	huhlat_V

okamžitý_A	okamžik_N

dočasný_A	čas_N

brácha_N	bratr_N

tamtudy_D	tam_D

poprsnice_N	prs_N

normativ_N	norma_N

kopt_N	koptský_A

leukémie_N	leukocyt_NC

Posázaví_N	Sázava_N

idol_N	idolatrie_N

vštípit_V	štípat_V

zuhelnatit_V	uhlík_N

jednohubka_N	huba_N

zakusit_V	zkusit_V

metla_N	šlehačka_N

paralyzovat_V	paralytik_N

průzkum_N	prozkoumat_V

slon_N	slonice_N

lenní_A	léno_N

ekumena_N	anekumena_N

uveřejnit_V	veřejný_A

tlama_N	tlachat_V

rokenrol_N	rock_N

bohočlověk_N	člověk_N

cvik_N	cvičiště_N

May_N	mayovka_N

podčeleď_N	čeleď_N

klást_V	poklad_N

Pitrová_N	Petrová_N

odkaliště_N	kal_N

Hracholusky_N	hrách_N

nahotina_N	nahý_A

soprán_N	sopranistka_N

Rakovec_N	rak_N

Kuchař_N	kuchař_N

markýrovat_V	marka_N

Sarajevo_N	sarajevský_A

Sehnal_N	sehnat_V

hrana_N	hranol_N

pětadvacátník_N	pětadvacítka_N

srdceryvný_A	srdce_N

dvouslabičný_A	slabičný_A

masokombinát_N	maso_N

plasticita_N	plast_N

zároveň_D	rovný_A

panker_N	punk_N

xylolitář_N	xylolit_NC

oběť_N	obětovat_V

obava_N	obávat_V

strunatec_N	struna_N

ochota_N	chtít_V

Agaton_N	Agáta_N

nástřel_N	střílet_V

babča_N	babka_N

kolovrátek_N	kolovrat_N

slípka_N	slepice_N

klanět_V	klonit_V

slaďák_N	sladký_A

nerovný_A	rovný_A

meteoroid_N	meteor_N

prohlubeň_N	hloubit_V

kysličník_N	kyslík_N

signovat_V	signatář_N

věšet_V	viset_V

frája_N	frajer_N

přihnat_V	hnát_V

kolchoz_N	sovchoz_N

dekor_N	dekorativní_A

koza_N	kozel_N

letohrádek_N	léto_N

předzápas_N	zápas_N

zneškodnit_V	neškodný_A

mlíčí_N	mléko_N

